Total Calls,Percent Unidentifiable,Accuracy Excluding Unidentifiable Results,Accuracy Including Unidentifiable Results,Percent of Females Unidentified,Percent of Males Unidentified,Overall Accuracy
992,0.6008064516129032,1.0,0.39919354838709675,0.21644295302013422,0.7835570469798657,0.5292338709677419
