iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,21061.308346973805,0.0,21061.308346970327,21061.308346970327,"[0.00544978 0.00046141 0.00764772 0.0097607  0.00517306 0.00440993
 0.00641731 0.00282491]"
1,21061.25454795577,0.0,21061.254547961355,21061.254547961355,"[ 0.00501863 -0.0001261   0.00764774  0.00976071  0.00517307  0.00440994
  0.00641731  0.00282491]"
2,21061.20166953244,0.0,21061.201669527734,21061.201669527734,"[ 0.00458873 -0.00070678  0.00764776  0.00976072  0.00517308  0.00440994
  0.00641732  0.00282492]"
3,21061.149692251052,0.0,21061.14969225076,21061.14969225076,"[ 0.00416009 -0.00128071  0.00764777  0.00976073  0.00517308  0.00440995
  0.00641732  0.00282492]"
4,21061.098597126496,0.0,21061.09859712996,21061.09859712996,"[ 0.0037327  -0.00184798  0.00764779  0.00976074  0.00517309  0.00440995
  0.00641732  0.00282492]"
5,21061.04836562943,0.0,21061.048365630446,21061.048365630446,"[ 0.00330658 -0.00240867  0.00764781  0.00976074  0.00517309  0.00440996
  0.00641733  0.00282493]"
6,21060.99897967458,0.0,21060.998979665575,21060.998979665575,"[ 0.00288173 -0.00296287  0.00764783  0.00976075  0.0051731   0.00440996
  0.00641733  0.00282493]"
7,21060.950421609377,0.0,21060.950421608643,21060.950421608643,"[ 0.00245816 -0.00351065  0.00764784  0.00976076  0.00517311  0.00440997
  0.00641734  0.00282493]"
8,21060.902674202916,0.0,21060.902674198343,21060.902674198343,"[ 0.00203587 -0.0040521   0.00764786  0.00976077  0.00517311  0.00440997
  0.00641734  0.00282494]"
9,21060.855720635187,0.0,21060.85572063167,21060.85572063167,"[ 0.00161485 -0.00458729  0.00764788  0.00976078  0.00517312  0.00440998
  0.00641735  0.00282494]"
10,21060.809544486554,0.0,21060.809544480315,21060.809544480315,"[ 0.00119513 -0.00511631  0.00764789  0.00976079  0.00517312  0.00440998
  0.00641735  0.00282494]"
11,21060.764129727642,0.0,21060.76412972077,21060.76412972077,"[ 0.0007767  -0.00563924  0.00764791  0.0097608   0.00517313  0.00440999
  0.00641736  0.00282495]"
12,21060.719460709337,0.0,21060.71946071456,21060.71946071456,"[ 0.00035956 -0.00615614  0.00764793  0.00976081  0.00517314  0.00440999
  0.00641736  0.00282495]"
13,21060.67552215309,0.0,21060.675522153484,21060.675522153484,"[-5.62781207e-05 -6.66709935e-03  7.64794591e-03  9.76081400e-03
  5.17314268e-03  4.40999485e-03  6.41736422e-03  2.82495346e-03]"
14,21060.632299141518,0.0,21060.63229914334,21060.63229914334,"[-0.00047081 -0.00717219  0.00764796  0.00976082  0.00517315  0.00441
  0.00641737  0.00282496]"
15,21060.589777109293,0.0,21060.589777119432,21060.589777119432,"[-0.00088404 -0.00767148  0.00764798  0.00976083  0.00517315  0.00441
  0.00641737  0.00282496]"
16,21060.547941834124,0.0,21060.547941828292,21060.547941828292,"[-0.00129597 -0.00816505  0.007648    0.00976084  0.00517316  0.00441001
  0.00641738  0.00282496]"
17,21060.506779428106,0.0,21060.506779420375,21060.506779420375,"[-0.00170658 -0.00865297  0.00764801  0.00976085  0.00517317  0.00441001
  0.00641738  0.00282497]"
18,21060.466276329207,0.0,21060.46627633867,21060.46627633867,"[-0.00211587 -0.0091353   0.00764803  0.00976086  0.00517317  0.00441002
  0.00641739  0.00282497]"
19,21060.426419293093,0.0,21060.42641928574,21060.42641928574,"[-0.00252385 -0.00961212  0.00764805  0.00976087  0.00517318  0.00441002
  0.00641739  0.00282497]"
