iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,21061.89602778853,0.002046217240524633,4113496.3770770566,21061.89602779032,"[ 53.66561513 -46.65315701   3.95589427   3.9571762    3.96328057
   3.95983434   3.95469114   3.95645484]"
1,231713.32502861074,0.0,231713.32502871848,231713.32502871848,"[ 53.65367809 -46.61833344   3.9558945    3.95717631   3.96328064
   3.95983439   3.95469119   3.95645488]"
2,231577.8081768047,0.0,231577.8081767594,231577.8081767594,"[ 53.64174104 -46.5835102    3.95589472   3.95717642   3.96328072
   3.95983445   3.95469125   3.95645492]"
3,231442.29368407576,0.0,231442.2936839942,231442.2936839942,"[ 53.629804   -46.5486873    3.95589495   3.95717653   3.96328079
   3.9598345    3.9546913    3.95645495]"
4,231306.78155698263,0.0,231306.78155695228,231306.78155695228,"[ 53.61786695 -46.51386475   3.95589518   3.95717664   3.96328087
   3.95983456   3.95469135   3.95645499]"
5,231171.27180210402,0.0,231171.271802163,231171.271802163,"[ 53.60592991 -46.47904253   3.95589541   3.95717675   3.96328094
   3.95983461   3.9546914    3.95645503]"
6,231035.76442603936,0.0,231035.7644261565,231035.7644261565,"[ 53.59399286 -46.44422066   3.95589564   3.95717687   3.96328101
   3.95983467   3.95469145   3.95645506]"
7,230900.25943540828,0.0,230900.25943546375,230900.25943546375,"[ 53.58205582 -46.40939913   3.95589586   3.95717698   3.96328109
   3.95983472   3.9546915    3.9564551 ]"
8,230764.7568368513,0.0,230764.75683694342,230764.75683694342,"[ 53.57011877 -46.37457794   3.95589609   3.95717709   3.96328116
   3.95983478   3.95469156   3.95645514]"
9,230629.25663702967,0.0,230629.25663699434,230629.25663699434,"[ 53.55818173 -46.3397571    3.95589632   3.9571772    3.96328123
   3.95983483   3.95469161   3.95645517]"
10,230493.75884262525,0.0,230493.75884270825,230493.75884270825,"[ 53.54624468 -46.30493661   3.95589655   3.95717731   3.96328131
   3.95983489   3.95469166   3.95645521]"
11,230358.26346034062,0.0,230358.26346024204,230358.26346024204,"[ 53.53430764 -46.27011646   3.95589677   3.95717742   3.96328138
   3.95983494   3.95469171   3.95645524]"
12,230222.77049689947,0.0,230222.7704968046,230222.7704968046,"[ 53.52237059 -46.23529666   3.955897     3.95717753   3.96328146
   3.959835     3.95469176   3.95645528]"
13,230087.27995904646,0.0,230087.27995911625,230087.27995911625,"[ 53.51043355 -46.20047721   3.95589723   3.95717765   3.96328153
   3.95983505   3.95469182   3.95645532]"
14,229951.79185354695,0.0,229951.7918535196,229951.7918535196,"[ 53.4984965  -46.16565811   3.95589746   3.95717776   3.9632816
   3.95983511   3.95469187   3.95645535]"
15,229816.3061871878,0.0,229816.30618727647,229816.30618727647,"[ 53.48655946 -46.13083936   3.95589769   3.95717787   3.96328168
   3.95983516   3.95469192   3.95645539]"
16,229680.82296677714,0.0,229680.82296680997,229680.82296680997,"[ 53.47462241 -46.09602097   3.95589791   3.95717798   3.96328175
   3.95983522   3.95469197   3.95645543]"
17,229545.3421991438,0.0,229545.34219921476,229545.34219921476,"[ 53.46268537 -46.06120292   3.95589814   3.95717809   3.96328182
   3.95983527   3.95469202   3.95645546]"
18,229409.86389113867,0.0,229409.86389108872,229409.86389108872,"[ 53.45074832 -46.02638523   3.95589837   3.9571782    3.9632819
   3.95983533   3.95469208   3.9564555 ]"
19,229274.38804963385,0.0,229274.38804950967,229274.38804950967,"[ 53.43881127 -45.9915679    3.9558986    3.95717831   3.96328197
   3.95983538   3.95469213   3.95645554]"
20,229138.9146815223,0.0,229138.91468148856,229138.91468148856,"[ 53.42687423 -45.95675092   3.95589882   3.95717842   3.96328205
   3.95983544   3.95469218   3.95645557]"
21,229003.4437937198,0.0,229003.443793656,229003.443793656,"[ 53.41493718 -45.9219343    3.95589905   3.95717854   3.96328212
   3.95983549   3.95469223   3.95645561]"
22,228867.97539316275,0.0,228867.97539318225,228867.97539318225,"[ 53.40300014 -45.88711803   3.95589928   3.95717865   3.96328219
   3.95983555   3.95469228   3.95645565]"
23,228732.50948681,0.0,228732.50948683804,228732.50948683804,"[ 53.39106309 -45.85230213   3.95589951   3.95717876   3.96328227
   3.9598356    3.95469233   3.95645568]"
24,228597.04608164146,0.0,228597.04608153013,228597.04608153013,"[ 53.37912605 -45.81748658   3.95589973   3.95717887   3.96328234
   3.95983566   3.95469239   3.95645572]"
25,228461.58518465987,0.0,228461.58518469209,228461.58518469209,"[ 53.367189   -45.7826714    3.95589996   3.95717898   3.96328241
   3.95983571   3.95469244   3.95645576]"
26,228326.12680288922,0.0,228326.12680296603,228326.12680296603,"[ 53.35525196 -45.74785657   3.95590019   3.95717909   3.96328249
   3.95983577   3.95469249   3.95645579]"
27,228190.67094337606,0.0,228190.6709434506,228190.6709434506,"[ 53.34331491 -45.71304211   3.95590042   3.9571792    3.96328256
   3.95983582   3.95469254   3.95645583]"
28,228055.21761318843,0.0,228055.21761325095,228055.21761325095,"[ 53.33137787 -45.67822802   3.95590064   3.95717931   3.96328263
   3.95983588   3.95469259   3.95645586]"
29,227919.76681941742,0.0,227919.76681937577,227919.76681937577,"[ 53.31944082 -45.64341429   3.95590087   3.95717943   3.96328271
   3.95983593   3.95469265   3.9564559 ]"
30,227784.31856917596,0.0,227784.31856920605,227784.31856920605,"[ 53.30750378 -45.60860092   3.9559011    3.95717954   3.96328278
   3.95983598   3.9546927    3.95645594]"
31,227648.87286959944,0.0,227648.87286957324,227648.87286957324,"[ 53.29556673 -45.57378793   3.95590133   3.95717965   3.96328286
   3.95983604   3.95469275   3.95645597]"
32,227513.4297278457,0.0,227513.42972780037,227513.42972780037,"[ 53.28362969 -45.5389753    3.95590155   3.95717976   3.96328293
   3.95983609   3.9546928    3.95645601]"
33,227377.9891510954,0.0,227377.9891511886,227377.9891511886,"[ 53.27169264 -45.50416304   3.95590178   3.95717987   3.963283
   3.95983615   3.95469285   3.95645605]"
34,227242.55114655138,0.0,227242.5511466019,227242.5511466019,"[ 53.2597556  -45.46935115   3.95590201   3.95717998   3.96328308
   3.9598362    3.9546929    3.95645608]"
35,227107.11572143942,0.0,227107.11572138956,227107.11572138956,"[ 53.24781855 -45.43453963   3.95590223   3.95718009   3.96328315
   3.95983626   3.95469296   3.95645612]"
36,226971.6828830082,0.0,226971.68288291877,226971.68288291877,"[ 53.23588151 -45.39972848   3.95590246   3.9571802    3.96328322
   3.95983631   3.95469301   3.95645616]"
37,226836.25263852935,0.0,226836.25263861852,226836.25263861852,"[ 53.22394446 -45.36491771   3.95590269   3.95718031   3.9632833
   3.95983637   3.95469306   3.95645619]"
38,226700.82499529718,0.0,226700.82499541726,226700.82499541726,"[ 53.21200742 -45.33010731   3.95590292   3.95718042   3.96328337
   3.95983642   3.95469311   3.95645623]"
39,226565.39996062918,0.0,226565.39996056404,226565.39996056404,"[ 53.20007037 -45.29529729   3.95590314   3.95718054   3.96328344
   3.95983648   3.95469316   3.95645627]"
40,226429.97754186622,0.0,226429.97754199372,226429.97754199372,"[ 53.18813333 -45.26048764   3.95590337   3.95718065   3.96328352
   3.95983653   3.95469321   3.9564563 ]"
41,226294.5577463719,0.0,226294.55774647612,226294.55774647612,"[ 53.17619628 -45.22567837   3.9559036    3.95718076   3.96328359
   3.95983659   3.95469327   3.95645634]"
42,226159.14058153375,0.0,226159.1405814671,226159.1405814671,"[ 53.16425924 -45.19086948   3.95590382   3.95718087   3.96328366
   3.95983664   3.95469332   3.95645637]"
43,226023.72605476226,0.0,226023.72605477244,226023.72605477244,"[ 53.15232219 -45.15606097   3.95590405   3.95718098   3.96328374
   3.9598367    3.95469337   3.95645641]"
44,225888.31417349147,0.0,225888.31417357078,225888.31417357078,"[ 53.14038515 -45.12125284   3.95590428   3.95718109   3.96328381
   3.95983675   3.95469342   3.95645645]"
45,225752.90494517915,0.0,225752.90494510703,225752.90494510703,"[ 53.1284481  -45.0864451    3.95590451   3.9571812    3.96328389
   3.95983681   3.95469347   3.95645648]"
46,225617.49837730662,0.0,225617.49837720432,225617.49837720432,"[ 53.11651106 -45.05163773   3.95590473   3.95718131   3.96328396
   3.95983686   3.95469352   3.95645652]"
47,225482.09447737885,0.0,225482.09447732515,225482.09447732515,"[ 53.10457401 -45.01683075   3.95590496   3.95718142   3.96328403
   3.95983692   3.95469358   3.95645656]"
48,225346.69325292495,0.0,225346.69325296956,225346.69325296956,"[ 53.09263697 -44.98202416   3.95590519   3.95718153   3.96328411
   3.95983697   3.95469363   3.95645659]"
49,225211.2947114979,0.0,225211.29471139048,225211.29471139048,"[ 53.08069992 -44.94721795   3.95590541   3.95718165   3.96328418
   3.95983703   3.95469368   3.95645663]"
50,225075.89886067412,0.0,225075.89886076783,225075.89886076783,"[ 53.06876288 -44.91241212   3.95590564   3.95718176   3.96328425
   3.95983708   3.95469373   3.95645667]"
51,224940.50570805487,0.0,224940.50570803,224940.50570803,"[ 53.05682583 -44.87760669   3.95590587   3.95718187   3.96328433
   3.95983714   3.95469378   3.9564567 ]"
52,224805.11526126502,0.0,224805.11526130713,224805.11526130713,"[ 53.04488879 -44.84280165   3.95590609   3.95718198   3.9632844
   3.95983719   3.95469383   3.95645674]"
53,224669.7275279543,0.0,224669.72752784597,224669.72752784597,"[ 53.03295174 -44.80799699   3.95590632   3.95718209   3.96328447
   3.95983725   3.95469389   3.95645677]"
54,224534.34251579648,0.0,224534.34251571915,224534.34251571915,"[ 53.0210147  -44.77319273   3.95590655   3.9571822    3.96328455
   3.9598373    3.95469394   3.95645681]"
55,224398.96023248977,0.0,224398.960232452,224398.960232452,"[ 53.00907765 -44.73838886   3.95590677   3.95718231   3.96328462
   3.95983735   3.95469399   3.95645685]"
56,224263.580685757,0.0,224263.58068587302,224263.58068587302,"[ 52.99714061 -44.70358539   3.955907     3.95718242   3.96328469
   3.95983741   3.95469404   3.95645688]"
57,224128.20388334562,0.0,224128.20388328552,224128.20388328552,"[ 52.98520356 -44.66878231   3.95590723   3.95718253   3.96328477
   3.95983746   3.95469409   3.95645692]"
58,223992.8298330279,0.0,223992.8298330889,223992.8298330889,"[ 52.97326652 -44.63397963   3.95590745   3.95718264   3.96328484
   3.95983752   3.95469414   3.95645696]"
59,223857.4585426008,0.0,223857.45854269757,223857.45854269757,"[ 52.96132947 -44.59917734   3.95590768   3.95718275   3.96328491
   3.95983757   3.9546942    3.95645699]"
60,223722.09001988612,0.0,223722.09001979098,223722.09001979098,"[ 52.94939243 -44.56437545   3.95590791   3.95718286   3.96328499
   3.95983763   3.95469425   3.95645703]"
61,223586.72427273117,0.0,223586.72427279234,223586.72427279234,"[ 52.93745538 -44.52957396   3.95590813   3.95718298   3.96328506
   3.95983768   3.9546943    3.95645707]"
62,223451.36130900783,0.0,223451.36130890631,223451.36130890631,"[ 52.92551834 -44.49477288   3.95590836   3.95718309   3.96328513
   3.95983774   3.95469435   3.9564571 ]"
