iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,21061.752374508018,0.0,21061.752374503576,21061.752374503576,"[0.00674397 0.00652222 0.00713168 0.00553392 0.00148484 0.00307552
 0.00022001 0.00559822]"
1,21061.689218105937,0.0,21061.689218114476,21061.689218114476,"[0.00631649 0.00585874 0.0071317  0.00553393 0.00148485 0.00307553
 0.00022002 0.00559823]"
2,21061.62720661034,0.0,21061.627206611785,21061.627206611785,"[0.00589011 0.00520308 0.00713172 0.00553394 0.00148486 0.00307553
 0.00022002 0.00559823]"
3,21061.566314845244,0.0,21061.566314843032,21061.566314843032,"[0.00546483 0.00455515 0.00713173 0.00553395 0.00148486 0.00307554
 0.00022002 0.00559823]"
4,21061.506518252638,0.0,21061.506518249316,21061.506518249316,"[0.00504067 0.00391485 0.00713175 0.00553396 0.00148487 0.00307554
 0.00022003 0.00559824]"
