doc_id,Gender,judgement
26,0,0.394902257978157
55,0,0.3303723574151165
40,0,0.2954708919196045
13,0,0.2842794897134222
47,0,0.2837057322780285
1,0,0.2811722867218256
107,1,0.225070199183242
8,0,0.2772619949266829
12,0,0.2755481825522364
22,0,0.2675250461455561
9,0,0.2550095883192343
126,1,0.1639177649104628
5,0,0.2522310792740393
23,0,0.2500053845294748
15,0,0.2435249719225261
2,0,0.2432444286776582
117,1,0.1565030534376816
94,0,0.2363750715737728
30,0,0.2323607772831142
21,0,0.2283003400480198
3,0,0.2280965917318974
16,0,0.2280871240430647
167,1,0.1465726362866355
82,0,0.2239730839317996
68,0,0.2224819552511409
66,0,0.2158983524060466
11,0,0.2156871441581893
159,1,0.1404567806243212
18,0,0.2155968660264155
36,0,0.2148560355305025
43,0,0.2146720348494157
142,0,0.2136549177835442
202,1,0.1385841673784605
4,0,0.2130579682955757
48,0,0.2124116726063459
87,0,0.2119356532344608
76,0,0.2085372438094361
209,1,0.1336504940854391
45,0,0.2079268111184391
20,0,0.2040082471341913
130,0,0.2036898331339927
222,0,0.2031432832653695
83,0,0.2026672638934843
253,1,0.1247257185543338
138,0,0.1978123932863062
80,0,0.1977851857195357
7,0,0.1977083907907903
31,0,0.197079022722128
217,1,0.1180802406439638
25,0,0.1964075272232255
172,0,0.1951181391015913
115,0,0.1938843616132257
29,0,0.1935923429224273
200,1,0.1127398829760678
50,0,0.1914222588111314
110,0,0.1912015828744415
77,0,0.1896201760620088
44,0,0.189612716130274
206,1,0.1074877956828479
42,0,0.1885093364468245
144,0,0.1876340926317996
6,0,0.1867703242627053
39,0,0.1867092614547999
109,0,0.1847653054548307
201,1,0.1058547937513425
24,0,0.1839803397715797
14,0,0.1819059859666945
19,0,0.1805744704148202
33,0,0.1799640377238233
244,1,0.0980964684686902
280,0,0.1796266883459593
93,0,0.1791180092326668
32,0,0.1770877906151196
160,0,0.1759477356760668
683,1,0.0979956692299998
85,0,0.1756754646203041
265,0,0.1742611308683907
846,0,0.1739176591401633
239,0,0.1734592375645723
267,1,0.095977979476467
73,0,0.1730789484990979
64,0,0.1718431632536344
95,0,0.1697613495170144
10,0,0.1690279789528362
219,0,0.1686043669573941
344,1,0.0922706237400764
70,0,0.1679151315805539
105,0,0.1670324278337942
180,0,0.1665374730842437
91,0,0.1637664239707835
231,1,0.0920404801145538
116,0,0.1636265584770347
84,0,0.1632462694115604
59,0,0.1628049175381805
140,0,0.1617728806088395
257,1,0.0868861308848425
56,0,0.1591342370573931
34,0,0.1571209460604134
96,0,0.1557452953212011
97,0,0.1548972590729468
291,1,0.0775830740453607
136,0,0.1546765831362569
161,0,0.1540756181340926
182,0,0.1540125475690892
141,0,0.1525119511995978
61,0,0.1521703451468245
191,1,0.0761108807423674
51,0,0.1517364532051795
205,0,0.1508348140807544
103,0,0.1507926866505143
214,0,0.1501653263389499
245,1,0.0728007416920187
195,0,0.1496872992099669
177,0,0.1467763846027579
88,0,0.1453273833523392
81,0,0.1436081188032558
268,1,0.0727628709366879
157,0,0.1427234072993982
71,0,0.1417103057477226
190,0,0.1411786757425688
41,0,0.1400942314367846
376,1,0.0724633923141547
229,0,0.1399870256844433
170,0,0.1397316822492481
163,0,0.1392808626870356
17,0,0.1380198776318995
264,0,0.1365464888291785
326,1,0.0655247002132587
850,0,0.1364027499028778
37,0,0.1363868757003941
58,0,0.1362470102066453
53,0,0.1359549915158469
310,1,0.0632927410366869
137,0,0.1344890626448608
63,0,0.1344279998369553
189,0,0.1343030542066762
232,0,0.1341958484543348
331,1,0.0575898341812544
52,0,0.134047710771481
111,0,0.1340307831509135
27,0,0.1338806377109617
60,0,0.1310831932881013
269,1,0.0566283277486515
165,0,0.1304999681638748
143,0,0.1303675626018609
132,0,0.1302520846604144
123,0,0.1286096150400764
54,0,0.1284961448557278
371,1,0.0501845903973059
237,0,0.1277289190504146
279,0,0.127410505050216
134,0,0.1273738297946128
100,0,0.1269419456100657
333,1,0.0494342922125602
89,0,0.1265793964225291
35,0,0.1261128447394767
147,0,0.1253972140532363
67,0,0.1248790672511111
305,1,0.0485610561546333
148,0,0.1240195555569261
79,0,0.1215133175674938
210,0,0.1204887405698875
270,0,0.1192108278941839
353,1,0.0471928653471558
65,0,0.1189976118892287
212,0,0.1184951972079434
46,0,0.118335584079159
102,0,0.1176660963373544
74,0,0.1174990232768352
289,1,0.0394250723756708
158,0,0.1164744462792289
98,0,0.1146207684110336
317,0,0.1131181642844443
99,0,0.1107884670443639
278,1,0.0349768861433672
108,0,0.1104889884218307
69,0,0.109826960611761
540,0,0.1091921403684617
234,0,0.1087066533077439
380,1,0.032858397151144
150,0,0.1084398344266181
49,0,0.1080982283738448
113,0,0.1073384625002664
187,0,0.1070369761206353
332,1,0.0305633674095689
308,0,0.1067647050648726
184,0,0.1061637400627084
62,0,0.1050162251919208
197,0,0.1049626223157501
185,0,0.1046556837614821
418,1,0.0192647594510452
204,0,0.1044330000676943
133,0,0.1043541973818511
114,0,0.1043026022627783
131,0,0.1036480343844433
347,1,0.0182401824534389
281,0,0.102493059581921
121,0,0.1023239787643038
171,0,0.1015220854604854
125,0,0.1003493707800252
364,1,0.0144098888438671
527,0,0.0991609239787251
28,0,0.0979293954081709
86,0,0.0978757925320003
57,0,0.0954042220410732
335,1,0.0137919962211353
38,0,0.095148878605878
192,0,0.0948651321041847
266,0,0.0946097886689895
504,0,0.0939856316142505
196,0,0.0937270849222298
254,1,0.0121684619784626
419,0,0.0930481294915926
241,0,0.0922611560512437
118,0,0.0912228546898954
242,0,0.090593486621233
532,1,0.0110209471076751
186,0,0.0887764840086409
129,0,0.0879107078824488
198,0,0.0875848339505154
162,0,0.0875406987631774
383,1,0.00690690699641
72,0,0.0871604096977031
156,0,0.0864719865782331
294,0,0.0857291483252222
75,0,0.0856944808267169
348,1,0.0067839691232287
330,0,0.0855451476441355
112,0,0.0844145603939154
374,0,0.0841844167683928
215,0,0.0839732085205356
119,0,0.0838408029585216
395,1,0.0057152569382844
153,0,0.0832154504040551
106,0,0.0827374232750721
303,0,0.0825092874066474
122,0,0.0789859323513435
345,1,0.0050721645058801
176,0,0.0766467674224304
166,0,0.0765143618604164
78,0,0.0761266128632073
139,0,0.0753321794911236
368,1,0.0048420208803574
290,0,0.0742193321188413
325,0,0.0736991775596182
168,0,0.0725000675697579
271,0,0.0721375183822213
438,1,0.0028464697613155
284,0,0.0717749691946848
145,0,0.071580688567395
323,0,0.0713064097545344
135,0,0.0710258665096666
258,0,0.0698519563294789
524,1,0.0013301412709842
120,0,0.0688001717651021
327,0,0.0687044414586914
207,0,0.0677850624563285
300,0,0.0675127914005658
674,1,0.0010211949596183
276,0,0.0652598890892308
128,0,0.0643519855327985
224,0,0.0636730301021613
499,0,0.0627903263554016
491,1,-0.0002429933523432
146,0,0.0624813800440357
259,0,0.0609441084189411
238,0,0.0607159725505164
154,0,0.0581289241181429
334,1,-0.0004447339113677
181,0,0.0577663749306063
314,0,0.0572808878698885
194,0,0.0570602119331986
351,0,0.0569644816267879
155,0,0.0561795159435368
389,1,-0.0004542016002004
104,0,0.0560545703132577
183,0,0.0547577222598887
262,0,0.0544046407611848
454,0,0.0540243516957105
401,1,-0.0004636692890331
275,0,0.0540168917639757
92,0,0.0537615483287805
233,0,0.0535483323238253
149,0,0.05330872100947
417,1,-0.0006307423495524
235,0,0.05326659357923
336,0,0.0527811065185122
213,0,0.052744431262909
101,0,0.0513762404554315
338,1,-0.0008072830989043
295,0,0.050704744956529
227,0,0.0505376718960098
151,0,0.0499828498382814
164,0,0.0476783524078736
152,0,0.0476247495317029
358,1,-0.0052113341438699
216,0,0.0475806143443649
448,0,0.0471928653471558
169,0,0.0470529998534071
315,0,0.0464425671624101
864,1,-0.0057125533254276
362,0,0.0463373691671666
466,0,0.0461702961066474
188,0,0.0459034772255216
421,0,0.0457446763541075
406,1,-0.0061917759541382
339,0,0.0444375483545355
382,0,0.0436431149824518
211,0,0.0436084474839465
90,0,0.0428770846768662
474,1,-0.00680966857687
124,0,0.0419061105554305
199,0,0.0416149041220024
399,0,0.0409351364339949
208,0,0.0399010917475559
230,0,0.0397340186870367
425,1,-0.0073928937010965
248,0,0.0395405503171172
287,0,0.0392316040057514
127,0,0.0389490530037857
292,0,0.0379611512617825
563,1,-0.0117780093683967
252,0,0.0375197993884027
246,0,0.0373412508819529
228,0,0.0373065833834476
860,0,0.0372581915212003
539,1,-0.0132250028617174
384,0,0.0372529805072769
178,0,0.036769501203657
250,0,0.0353204999532383
359,0,0.0347814100163499
505,1,-0.0152300216695921
346,0,0.0345260665811547
443,0,0.034428328517646
387,0,0.0344208685859112
534,0,0.033510957272381
469,0,0.0334668220850431
411,1,-0.0161127254163517
355,0,0.0333710917786323
520,0,0.0320029009711548
356,0,0.031693954659789
273,0,0.0315154061533391
605,1,-0.0164563392262229
301,0,0.0308628460321021
263,0,0.0302890885967083
174,0,0.0291163739162481
277,0,0.0289650329765688
400,1,-0.0167747532264215
526,0,0.0273225633562307
249,0,0.0270230847336975
311,0,0.0268580194302762
179,0,0.0264513350554017
561,1,-0.0197223430892336
261,0,0.0263169217362898
274,0,0.0261770562425411
427,0,0.02587556986291
603,0,0.025002333804983
452,0,0.024914063430307
462,1,-0.0207374523980072
288,0,0.0246859275618823
377,0,0.0244191086807565
449,0,0.0234154748179135
256,0,0.0229374476889305
341,1,-0.0219385701449655
340,0,0.0224255653188125
329,0,0.0223447548758713
285,0,0.0223026274456313
375,0,0.0222123493138574
645,1,-0.0221939135801607
367,0,0.0221335466280141
173,0,0.0217268622531396
316,0,0.0216921947546343
324,0,0.0211551125748437
471,1,-0.0229442117649064
369,0,0.0207925633873071
388,0,0.0190271558937878
442,0,0.0186373991394808
373,0,0.0181003169596902
220,0,0.0175434871448639
461,1,-0.0229631471425718
299,0,0.0175360272131291
558,0,0.0171829457144252
282,0,0.0163885123423415
874,0,0.0154723365968042
430,1,-0.0256017906940181
357,0,0.0150108538460314
236,0,0.0149300434030902
251,0,0.0149225834713554
412,0,0.0145348344741462
805,1,-0.0269069109364922
298,0,0.0130858332237276
225,0,0.0126444813503477
243,0,0.0125140835454317
306,0,0.0107908034821525
486,1,-0.0270141166888335
710,0,0.0102001184261912
260,0,0.0101749186165186
328,0,0.0101213157403479
193,0,0.0097335667431388
226,0,0.0095203507381836
432,1,-0.028470577870987
307,0,0.0094151527429402
349,0,0.0085419166850132
552,0,0.007678148315919
404,0,0.0076666728699884
519,1,-0.0292650112430707
506,0,0.0073923940571278
272,0,0.0071370506219326
439,0,0.0066787711279852
309,0,0.0062448791863402
595,1,-0.0299365067419731
218,0,0.0042241282576257
203,0,0.0038710467589218
385,0,0.0038615790700891
450,0,0.0024512608323716
564,1,-0.0300153094278164
398,0,0.0019637660145558
283,0,0.0013017382044861
458,0,0.0009581243946149
391,0,0.0008529263993715
297,0,0.0001562310907965
511,1,-0.0304471936123635
372,0,0.0001100881463606
403,0,-0.0002776608508485
365,0,-0.0013369053469601
477,0,-0.0021408064078765
521,1,-0.0311974917971092
221,0,-0.0023961498430717
470,0,-0.0024824124606497
405,0,-0.0030928451516467
465,0,-0.0036488627091027
483,1,-0.0320801955438689
809,0,-0.0046702364498835
748,0,-0.0046891718275489
446,0,-0.0051399913897614
435,0,-0.0051399913897614
628,1,-0.0327863585412766
175,0,-0.0054320100805598
495,0,-0.005502540577298
689,0,-0.0056002786408066
370,0,-0.0059553678966084
673,0,-0.0066847229465908
555,1,-0.033634394789531
392,0,-0.0069053988832807
354,0,-0.0073046233264205
455,0,-0.0075327591948452
459,0,-0.0077270398221349
482,1,-0.0361847679663013
783,0,-0.0077596995635423
426,0,-0.0078858406935491
463,0,-0.0086097435688946
622,0,-0.0091216259390126
489,1,-0.0363171735283153
479,0,-0.0095345747458943
522,0,-0.0096248528776682
386,0,-0.0096859156855737
337,0,-0.0097225909411769
402,0,-0.0099759266192742
487,1,-0.0365031819664999
318,0,-0.0101272675589535
590,0,-0.0102616808780654
319,0,-0.0103404835639086
475,0,-0.0104634214370899
613,1,-0.038842346895413
361,0,-0.0107818354372885
551,0,-0.0114690630570308
444,0,-0.0115206581761036
240,0,-0.0117874770572294
704,1,-0.0397061152645073
350,0,-0.0120081529939193
635,0,-0.012802586366003
397,0,-0.0140383716114665
658,0,-0.0154140223506788
775,1,-0.041020703195814
302,0,-0.015713500973212
760,0,-0.0157229686620447
366,0,-0.0157229686620447
451,0,-0.0159897875431705
472,0,-0.0161737882242572
513,1,-0.0410301708846468
312,0,-0.0166423476644075
342,0,-0.0166423476644075
606,0,-0.0169146187201702
416,0,-0.017878132909871
639,1,-0.0421335505680963
409,0,-0.0185496284087735
496,0,-0.0192727190267487
394,0,-0.020004081833829
481,0,-0.0207102448312367
851,1,-0.0427861106893334
464,0,-0.02078904751708
247,0,-0.0217525617067809
476,0,-0.02234525451984
510,0,-0.0229170041981359
577,1,-0.0475275111121629
771,0,-0.0229170041981359
509,0,-0.0235884996970383
678,0,-0.0247285546360911
296,0,-0.0251699065094709
321,0,-0.025822466630708
543,1,-0.0496365324155535
817,0,-0.0258551263721154
548,0,-0.0258740617497808
360,0,-0.0261830080611466
518,0,-0.0264478191851745
525,1,-0.0506169742258218
861,0,-0.026737830118875
422,0,-0.0269163786253249
572,0,-0.0269679737443976
408,0,-0.0273671981875374
637,1,-0.050960588035693
745,0,-0.0276300015544674
711,0,-0.0277801469944191
453,0,-0.0278506774911573
313,0,-0.0279314879340985
657,1,-0.0520639677191425
556,0,-0.0280713534278472
413,0,-0.0280808211166799
587,0,-0.0293343462400812
320,0,-0.0293532816177466
441,0,-0.0300153094278164
667,1,-0.0527259955292123
492,0,-0.0302359853645063
494,0,-0.0302359853645063
627,0,-0.0302875804835791
582,0,-0.0305291995550323
681,1,-0.0560266668907283
611,0,-0.0305890668632102
750,0,-0.03103041873659
589,0,-0.03103041873659
749,0,-0.0310997537336006
815,1,-0.056036134579561
429,0,-0.031160816541506
694,0,-0.0313109619814578
739,0,-0.0315927007260532
559,0,-0.0318228443515758
500,1,-0.0564774864529408
570,0,-0.0325215474172487
523,0,-0.0326267454124922
718,0,-0.0326350176015973
814,0,-0.0326350176015973
802,0,-0.0330763694749771
659,1,-0.0564774864529408
467,0,-0.0331047725414752
352,0,-0.0337478649738796
580,0,-0.0344709555918548
501,0,-0.0348335047793913
765,1,-0.0580222180097702
708,0,-0.0349123074652346
823,0,-0.0352831288418762
530,0,-0.0353115319083744
557,0,-0.0354344697815556
647,1,-0.0582334262576274
363,0,-0.0354439374703883
769,0,-0.0357244807152561
516,0,-0.0357434160929215
381,0,-0.0361847679663013
609,1,-0.05868424581984
601,0,-0.0363341011488827
653,0,-0.0364475713332313
573,0,-0.0369078585842765
684,0,-0.0373397427688237
322,0,-0.0373397427688237
629,1,-0.0590026598200386
780,0,-0.0374898882087754
286,0,-0.0376412291484548
255,0,-0.0376412291484548
575,0,-0.0378177698978067
618,1,-0.0593462736299097
712,0,-0.0379229678930501
579,0,-0.0382591217711865
536,0,-0.0395465021357228
591,0,-0.0399878540091026
623,1,-0.0601501746908261
517,0,-0.0402085299457926
642,0,-0.0402085299457926
343,0,-0.0402893403887337
767,0,-0.0404197381936498
651,1,-0.0623569340577253
687,0,-0.0404292058824825
560,0,-0.0407306922621136
617,0,-0.0408610900670296
457,0,-0.0408705577558623
688,0,-0.0411815118243261
515,1,-0.0628770886169484
754,0,-0.0413024419404094
675,0,-0.0413119096292421
592,0,-0.0419128746314064
378,0,-0.0421335505680963
616,1,-0.062974826680457
719,0,-0.0421851456871691
714,0,-0.042231288631605
772,0,-0.0426264975605489
223,0,-0.0428334491334969
692,1,-0.063107232242471
581,0,-0.0430678494339288
436,0,-0.04339573112296
549,0,-0.0434765415659012
868,0,-0.0439505531806884
790,1,-0.0661777599784644
584,0,-0.0439694885583538
742,0,-0.044180696806211
593,0,-0.0454436896184451
456,0,-0.0461057174285148
843,0,-0.0461573125475876
686,1,-0.0677319592241265
598,0,-0.0463874561731102
485,0,-0.0467677452385845
304,0,-0.0467772129274172
550,0,-0.0472185648007971
610,1,-0.0677319592241265
785,0,-0.0474813681677271
293,0,-0.0479688629855428
420,0,-0.0483640719144867
594,0,-0.0483830072921521
600,1,-0.0694973667176458
528,0,-0.0485942155400093
702,0,-0.0488054237878666
535,0,-0.0488054237878666
717,0,-0.0489745046054837
755,1,-0.0699387185910257
766,0,-0.0505708312813859
721,0,-0.0506169742258218
410,0,-0.050739912099003
596,0,-0.0508009749069085
562,0,-0.0510583260992016
652,1,-0.0706007464010954
424,0,-0.0513231372232295
597,0,-0.0514019399090728
538,0,-0.0530077342738076
490,0,-0.0531862827802575
701,1,-0.0714739824590224
503,0,-0.0533974910281147
447,0,-0.0535393642789614
777,0,-0.0537064373394806
502,0,-0.0539712484635085
680,1,-0.0719153343324022
619,0,-0.0541016462684245
679,0,-0.0541205816460899
460,0,-0.0542707270860417
724,0,-0.0543317898939471
643,1,-0.0723661538946147
544,0,-0.0544914030227316
806,0,-0.0549843500151842
