Position,Group 0,Group 1
1,0.0,1.2263414634146341
2,0.0,1.2263414634146341
3,0.0,1.2263414634146341
4,0.0,1.2263414634146341
5,0.0,1.2263414634146341
6,0.0,1.2263414634146341
7,0.7740147783251231,1.051149825783972
8,0.6772629310344828,1.0730487804878048
9,0.6020114942528735,1.090081300813008
10,0.5418103448275863,1.1037073170731706
11,0.4925548589341693,1.1148558758314855
12,0.9030172413793103,1.0219512195121951
13,0.833554376657825,1.0376735459662287
14,0.7740147783251231,1.051149825783972
15,0.7224137931034482,1.062829268292683
16,0.6772629310344828,1.0730487804878048
17,0.6374239350912779,1.0820659971305595
18,0.9030172413793103,1.0219512195121951
19,0.8554900181488203,1.0327086007702182
20,0.8127155172413792,1.0423902439024388
21,0.7740147783251231,1.051149825783972
22,0.7388322884012538,1.0591130820399113
23,0.9422788605697151,1.0130646871686106
24,0.9030172413793103,1.0219512195121951
25,0.8668965517241379,1.0301268292682926
26,0.833554376657825,1.0376735459662287
27,0.8026819923371648,1.044661246612466
28,0.7740147783251231,1.051149825783972
29,0.9341557669441142,1.0149032800672833
30,0.9030172413793103,1.0219512195121951
31,0.8738876529477196,1.0285444531864674
32,0.8465786637931034,1.0347256097560975
33,0.8209247648902821,1.0405321507760532
34,0.9561359026369168,1.009928263988522
35,0.9288177339901478,1.0161114982578396
36,0.9030172413793103,1.0219512195121951
37,0.8786113699906803,1.027475280158207
38,0.8554900181488203,1.0327086007702182
39,0.9724801061007957,1.0062288930581613
40,0.9481681034482758,1.011731707317073
41,0.9250420521446594,1.0169660916121355
42,0.9030172413793103,1.0219512195121951
43,0.8820168404170009,1.0267044809982984
44,0.8619710031347962,1.0312416851441242
45,0.9632183908045977,1.0083252032520325
46,0.9422788605697151,1.0130646871686106
47,0.9222303741746148,1.0176024909185262
48,0.9030172413793103,1.0219512195121951
49,0.8845883180858549,1.026122448979592
50,0.9752586206896551,1.0055999999999998
51,0.9561359026369168,1.009928263988522
52,0.937748673740053,1.014090056285178
53,0.9200553025374105,1.0180947998159227
54,0.9030172413793103,1.0219512195121951
55,0.8865987460815047,1.0256674057649666
56,0.9675184729064039,1.0073519163763065
57,0.9505444646098004,1.0111938382541719
58,0.9341557669441142,1.0149032800672833
59,0.9183226183518409,1.0184869780901198
60,0.9030172413793103,1.0219512195121951
61,0.9770350480497456,1.0051979208316673
62,0.9612764182424917,1.0087647521636507
63,0.9460180623973726,1.012218350754936
64,0.9312365301724138,1.0155640243902437
65,0.9169098143236075,1.0188067542213883
66,0.9030172413793103,1.0219512195121951
67,0.9704065877509006,1.0066982162358937
68,0.9561359026369168,1.009928263988522
69,0.9422788605697151,1.0130646871686106
70,0.9288177339901478,1.0161114982578396
71,0.9157357940747936,1.0190724836825833
72,0.9782686781609196,1.0049186991869918
73,0.9648677373641945,1.0079518877380553
74,0.9518289841565704,1.0109030982201714
75,0.9391379310344827,1.0137756097560975
76,0.9267808529945554,1.0165725288831835
77,0.9851097178683386,1.003370288248337
78,0.9724801061007957,1.0062288930581613
79,0.9601702313400262,1.0090151281259647
80,0.9481681034482758,1.011731707317073
81,0.9364623243933589,1.0143812104787715
82,0.9250420521446594,1.0169660916121355
83,0.9791753219775654,1.0047134880987363
84,0.9675184729064039,1.0073519163763065
85,0.9561359026369168,1.009928263988522
86,0.9450180433039295,1.0124446965399887
87,0.9341557669441142,1.0149032800672833
88,0.9851097178683386,1.003370288248337
89,0.974041069352964,1.005875582351329
90,0.9632183908045977,1.0083252032520325
91,0.9526335733232285,1.0107209863307423
92,0.9422788605697151,1.0130646871686106
93,0.932146829810901,1.015357985837923
94,0.9798697725605283,1.0045563051375195
95,0.9695553539019963,1.0068908857509626
96,0.9594558189655172,1.0091768292682926
97,0.9495645218627798,1.011415639929595
98,0.939875087966221,1.0136087605774016
99,0.9851097178683386,1.003370288248337
100,0.9752586206896551,1.0055999999999998
101,0.9656025947422328,1.007785559043709
102,0.9561359026369168,1.009928263988522
103,0.9468530297957818,1.0120293630120767
104,0.989845822281167,1.0022983114446529
105,0.9804187192118227,1.0044320557491289
106,0.971169486011711,1.0065255407271054
107,0.962093135675153,1.0085798951447458
108,0.9531848659003832,1.0105962059620595
109,0.9444400506168934,1.0125755202506153
110,0.9851097178683386,1.003370288248337
111,0.9762348555452003,1.0053790375741594
112,0.9675184729064039,1.0073519163763065
113,0.9589563625267012,1.009289876969566
114,0.9505444646098004,1.0111938382541719
115,0.9893928035982009,1.0024008483563096
116,0.9808635552913199,1.0043313708999158
117,0.9724801061007957,1.0062288930581613
118,0.9642387492694331,1.0080942538238942
119,0.9561359026369168,1.009928263988522
120,0.9481681034482758,1.011731707317073
121,0.9851097178683386,1.003370288248337
122,0.9770350480497456,1.0051979208316673
123,0.9690916736753574,1.0069958358120166
124,0.9612764182424917,1.0087647521636507
125,0.9535862068965517,1.0105053658536585
126,0.9890188834154351,1.002485481997677
127,0.9812313331523216,1.0042481275206452
128,0.973565463362069,1.005983231707317
129,0.9660184442662391,1.0076914350538855
130,0.9585875331564987,1.009373358348968
131,0.9512700710713344,1.0110296034258053
132,0.9851097178683386,1.003370288248337
133,0.977702877884366,1.0050467632495874
134,0.9704065877509006,1.0066982162358937
135,0.9632183908045977,1.0083252032520325
136,0.9561359026369168,1.009928263988522
137,0.9887050088094639,1.0025565248353212
138,0.9815404797601199,1.0041781548250264
139,0.9744790374596873,1.0057764520091244
140,0.9675184729064039,1.0073519163763065
141,0.9606566397652238,1.0089050337311882
142,0.9920471102476931,1.0018000687049124
143,0.9851097178683386,1.003370288248337
144,0.9782686781609196,1.0049186991869918
145,0.9715219976218787,1.0064457527333892
146,0.9648677373641945,1.0079518877380553
147,0.9583040112596762,1.009437531110005
148,0.9884377912395154,1.0026170072511535
149,0.9818039805600555,1.0041185136683581
150,0.9752586206896551,1.0055999999999998
151,0.968799954327472,1.0070618639961233
152,0.9624262704174228,1.008504492939666
153,0.9915483434753211,1.0019129603060735
154,0.9851097178683386,1.003370288248337
155,0.978754171301446,1.0048088119590872
156,0.9724801061007957,1.0062288930581613
157,0.9662859652976059,1.0076308839521515
158,0.9601702313400262,1.0090151281259647
159,0.9882075471698113,1.002669121030833
160,0.9820312499999999,1.0040670731707315
161,0.9759316770186336,1.0054476594455384
162,0.9699074074074073,1.0068112014453476
163,0.963957055214724,1.0081580128684722
164,0.9911164844407064,1.0020107079119571
165,0.9851097178683386,1.003370288248337
166,0.9791753219775654,1.0047134880987363
167,0.9733119966962627,1.0060406017233825
168,0.9675184729064039,1.0073519163763065
169,0.9938532952458682,1.0013912541492278
170,0.9880070993914807,1.0027144906743184
171,0.9822292800967937,1.0040222507488232
172,0.9765186447473937,1.0053148043108338
173,0.9708740283037671,1.0065924150570986
174,0.965294292508918,1.0078553406223718
175,0.9907389162561576,1.0020961672473867
176,0.9851097178683386,1.003370288248337
177,0.9795441262419637,1.0046300124018188
178,0.974041069352964,1.005875582351329
179,0.968599499133115,1.0071072353181632
180,0.9933189655172413,1.0015121951219512
181,0.9878310154315108,1.002754345775502
182,0.9824033724895793,1.0039828464218707
183,0.9770350480497456,1.0051979208316673
184,0.9717250749625187,1.0063997879109225
185,0.9664725069897484,1.0075886618325642
186,0.9904060066740823,1.0021715184893785
187,0.9851097178683386,1.003370288248337
188,0.9798697725605283,1.0045563051375195
189,0.9746852764094143,1.0057297715834301
190,0.9695553539019963,1.0068908857509626
191,0.9928461816212313,1.0016192057208528
192,0.9876751077586207,1.0027896341463414
193,0.9825576201536538,1.0039479337798558
194,0.9774928901528617,1.0050942921800352
195,0.9724801061007957,1.0062288930581613
196,0.9675184729064039,1.0073519163763065
197,0.9901102748118327,1.0022384548718584
198,0.9851097178683386,1.003370288248337
199,0.980159417778548,1.0044907464150017
200,0.9752586206896551,1.0055999999999998
201,0.9704065877509006,1.0066982162358937
202,0.9924248890406282,1.0017145617000722
203,0.9875360964837778,1.0028210981617205
204,0.9826952332657201,1.0039167862266858
205,0.977901597981497,1.0050017846519927
206,0.9731545028456645,1.0060762491120057
207,0.9946276861569215,1.001215977377165
208,0.989845822281167,1.0022983114446529
209,0.9851097178683386,1.003370288248337
210,0.9804187192118227,1.0044320557491289
211,0.9757721849975486,1.005483759102994
212,0.971169486011711,1.0065255407271054
213,0.9920471102476931,1.0018000687049124
214,0.9874113760876571,1.002849327558696
215,0.9828187650360867,1.0038888258650027
216,0.9782686781609196,1.0049186991869918
217,0.9737605275703162,1.0059390805889625
218,0.9941474217019931,1.0013246811367196
219,0.9896079357581482,1.0023521550283996
220,0.9851097178683386,1.003370288248337
221,0.9806522078327352,1.0043792075929807
222,0.9762348555452003,1.0053790375741594
223,0.9718571207669707,1.006369900470305
224,0.991706434729064,1.0018771777003483
225,0.9872988505747127,1.0028747967479674
226,0.9829302715898688,1.0038635873084394
227,0.9786001822877107,1.004843666057806
228,0.9743080762250453,1.0058151476251604
229,0.9937132961903329,1.0014229417403344
230,0.9893928035982009,1.0024008483563096
231,0.9851097178683386,1.003370288248337
232,0.9808635552913199,1.0043313708999158
233,0.9766538404617434,1.0052842039150005
234,0.995634394341291,1.0009881175734834
235,0.9913976522377108,1.001947067981318
236,0.9871968147282291,1.0028978916907814
237,0.9830314273243126,1.0038406915714726
238,0.978901043175891,1.004775568764091
239,0.9748052229115568,1.0057026227166037
240,0.9933189655172413,1.0015121951219512
241,0.9891973100586635,1.0024450966501366
242,0.9851097178683386,1.003370288248337
243,0.9810557684120903,1.0042878651008733
244,0.9770350480497456,1.0051979208316673
245,0.995161857846587,1.0010950721752114
246,0.9911164844407064,1.0020107079119571
247,0.9871038670947927,1.002918929594154
248,0.9831236095661847,1.0038198269079466
249,0.9791753219775654,1.0047134880987363
250,0.9752586206896551,1.0055999999999998
251,0.9929591976919907,1.001593625498008
252,0.9890188834154351,1.002485481997677
