doc_id,Gender,judgement,GT_score,InferredGender
107,0,0.3581793520029767,8765,0
13,0,0.341097903809559,19923,0
24,0,0.3094656596943555,17263,0
19,0,0.3059709494144831,18135,0
16,0,0.27083060532484826,18992,0
7,0,0.2662111607020284,26394,0
75,0,0.2597879093774937,11098,0
196,0,0.24741963366880818,5458,0
214,0,0.2466430313843921,4915,0
53,0,0.24081851425127138,12925,0
47,0,0.2405908894437701,13932,0
225,0,0.22993649463862362,4618,0
116,0,0.22962853166376895,8290,0
93,0,0.22958836258009227,9578,0
33,0,0.22709787939213721,15991,0
22,0,0.22577229963080628,17658,0
11,0,0.2249153591790368,21606,0
61,0,0.22296046377343767,12478,0
87,1,0.22022999270020444,9693,1
8,0,0.21984066494121438,26218,0
362,0,0.21717991778773008,1953,0
105,0,0.2140065601772712,8875,0
247,0,0.2123997968302034,4037,0
82,0,0.21231945866285004,10061,0
62,0,0.21126167279269709,12417,0
58,0,0.2109403201232835,12558,0
54,0,0.2102708353953386,12924,0
104,0,0.20854356479724073,8890,0
14,0,0.2080749254876793,19364,0
346,0,0.20592298672743314,2099,0
5,0,0.20345548086485943,26397,0
15,0,0.20247803316205987,19172,0
279,0,0.19942898486636754,3300,0
128,0,0.19763476579547518,7674,0
201,0,0.19625562725590867,5317,0
69,0,0.19483631963266546,11713,0
123,0,0.19415344521016165,8138,0
147,0,0.1928546448379485,6602,0
17,0,0.19122110210176294,18715,0
37,0,0.19049805859558244,15428,0
140,0,0.18427565268943125,6975,0
2,0,0.1811118827097948,26946,0
202,0,0.18044620004558634,5285,0
146,0,0.17993739165234823,6636,0
240,0,0.17961603898293466,4231,0
36,0,0.1792946863135211,15525,0
80,0,0.17891977486587196,10457,0
96,0,0.17668369587453597,9377,0
18,0,0.17660335770718258,18679,0
51,0,0.1763757328996813,13570,0
173,1,0.17470304769660103,6005,1
25,0,0.1741262642137864,17105,0
38,0,0.17372457337701946,15213,0
59,0,0.17320237528922244,12517,0
39,0,0.17151527377480125,15092,0
12,0,0.1711135829380343,20445,0
27,0,0.17035037034817713,16827,0
3,0,0.1696808856202322,26931,0
43,0,0.16875699669566824,14593,0
290,1,0.16842708301221423,3084,1
10,0,0.16724396121051274,23848,0
267,0,0.1643421995549683,3563,0
254,1,0.1641289910588079,3786,1
155,0,0.16324424460113865,6458,0
252,0,0.16250781140039924,3820,0
238,1,0.1620669780967376,4258,1
164,0,0.1612090110281861,6226,0
55,0,0.16083409958053696,12790,0
