iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4356.446755743722,0.0,4356.446755743989,4356.446755743989,[0.00113075 0.00516507 0.01020393]
1,4356.0946962465905,0.0,4356.094696246966,4356.094696246966,[0.00107179 0.00671145 0.01124434]
2,4355.748403249299,0.0,4355.748403249241,4355.748403249241,[0.00101293 0.00824558 0.0122755 ]
3,4355.407777689135,0.0,4355.407777689375,4355.407777689375,[0.00095418 0.00976756 0.0132975 ]
4,4355.072722313014,0.0,4355.072722313012,4355.072722313012,[0.00089552 0.01127752 0.0143104 ]
5,4354.743141641751,0.0,4354.743141641923,4354.743141641923,[0.00083697 0.01277554 0.01531431]
6,4354.418941935079,0.0,4354.418941934848,4354.418941934848,[0.00077852 0.01426174 0.0163093 ]
7,4354.100031157466,0.0,4354.100031157549,4354.100031157549,[0.00072017 0.01573622 0.01729546]
8,4353.786318944633,0.0,4353.786318944318,4353.786318944318,[0.00066192 0.01719909 0.01827286]
9,4353.477716570826,0.0,4353.477716571159,4353.477716571159,[0.00060377 0.01865044 0.0192416 ]
10,4353.174136916735,0.0,4353.174136916496,4353.174136916496,[0.00054573 0.02009037 0.02020174]
11,4352.875494438175,0.0,4352.875494438182,4352.875494438182,[0.00048779 0.021519   0.02115337]
12,4352.581705135401,0.0,4352.581705135231,4352.581705135231,[0.00042995 0.02293641 0.02209656]
13,4352.292686523042,0.0,4352.29268652342,4352.29268652342,[0.00037222 0.0243427  0.0230314 ]
14,4352.008357600757,0.0,4352.008357601028,4352.008357601028,[0.00031459 0.02573797 0.02395796]
15,4351.728638824428,0.0,4351.728638824122,4351.728638824122,[0.00025706 0.02712232 0.02487632]
16,4351.4534520780235,0.0,4351.453452078157,4351.453452078157,[0.00019964 0.02849583 0.02578654]
17,4351.182720646038,0.0,4351.182720646103,4351.182720646103,[0.00014232 0.02985861 0.02668872]
18,4350.916369186491,0.0,4350.916369186268,4350.916369186268,[8.51026124e-05 3.12107477e-02 2.75829098e-02]
19,4350.654323704535,0.0,4350.654323704555,4350.654323704555,[2.79899157e-05 3.25523328e-02 2.84691955e-02]
20,4350.396511526582,0.0,4350.396511526796,4350.396511526796,[-2.90189155e-05  3.38834575e-02  2.93476461e-02]
21,4350.14286127499,0.0,4350.142861274727,4350.142861274727,[-8.59237905e-05  3.52042121e-02  3.02183331e-02]
22,4349.893302843271,0.0,4349.893302843552,4349.893302843552,[-0.00014272  0.03651469  0.03108133]
23,4349.647767371829,0.0,4349.647767371535,4349.647767371535,[-0.00019942  0.03781497  0.0319367 ]
24,4349.406187224175,0.0,4349.406187224024,4349.406187224024,[-0.00025601  0.03910514  0.03278452]
25,4349.1684959636605,0.0,4349.1684959634,4349.1684959634,[-0.0003125   0.0403853   0.03362485]
26,4348.934628330695,0.0,4348.934628330572,4348.934628330572,[-0.00036889  0.04165552  0.03445777]
27,4348.704520220408,0.0,4348.704520220578,4348.704520220578,[-0.00042517  0.0429159   0.03528333]
28,4348.478108660793,0.0,4348.47810866086,4348.47810866086,[-0.00048134  0.04416651  0.03610162]
29,4348.2553317913025,0.0,4348.255331791156,4348.255331791156,[-0.00053741  0.04540745  0.03691269]
30,4348.036128841871,0.0,4348.036128841532,4348.036128841532,[-0.00059338  0.04663878  0.0377166 ]
31,4347.820440112368,0.0,4347.820440112611,4347.820440112611,[-0.00064924  0.0478606   0.03851343]
32,4347.608206952478,0.0,4347.608206952558,4347.608206952558,[-0.000705    0.04907298  0.03930324]
33,4347.3993717420035,0.0,4347.399371742348,4347.399371742348,[-0.00076065  0.05027601  0.04008609]
34,4347.193877871517,0.0,4347.193877871542,4347.193877871542,[-0.0008162   0.05146976  0.04086204]
35,4346.991669723491,0.0,4346.991669723661,4346.991669723661,[-0.00087164  0.05265431  0.04163116]
36,4346.792692653724,0.0,4346.792692653398,4346.792692653398,[-0.00092698  0.05382974  0.04239351]
37,4346.596892973195,0.0,4346.596892972702,4346.596892972702,[-0.00098221  0.05499613  0.04314914]
38,4346.404218045063,8.33516666863015e-05,4352.405538046619,4346.404218045205,[-0.00096093  0.05613838  0.04392294]
39,4346.214936939616,7.697746718826235e-05,4351.757314576784,4346.214936939229,[-0.0009455   0.05727295  0.04468805]
40,4346.028666387412,8.035739871610167e-05,4351.814399094823,4346.028666387264,[-0.00092697  0.05839813  0.04544746]
41,4345.8453938588555,7.8934927790287e-05,4351.528708659477,4345.845393858576,[-0.00090975  0.05951487  0.04619979]
42,4345.665050498517,7.986847274555351e-05,4351.415580535997,4345.665050498317,[-0.00089167  0.06062281  0.0469458 ]
43,4345.4875972896925,7.963887298915377e-05,4351.221596145231,4345.487597290012,[-0.0008738   0.06172224  0.0476852 ]
44,4345.312981410459,7.99758047532157e-05,4351.07123935235,4345.3129814101185,[-0.00085562  0.06281313  0.04841822]
45,4345.141158267306,8.002947152756853e-05,4350.903280217499,4345.141158267514,[-0.00083739  0.0638956   0.04914484]
46,4344.972080353795,8.021737019622192e-05,4350.747731007952,4344.972080353824,[-0.00081899  0.06496969  0.04986514]
47,4344.805702841547,8.03345482004727e-05,4350.589790311917,4344.805702841482,[-0.00080048  0.0660355   0.05057917]
48,4344.64198074491,8.048169317912063e-05,4350.436662654101,4344.641980745205,[-0.00078183  0.06709308  0.05128699]
49,4344.480870323938,8.060945436453887e-05,4350.284751038495,4344.480870324249,[-0.00076307  0.06814251  0.05198866]
50,4344.32232835896,8.07421137571314e-05,4350.13576054966,4344.322328359146,[-0.00074419  0.06918385  0.05268421]
51,4344.166312493338,8.086782584262181e-05,4349.988795954374,4344.166312493705,[-0.00072519  0.07021717  0.05337372]
52,4344.012781041369,8.099246507530748e-05,4349.844238527094,4344.012781041672,[-0.00070608  0.07124255  0.05405722]
53,4343.86169306429,8.111321568413956e-05,4349.701844593918,4343.86169306466,[-0.00068685  0.07226004  0.05473478]
54,4343.713008312636,8.123152153090762e-05,4349.561677862701,4343.713008312476,[-0.00066752  0.07326971  0.05540645]
55,4343.566687235733,8.134673797325481e-05,4349.4236523695845,4343.5666872355105,[-0.00064808  0.07427163  0.05607227]
56,4343.422690958061,8.14592429932517e-05,4349.287756453928,4343.422690958413,[-0.00062854  0.07526587  0.05673231]
57,4343.280981272506,8.156891286422222e-05,4349.153942998909,4343.280981272685,[-0.0006089   0.07625248  0.0573866 ]
58,4343.141520625538,8.16758688393295e-05,4349.022183182285,4343.1415206258525,[-0.00058916  0.07723153  0.0580352 ]
59,4343.004272106793,8.178011148391416e-05,4348.89244013372,4343.0042721068785,[-0.00056932  0.07820309  0.05867815]
60,4342.869199436782,8.188169971199853e-05,4348.764681815905,4342.869199436641,[-0.0005494   0.07916722  0.05931552]
61,4342.736266955868,8.198066315872449e-05,4348.638874702914,4342.736266955486,[-0.00052938  0.08012397  0.05994734]
62,4342.605439612955,8.207704505977509e-05,4348.514986857267,4342.605439612963,[-0.00050927  0.08107342  0.06057367]
63,4342.4766829546425,8.217088128675777e-05,4348.392986407364,4342.476682954718,[-0.00048907  0.08201561  0.06119455]
64,4342.349963114437,8.226221060106127e-05,4348.272842277531,4342.349963114254,[-0.0004688   0.08295062  0.06181002]
65,4342.225246802289,8.235106964422413e-05,4348.154523816828,4342.225246802444,[-0.00044844  0.0838785   0.06242015]
66,4342.102501294228,8.243749539680028e-05,4348.038000963051,4342.102501294481,[-0.000428    0.0847993   0.06302497]
67,4341.981694422277,8.25215239789297e-05,4347.923244149032,4341.9816944225495,[-0.00040748  0.0857131   0.06362452]
68,4341.8627945644985,8.260319124213877e-05,4347.810224334208,4341.862794564774,[-0.00038689  0.08661994  0.06421886]
69,4341.745770635269,8.268253248749685e-05,4347.6989129741705,4341.745770635071,[-0.00036623  0.08751989  0.06480803]
70,4341.630592075717,8.275958260783737e-05,4347.589282023034,4341.630592075269,[-0.00034549  0.088413    0.06539208]
71,4341.517228844355,8.28343760253884e-05,4347.481303917834,4341.517228844006,[-0.00032469  0.08929933  0.06597104]
72,4341.405651407873,8.290694672437489e-05,4347.374951572108,4341.405651407953,[-0.00030382  0.09017892  0.06654497]
73,4341.295830732122,8.29773282488924e-05,4347.27019836605,4341.29583073213,[-0.00028289  0.09105185  0.0671139 ]
74,4341.187738273264,8.304555370078088e-05,4347.167018139493,4341.187738273036,[-0.00026189  0.09191817  0.06767788]
75,4341.081345969076,8.311165575427203e-05,4347.065385183042,4341.081345968734,[-0.00024083  0.09277792  0.06823696]
76,4340.976626230438,8.317566665079186e-05,4346.965274229233,4340.976626230376,[-0.00021972  0.09363116  0.06879116]
77,4340.87355193296,8.323761820746558e-05,4346.866660443556,4340.873551932618,[-0.00019855  0.09447795  0.06934055]
78,4340.772096408789,8.329754182515004e-05,4346.769519420275,4340.772096408864,[-0.00017732  0.09531833  0.06988515]
79,4340.6722334385395,8.33554684808738e-05,4346.6738271693075,4340.672233438685,[-0.00015604  0.09615237  0.07042502]
80,4340.573937243409,8.341142874697318e-05,4346.579560113244,4340.573937243462,[-0.0001347   0.09698011  0.07096018]
81,4340.477182477416,8.346545278329611e-05,4346.486695078142,4340.4771824777445,[-0.00011332  0.09780161  0.07149069]
82,4340.381944219786,8.351757034877826e-05,4346.395209284701,4340.381944219589,[-9.18929430e-05  9.86169077e-02  7.20165740e-02]
83,4340.288197967497,8.356781080120677e-05,4346.3050803454025,4340.288197967716,[-7.04171556e-05  9.94260643e-02  7.25378812e-02]
84,4340.195919627936,8.361620310501643e-05,4346.216286251133,4340.195919627572,[-4.88969666e-05  1.00229127e-01  7.30546488e-02]
85,4340.105085511717,8.366277583294343e-05,4346.128805371805,4340.105085511834,[-2.73340455e-05  1.01026146e-01  7.35669157e-02]
86,4340.015672325617,8.370755717240406e-05,4346.042616441917,4340.015672325504,[-5.73003613e-06  1.01817169e-01  7.40747207e-02]
87,4339.927657165649,8.375057492620338e-05,4345.957698560307,4339.92765716562,[1.59134435e-05 1.02602247e-01 7.45781022e-02]
88,4339.84101751026,8.379185652363896e-05,4345.874031179979,4339.841017510277,[3.75948004e-05 1.03381426e-01 7.50770981e-02]
89,4339.75573121366,8.383142901483085e-05,4345.791594103042,4339.755731213974,[5.93124663e-05 1.04154756e-01 7.55717462e-02]
90,4339.671776499263,8.3869319085369e-05,4345.710367473161,4339.671776499014,[8.10648977e-05 1.04922283e-01 7.60620838e-02]
91,4339.589131953269,8.390555305371448e-05,4345.630331773388,4339.58913195352,[1.02850575e-04 1.05684055e-01 7.65481479e-02]
92,4339.507776518334,8.394015687639698e-05,4345.55146781352,4339.507776518419,[0.00012467 0.10644012 0.07702998]
93,4339.427689487393,8.397315615486594e-05,4345.47375673092,4339.42768948777,[0.00014652 0.10719052 0.0775076 ]
94,4339.348850497559,8.400457613856182e-05,4345.39717997927,4339.348850497294,[0.00016839 0.1079353  0.07798106]
95,4339.271239524172,8.40344417260973e-05,4345.321719328896,4339.271239524616,[0.0001903  0.10867451 0.0784504 ]
96,4339.194836874909,8.406277747305348e-05,4345.247356852564,4339.194836874504,[0.00021223 0.1094082  0.07891564]
97,4339.119623184059,8.40896075967048e-05,4345.174074930718,4339.119623183756,[0.00023418 0.1101364  0.07937682]
98,4339.045579406853,8.411495597436536e-05,4345.1018562366135,4339.045579406459,[0.00025616 0.11085917 0.07983398]
99,4338.972686813931,8.413884615638247e-05,4345.030683737234,4338.972686813974,[0.00027816 0.11157654 0.08028715]
100,4338.90092698588,8.416130136046677e-05,4344.960540683603,4338.900926985649,[0.00030018 0.11228857 0.08073636]
101,4338.830281807906,8.418234448374082e-05,4344.891410610406,4338.830281807576,[0.00032222 0.11299528 0.08118166]
102,4338.7607334645745,8.420199810203039e-05,4344.823277328055,4338.760733464709,[0.00034428 0.11369673 0.08162306]
103,4338.692264434658,8.422028447529811e-05,4344.756124916703,4338.692264434481,[0.00036635 0.11439296 0.08206061]
104,4338.624857486064,8.423722555284097e-05,4344.689937725611,4338.624857485806,[0.00038844 0.11508401 0.08249434]
105,4338.558495670899,8.425284297329028e-05,4344.624700365204,4338.558495671127,[0.00041054 0.11576992 0.08292428]
106,4338.49316232055,8.42671580745341e-05,4344.560397701595,4338.493162320229,[0.00043266 0.11645073 0.08335047]
107,4338.428841040917,8.428019189135475e-05,4344.49701485706,4338.428841040883,[0.00045479 0.11712648 0.08377293]
108,4338.365515707698,8.429196516298871e-05,4344.4345371993295,4338.365515707595,[0.00047693 0.11779722 0.0841917 ]
109,4338.30317046179,8.430249833737914e-05,4344.372950342142,4338.303170461851,[0.00049908 0.11846298 0.0846068 ]
110,4338.241789704717,8.431181156999458e-05,4344.312240137474,4338.241789704434,[0.00052124 0.1191238  0.08501828]
111,4338.181358094198,8.431992473516888e-05,4344.252392674922,4338.18135809399,[0.00054341 0.11977973 0.08542616]
112,4338.121860539778,8.43268574232662e-05,4344.193394274605,4338.12186054013,[0.00056558 0.1204308  0.08583047]
113,4338.063282198507,8.433262894776844e-05,4344.135231482687,4338.063282198448,[0.00058776 0.12107705 0.08623124]
114,4338.005608470753,8.433725834645651e-05,4344.077891071994,4338.005608471049,[0.00060994 0.12171852 0.08662851]
115,4337.948824996019,8.434076438873397e-05,4344.021360031968,4337.948824995979,[0.00063212 0.12235524 0.0870223 ]
116,4337.892917648909,8.434316557491832e-05,4343.965625570622,4337.892917649228,[0.00065431 0.12298726 0.08741264]
117,4337.837872535107,8.434448014167466e-05,4343.910675105359,4337.837872535158,[0.0006765  0.12361461 0.08779956]
118,4337.7836759874635,8.43447260683944e-05,4343.856496264736,4337.783675987812,[0.00069869 0.12423733 0.08818309]
119,4337.730314562135,8.434392107412405e-05,4343.80307687964,4337.730314562303,[0.00072087 0.12485546 0.08856326]
120,4337.67777503479,8.43420826260701e-05,4343.750404983936,4337.677775034859,[0.00074306 0.12546903 0.0889401 ]
121,4337.626044396906,8.433922794408777e-05,4343.698468809077,4337.626044397102,[0.00076524 0.12607808 0.08931363]
122,4337.575109852098,8.433537399571975e-05,4343.647256779282,4337.57510985159,[0.00078742 0.12668264 0.08968389]
123,4337.524958812537,8.433053751107989e-05,4343.596757513385,4337.524958812587,[0.0008096  0.12728275 0.09005091]
124,4337.475578895424,8.432473497694691e-05,4343.546959813392,4337.475578895052,[0.00083177 0.12787845 0.0904147 ]
125,4337.426957919529,8.431798264526939e-05,4343.497852670189,4337.42695791973,[0.00085393 0.12846976 0.0907753 ]
126,4337.379083901784,8.4310296532457e-05,4343.449425252213,4337.379083901876,[0.00087609 0.12905673 0.09113273]
127,4337.331945053939,8.43016924264679e-05,4343.401666908646,4337.33194505394,[0.00089824 0.12963939 0.09148702]
128,4337.2855297793,8.429218588657254e-05,4343.354567162778,4337.285529778945,[0.00092038 0.13021777 0.09183821]
129,4337.239826669465,8.428179224949611e-05,4343.308115711545,4337.239826669581,[0.00094251 0.13079191 0.0921863 ]
130,4337.194824501196,8.427052662800098e-05,4343.262302418395,4337.194824501179,[0.00096463 0.13136184 0.09253134]
131,4337.150512233278,8.425840392222664e-05,4343.217117315754,4337.150512233354,[0.00098674 0.13192758 0.09287335]
