doc_id,Gender,judgement,GT_score,Inferred_Gender
26,0,0.4131572979155145,15331,1
55,0,0.3303723574151165,11722,0
1,0,0.2994273266591831,36928,0
40,0,0.2954708919196045,12859,0
12,0,0.2938032224895939,20039,0
15,0,0.2617800118598836,19364,1
22,0,0.2857800860829136,16724,0
2,0,0.2614994686150158,33953,1
13,0,0.2842794897134222,19927,0
94,0,0.2546301115111303,7895,1
47,0,0.2837057322780285,12478,0
3,0,0.2463516316692549,26931,1
8,0,0.2772619949266829,21606,0
16,0,0.2463421639804222,18715,1
9,0,0.2732646282565919,21247,0
82,0,0.2422281238691571,8875,1
5,0,0.2522310792740393,23757,0
68,0,0.2407369951884984,10399,1
23,0,0.2500053845294748,16589,0
18,0,0.233851905963773,17490,1
36,0,0.23311107546786,13770,0
45,0,0.2261818510557966,12535,1
30,0,0.2323607772831142,14708,0
107,1,0.225070199183242,7380,1
142,0,0.2319099577209017,5242,0
80,0,0.2160402256568932,9002,1
21,0,0.2283003400480198,16784,0
31,0,0.2153340626594855,14508,1
20,0,0.2222632870715488,16933,0
25,0,0.214662567160583,15525,1
130,0,0.2219448730713502,5936,0
172,0,0.2133731790389488,4326,1
66,0,0.2158983524060466,10457,0
77,0,0.2078752159993663,9623,1
11,0,0.2156871441581893,20049,0
144,0,0.2058891325691571,5170,1
43,0,0.2146720348494157,12670,0
109,0,0.2030203453921882,7309,1
4,0,0.2130579682955757,26710,0
24,0,0.2022353797089372,16479,1
48,0,0.2124116726063459,12405,0
14,0,0.200161025904052,19760,1
87,0,0.2119356532344608,8520,0
33,0,0.1982190776611808,13980,1
29,0,0.2118473828597848,14970,0
280,0,0.1978817282833168,2099,1
76,0,0.2085372438094361,9743,0
265,0,0.1925161708057482,2311,1
6,0,0.2050253642000628,23149,0
222,0,0.2031432832653695,3048,0
846,0,0.1921726990775208,6,1
83,0,0.2026672638934843,8794,0
73,0,0.1913339884364554,9988,1
138,0,0.1978123932863062,5490,0
10,0,0.1872830188901937,20497,1
7,0,0.1977083907907903,21791,0
70,0,0.1861701715179114,10266,1
160,0,0.1942027756134243,4699,0
105,0,0.1852874677711517,7451,1
115,0,0.1938843616132257,6837,0
180,0,0.1847925130216012,4023,1
50,0,0.1914222588111314,12242,0
91,0,0.182021463908141,8126,1
110,0,0.1912015828744415,7303,0
59,0,0.181059957475538,11422,1
64,0,0.1900982031909919,10640,0
34,0,0.1753759859977709,13910,1
44,0,0.189612716130274,12651,0
182,0,0.1722675875064467,3940,1
42,0,0.1885093364468245,12713,0
141,0,0.1707669911369553,5243,1
39,0,0.1867092614547999,13198,0
205,0,0.1690898540181119,3449,1
84,0,0.1815013093489179,8695,0
195,0,0.1679423391473244,3615,1
19,0,0.1805744704148202,17120,0
126,1,0.1639177649104628,6184,1
93,0,0.1791180092326668,7897,0
157,0,0.1609784472367557,4722,1
32,0,0.1770877906151196,14192,0
190,0,0.1594337156799263,3726,1
85,0,0.1756754646203041,8616,0
41,0,0.1583492713741421,12809,1
239,0,0.1734592375645723,2721,0
229,0,0.1582420656218008,2866,1
161,0,0.1723306580714501,4663,0
170,0,0.1579867221866056,4368,1
51,0,0.169991493142537,12081,0
163,0,0.1575359026243931,4637,1
95,0,0.1697613495170144,7859,0
117,1,0.1565030534376816,6811,1
219,0,0.1686043669573941,3119,0
850,0,0.1546577898402353,6,1
116,0,0.1636265584770347,6812,0
37,0,0.1546419156377516,13757,1
88,0,0.1635824232896967,8231,0
140,0,0.1617728806088395,5263,0
53,0,0.1542100314532044,11947,1
56,0,0.1591342370573931,11529,0
137,0,0.1527441025822183,5559,1
17,0,0.156274917569257,18327,0
232,0,0.1524508883916923,2829,1
96,0,0.1557452953212011,7845,0
52,0,0.1523027507088385,11972,1
97,0,0.1548972590729468,7818,0
27,0,0.1521356776483192,15291,1
136,0,0.1546765831362569,5582,0
167,1,0.1465726362866355,4434,1
189,0,0.1525580941440337,3740,0
100,0,0.1451969855474232,7716,1
61,0,0.1521703451468245,11136,0
89,0,0.1448344363598866,8203,1
103,0,0.1507926866505143,7490,0
35,0,0.1443678846768342,13892,1
214,0,0.1501653263389499,3294,0
147,0,0.1436522539905938,5094,1
132,0,0.1485071245977719,5874,0
148,0,0.1422745954942836,4967,1
123,0,0.1468646549774339,6256,0
159,1,0.1404567806243212,4716,1
177,0,0.1467763846027579,4093,0
79,0,0.1397683575048513,9122,1
54,0,0.1467511847930853,11890,0
210,0,0.138743780507245,3326,1
134,0,0.1456288697319703,5757,0
202,1,0.1385841673784605,3500,1
81,0,0.1436081188032558,8879,0
