Total Calls,Percent Unidentifiable,Accuracy Excluding Unidentifiable Results,Accuracy Including Unidentifiable Results,Percent of Females Unidentified,Percent of Males Unidentified,Overall Accuracy
5226,0.16169154228855723,0.9831088792513125,0.8241484883275928,0.5337278106508876,0.4662721893491124,0.9104477611940298
