Total Calls,Percent Unidentifiable,Accuracy Excluding Unidentifiable Results,Accuracy Including Unidentifiable Results,Percent of Females Unidentified,Percent of Males Unidentified,Overall Accuracy
5226,0.009184845005740528,0.9656237929702588,0.9567546880979717,0.4375,0.5625,0.9607730577879832
