iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,21061.438198723434,0.0,21061.438198716984,21061.438198716984,"[0.00165198 0.00501482 0.00128307 0.00587488 0.00815717 0.00074319
 0.00621533 0.00059174]"
1,21061.378482367647,0.0,21061.37848236567,21061.37848236567,"[0.00124862 0.004362   0.00128308 0.00587489 0.00815717 0.0007432
 0.00621533 0.00059175]"
2,21061.319869070387,0.00026753692114822136,21195.088329635968,21061.319869061856,"[0.00260156 0.00219878 0.00141144 0.00600325 0.00828553 0.00087156
 0.00634369 0.00072011]"
3,21061.238763584133,0.0,21061.23876358826,21061.23876358826,"[0.00218835 0.00158394 0.00141145 0.00600326 0.00828554 0.00087156
 0.00634369 0.00072011]"
4,21061.18413186876,0.0,21061.18413186572,21061.18413186572,"[0.00177625 0.00097632 0.00141147 0.00600327 0.00828554 0.00087157
 0.0063437  0.00072011]"
5,21061.13046882191,0.0,21061.130468815318,21061.130468815318,"[0.00136527 0.00037583 0.00141149 0.00600328 0.00828555 0.00087157
 0.0063437  0.00072012]"
6,21061.07775346005,0.0,21061.077753462218,21061.077753462218,"[ 0.00095541 -0.00021762  0.00141151  0.00600328  0.00828556  0.00087158
  0.00634371  0.00072012]"
7,21061.025965310757,0.0,21061.025965314577,21061.025965314577,"[ 0.00054667 -0.00080413  0.00141152  0.00600329  0.00828556  0.00087158
  0.00634371  0.00072012]"
8,21060.97508439939,0.0,21060.97508439803,21060.97508439803,"[ 0.00013907 -0.00138377  0.00141154  0.0060033   0.00828557  0.00087158
  0.00634372  0.00072013]"
9,21060.925091236386,0.0,21060.925091235065,21060.925091235065,"[-0.00026739 -0.00195664  0.00141156  0.00600331  0.00828557  0.00087159
  0.00634372  0.00072013]"
10,21060.875966804713,0.0,21060.87596679726,21060.87596679726,"[-0.00067271 -0.00252282  0.00141158  0.00600332  0.00828558  0.00087159
  0.00634372  0.00072013]"
11,21060.827692547795,0.0,21060.82769254076,21060.82769254076,"[-0.00107688 -0.0030824   0.00141159  0.00600333  0.00828559  0.0008716
  0.00634373  0.00072014]"
