q_id,doc_id,InferredGender,Gender,Full Name,Age,5K,10K,15K,20K,Half,30K,Official Time
1,31,1,0,Jordan H Kurtz,21,0.000890472,0.000445831,0.000297354,0.000223214,0.000211775,0.000148434,0.00010563
1,32,1,0,Emmett Saulnier,21,0.000888099,0.000447227,0.000297974,0.000223564,0.000212224,0.000148544,0.000105585
1,33,1,0,Bradley Alban,28,0.000894454,0.000447628,0.000298686,0.000224467,0.000212857,0.000149522,0.000105574
1,34,1,0,Uli Steidl,45,0.001,0.000491884,0.000322893,0.000238039,0.000225124,0.000154226,0.000105419
1,35,1,0,Marty Mccormick,36,0.000910747,0.000456413,0.000304229,0.000227118,0.000215285,0.000149858,0.000105219
1,36,1,1,Lauren Philbrook,29,0.000897666,0.000450045,0.00030003,0.00022477,0.000213083,0.000148876,0.000104954
1,37,0,0,Nicholas Graves,21,0.000915751,0.000461255,0.00030722,0.000229621,0.00021777,0.000151676,0.000104855
1,38,0,0,Paul J Piper,35,0.000935454,0.000467727,0.000311624,0.000232883,0.000220507,0.000149477,0.000104679
1,39,1,0,Aaron J Heun,33,0.00087108,0.000446229,0.000298597,0.000224065,0.000212585,0.000149054,0.000104471
1,40,0,0,James L Miller,25,0.000894454,0.000447628,0.000298686,0.000224467,0.000212857,0.000148943,0.00010446
1,41,1,0,Cory Irwin,27,0.00088574,0.00044964,0.000301659,0.000226296,0.000214592,0.000149499,0.000104199
1,42,1,0,Ryan S Sloan,29,0.000919963,0.000460193,0.000307787,0.000231214,0.000219346,0.000152416,0.000104134
1,43,0,0,Jon Lindenauer,29,0.000938086,0.000468823,0.000310078,0.000229991,0.00021796,0.000150444,0.000103983
1,44,0,0,Eoin Craigie,38,0.000925926,0.000458926,0.000304229,0.000227015,0.000215193,0.000149076,0.000103961
1,45,0,0,William F Guzick,28,0.000933707,0.000465983,0.000309981,0.000231321,0.000219058,0.000149925,0.000103702
1,46,0,0,Patrick Caron,19,0.000902527,0.000453104,0.000300933,0.000224517,0.000212721,0.000147059,0.000103681
1,47,0,0,Miguel Angel Sr. Cifuentes Fetiva,38,0.000925926,0.000460829,0.000304692,0.000226449,0.000214546,0.000147907,0.00010367
1,48,0,0,Stephen Curley,24,0.00088574,0.000443459,0.000296912,0.000223564,0.000212224,0.000148368,0.000103584
1,49,0,0,Wouter Hoogkamer,35,0.000914077,0.000459559,0.000304692,0.000227583,0.00021575,0.00014979,0.000103488
1,50,0,0,Stan Chaisson,34,0.00090009,0.000447628,0.000297974,0.000223115,0.000211685,0.000148258,0.000103359
1,51,1,0,Daniel Dolney,34,0.000892061,0.000447427,0.000296296,0.000220946,0.000209512,0.0001459,0.000103199
1,52,1,0,Micah J Aldrich,27,0.000823045,0.000419815,0.000284738,0.000214915,0.00020429,0.000145054,0.000102859
1,53,1,1,Hilary Corno,41,0.000878735,0.00043956,0.000292997,0.000218866,0.000207512,0.000145117,0.000102712
1,54,0,0,Matthew Seifert,30,0.000875657,0.000434783,0.000288684,0.000216403,0.000205255,0.000144425,0.00010269
1,55,0,0,Harrison Sullivan,23,0.000846024,0.000424268,0.000283286,0.000213038,0.000202102,0.00014339,0.000102627
1,56,0,0,Jason T. Reilly,34,0.000900901,0.000452284,0.000301386,0.000225073,0.000213311,0.000147623,0.000102428
1,57,1,0,Christopher Bain,39,0.000881834,0.000441306,0.000294551,0.000220556,0.000209205,0.000146071,0.000102291
1,58,1,0,Van IV Mccarty,46,0.000893655,0.000448229,0.000298597,0.000223065,0.000211372,0.000145666,0.000102114
1,59,1,0,Michael J Thielman,26,0.00096432,0.000479386,0.000316656,0.000234357,0.000221779,0.000149903,0.00010203
1,60,0,0,Matthew J. Paullin,35,0.000888889,0.000440723,0.000291886,0.000217912,0.000206398,0.000143719,0.000101926
1,61,1,0,Isaiah L Bragg,25,0.000938086,0.000468165,0.000310366,0.000230521,0.000218341,0.000150625,0.000101709
1,62,0,0,Reynaldo Lazo,35,0.000864304,0.00043122,0.000287853,0.000216216,0.000205128,0.000143658,0.000101688
1,63,1,0,Tyler Ames,26,0.00088574,0.00044964,0.000301477,0.000226193,0.000214546,0.000149611,0.000101667
1,64,0,0,Esteban Zuniga Ruiz,31,0.000864304,0.000431593,0.000287853,0.000215796,0.000204625,0.000142837,0.000101368
1,65,1,0,Terry Davidson,45,0.000896861,0.000447427,0.000297708,0.000222222,0.000210704,0.000146263,0.000101348
1,66,1,0,Luke M Wieker,27,0.000898473,0.000448833,0.000298864,0.000221828,0.00021004,0.000144697,0.000101317
1,67,1,0,Justin Krebs,42,0.000908265,0.00045977,0.000308071,0.000230521,0.000218723,0.00015163,0.000101297
1,68,1,0,Clark Selters,26,0.000875657,0.0004329,0.0002886,0.000216029,0.000204834,0.000143616,0.000101276
1,69,0,0,Zack Jordan,23,0.000914077,0.000455996,0.000303398,0.000227066,0.000215378,0.000146306,0.00010101
1,70,1,0,Daniel Widtfeldt,29,0.000877193,0.000441306,0.000294377,0.000220604,0.000209074,0.000145688,0.000100796
1,71,0,0,Fernando De Samaniego Steta,32,0.000859107,0.000429369,0.0002849,0.00021322,0.000202143,0.000141643,0.000100786
1,72,1,0,Bryn P. Reynolds,29,0.00088968,0.000442478,0.000294377,0.00022007,0.000208725,0.000145096,0.000100786
1,73,1,0,Morgan B. Scoville,34,0.000856164,0.000424989,0.000282885,0.000212314,0.000201329,0.000141443,0.000100766
1,74,0,0,Issam Krieche,47,0.000865052,0.000427899,0.000283768,0.000211909,0.000200924,0.000141044,0.000100664
1,75,0,0,Ian Vanderven,26,0.000884956,0.000447027,0.000297177,0.000221533,0.000209864,0.000144155,0.000100654
1,76,1,0,Jean-Baptiste Theard,35,0.000877963,0.000438789,0.000290867,0.000216685,0.000205339,0.000143143,0.000100654
1,77,1,1,Raquel Stucky,41,0.000881834,0.00043956,0.000292997,0.000218723,0.000207082,0.000144092,0.000100614
1,78,1,0,Preston Gardner,39,0.000884173,0.000440529,0.000291545,0.000217061,0.000205677,0.00014298,0.000100553
1,79,1,0,Jay Mullen,32,0.000848896,0.000426439,0.000284657,0.000213174,0.000202306,0.00014243,0.000100482
1,80,0,0,Carlos H Vizcarra,43,0.000838926,0.000417362,0.000277932,0.000208681,0.000197941,0.000139276,0.00010021
1,81,0,0,Matthew P Orlando,24,0.000825764,0.000413223,0.00027533,0.000207254,0.00019685,0.000139489,0.00010001
1,82,1,0,Alex J Ratliff,22,0.000860585,0.000432713,0.000288934,0.000215843,0.000204499,0.000142796,0.0001
1,83,0,0,Manuel A Gonzalez,27,0.000965251,0.000480769,0.000319489,0.00023912,0.000226706,0.000158103,9.99E-05
1,84,1,0,Jean-Marc Mac-Thiong,42,0.000896861,0.00044603,0.000296209,0.000220946,0.000209336,0.000145539,9.98E-05
1,85,0,0,William Hartje,24,0.000819001,0.000412712,0.000277085,0.000208464,0.000197863,0.000139489,9.98E-05
1,86,1,0,Drew T Nesbitt,32,0.000931099,0.000465116,0.000309119,0.000231803,0.000219925,0.000152788,9.97E-05
1,87,1,0,Dave R. Brown,27,0.000829876,0.000426076,0.00028777,0.000216826,0.000205719,0.000143885,9.96E-05
1,88,0,0,Mohd Syahidan Bin Alias,29,0.000963391,0.000481928,0.00032,0.000236574,0.000223115,0.000152161,9.96E-05
1,89,0,0,Hossein Baghdadi,38,0.000825764,0.000417711,0.000279252,0.00020938,0.000198491,0.000139704,9.95E-05
1,90,1,1,Nadine Gill,25,0.000880282,0.000436681,0.000289352,0.000215564,0.000204374,0.000142045,9.95E-05
1,91,1,0,Ben Gibbs,34,0.000858369,0.000429553,0.000285714,0.000213904,0.000202675,0.000140154,9.95E-05
1,92,1,0,Joe R. Viavattine,22,0.000838926,0.000423729,0.000282885,0.000211999,0.000201329,0.000141084,9.95E-05
1,93,1,0,Campbell Ilfrey,43,0.000892857,0.00044603,0.000296648,0.000221435,0.000209732,0.000145985,9.94E-05
1,94,1,1,Julianne Quinn,28,0.000856898,0.000431406,0.000288018,0.000215378,0.00020429,0.000142531,9.93E-05
1,95,0,0,Paul S. O'Callaghan,39,0.000925069,0.000455581,0.000300842,0.000222668,0.000210881,0.000144092,9.92E-05
1,96,0,0,Jeff Sadler,28,0.000956938,0.000479157,0.000318979,0.000238607,0.00022604,0.000152346,9.91E-05
1,97,0,0,Cesar Sr. Camara Ortiz,34,0.000892061,0.000440141,0.000290867,0.000215983,0.000204541,0.000141864,9.91E-05
1,98,1,0,Christopher G Valicka,33,0.000887311,0.000445633,0.000295247,0.000219587,0.000208073,0.000143308,9.89E-05
1,99,0,0,John L Scudder,40,0.000874891,0.00043535,0.000288684,0.000214362,0.000203046,0.000140528,9.89E-05
1,100,1,1,Nora Colligan,34,0.000835422,0.000417885,0.000278009,0.000207987,0.000197161,0.000138274,9.87E-05
1,101,0,0,Erik J Schrandt,20,0.000925926,0.000461467,0.000304044,0.00022553,0.000213447,0.000145773,9.86E-05
1,102,0,0,Noah McColl,29,0.000834028,0.0004158,0.000278396,0.00020803,0.000197044,0.000138427,9.86E-05
1,103,1,0,Harrell W Chesson,48,0.000831255,0.000423012,0.000281532,0.000210659,0.0001998,0.000140115,9.86E-05
1,104,1,0,Daniel O. Comite,28,0.000900901,0.00044964,0.000297796,0.00022168,0.000209864,0.000144092,9.86E-05
1,105,0,0,Nicholas Synan,26,0.000888099,0.000443459,0.000295334,0.00022119,0.000209864,0.000145666,9.86E-05
1,106,1,0,David J. Freeman,50,0.000907441,0.000451671,0.000299581,0.000223264,0.000211551,0.000146735,9.85E-05
1,107,1,0,Scott R Mckeel,27,0.000883392,0.000441501,0.000293169,0.000217817,0.000206186,0.000142328,9.85E-05
1,108,0,0,Will Swenson,45,0.00083682,0.000416146,0.000276932,0.000207512,0.000196812,0.000139063,9.85E-05
1,109,0,0,Alexander Looi,28,0.000913242,0.000457666,0.000305717,0.000227946,0.000215889,0.000146413,9.84E-05
1,110,0,0,Douglas Baasch,30,0.000841043,0.000419111,0.00027894,0.000208768,0.000198059,0.000138735,9.84E-05
1,111,1,0,Eric S Kosters,35,0.000841751,0.000419815,0.000279955,0.000209952,0.000199005,0.000139353,9.83E-05
1,112,1,0,Jake Schmitz,21,0.000853971,0.000423012,0.000280505,0.000209864,0.000199322,0.000139919,9.83E-05
1,113,0,0,Nolan Ripple,23,0.000859845,0.000428266,0.000283046,0.000210748,0.0002,0.000138773,9.83E-05
1,114,1,0,Recio Alvarez,37,0.000949668,0.000467727,0.000309215,0.000229727,0.00021777,0.000149925,9.83E-05
1,115,0,0,Louis J. Palma,35,0.000834725,0.000421941,0.000282805,0.000212947,0.00020202,0.000141024,9.82E-05
1,116,1,0,Clay T. Burnett,29,0.000817661,0.000411353,0.00027533,0.000206868,0.000196348,0.000138293,9.82E-05
1,117,1,0,Christopher Allen,28,0.000824402,0.000414594,0.000276702,0.000207254,0.000196696,0.000137855,9.81E-05
1,118,1,0,Alex Leon,41,0.000821693,0.000419287,0.00028169,0.000211461,0.000200361,0.000139919,9.80E-05
1,119,1,0,Kyle H. Bowling,33,0.000896057,0.000445434,0.000294638,0.000218962,0.000207512,0.000143266,9.80E-05
1,120,1,0,Brian Fagan,39,0.000852515,0.000424268,0.000282486,0.000211685,0.000200763,0.000140174,9.80E-05
1,121,0,0,Mark E Heerensperger,38,0.000833333,0.00041632,0.000278009,0.000207987,0.000197161,0.000138274,9.78E-05
1,122,1,0,Bradley T Rininger,39,0.000814996,0.000414938,0.000278707,0.00020938,0.00019861,0.000138831,9.76E-05
1,123,0,0,John R Kellner,35,0.000881834,0.000437063,0.000289101,0.000216029,0.000204666,0.000141985,9.76E-05
1,124,1,0,Brian Krusell,27,0.000856898,0.000429369,0.000285796,0.000213767,0.000201898,0.000140076,9.75E-05
1,125,1,0,Guillaume Roels,38,0.00088968,0.000440529,0.000289017,0.000213129,0.000201694,0.000139237,9.75E-05
1,126,0,0,Yuzo Aramaki,37,0.000861326,0.000428816,0.000283046,0.000210704,0.000199681,0.000138773,9.75E-05
1,127,1,0,Brent Shirley,31,0.000817661,0.000413052,0.000273523,0.00020517,0.000194628,0.000136556,9.74E-05
1,128,1,0,Eddie Stenger,26,0.00090009,0.000449236,0.000298775,0.000220994,0.000209205,0.000142592,9.74E-05
1,129,1,0,Maksim Anfimov,36,0.000910747,0.00044287,0.000290444,0.00021575,0.000204415,0.000141563,9.73E-05
1,130,0,0,Franklin Keathley,35,0.000861326,0.000427533,0.000283366,0.000211416,0.000200763,0.000139938,9.73E-05
1,131,0,0,Matthew Blunden,37,0.000999001,0.000489237,0.000316556,0.000229885,0.000216826,0.0001443,9.72E-05
1,132,0,0,Francois Gervaix,46,0.000848176,0.000422833,0.000280505,0.000209293,0.000198531,0.000138696,9.71E-05
1,133,1,0,Brent J Hardy,33,0.000796813,0.00040404,0.000272702,0.000206016,0.000195656,0.000137665,9.70E-05
1,134,1,0,Chih-Yuan Tsai,34,0.000855432,0.000426257,0.000279642,0.000208551,0.000197785,0.000137118,9.70E-05
1,135,0,0,Carlos Manuel M. Sr. Melendez,38,0.000862813,0.000430293,0.000284657,0.000211551,0.0002002,0.00013885,9.70E-05
1,136,1,1,Rachel Coogan,26,0.000865801,0.000427899,0.000283607,0.000211909,0.000200682,0.000138908,9.70E-05
1,137,1,0,Justin Grassmeyer,27,0.000814996,0.00040833,0.000271518,0.000203583,0.000193087,0.000135465,9.69E-05
1,138,1,0,Juan A Santos,32,0.000856898,0.000430663,0.000286615,0.000213904,0.00020284,0.000141064,9.69E-05
1,139,1,0,Jeremy C Scanlan,34,0.00083682,0.0004158,0.000276855,0.000207426,0.000196734,0.000137741,9.69E-05
1,140,1,1,Mallory E Anderson,25,0.000865052,0.000427533,0.000283688,0.00021164,0.000200481,0.000139024,9.68E-05
1,141,1,0,Ben Delia,34,0.000826446,0.000410846,0.000273075,0.000203874,0.00019305,0.0001353,9.67E-05
1,142,0,0,Donald W Mclaughlin,40,0.000809061,0.000405022,0.000268168,0.000200441,0.000190512,0.000134735,9.66E-05
1,143,0,0,Jonathan Bolha,35,0.000831255,0.000415282,0.000276625,0.000207168,0.000196889,0.000137608,9.66E-05
1,144,1,0,Steve Vesbach,29,0.000911577,0.000453309,0.000298151,0.000220167,0.000208117,0.000141383,9.66E-05
1,145,1,0,Satoshi Mitsumori,35,0.000827815,0.000417014,0.000279174,0.000209424,0.00019857,0.000137836,9.66E-05
1,146,0,0,Paul Landry,46,0.00086881,0.00043535,0.000287687,0.000213311,0.000202102,0.000139353,9.66E-05
1,147,1,0,Mike Caputo,26,0.000817661,0.000413052,0.000277162,0.000208247,0.000197433,0.000138026,9.65E-05
1,148,1,0,Eric C Loveland,27,0.000844595,0.000420875,0.000280269,0.000209468,0.000198531,0.000138639,9.65E-05
1,149,1,0,Christopher Chapruet,25,0.000829876,0.000417537,0.000280426,0.000211104,0.00020024,0.000138947,9.64E-05
1,150,1,0,Michael Ryan Deasey,28,0.000825764,0.000413052,0.00027571,0.00020496,0.000194742,0.000133851,9.64E-05
1,151,1,0,Brandyn Naro,30,0.000841043,0.000424809,0.000283206,0.000211416,0.00020028,0.000139198,9.64E-05
1,152,1,0,Aaron Becker,26,0.00085034,0.000416667,0.000276014,0.000205931,0.000195542,0.000137589,9.64E-05
1,153,0,0,Alexander R Perry,28,0.000808407,0.000403063,0.000268025,0.000200723,0.000190512,0.000133601,9.64E-05
1,154,1,0,Andrew Roach,39,0.00081103,0.00040783,0.000272554,0.000204207,0.000193686,0.000136017,9.64E-05
1,155,1,0,Shizhong Yang,35,0.000820345,0.000407332,0.000270343,0.000202429,0.000192049,0.000134953,9.63E-05
1,156,1,0,Christophe G. Wilhelm,51,0.000848176,0.000422833,0.000280505,0.000209249,0.000198373,0.000137836,9.63E-05
1,157,1,0,Reed C. Scott,22,0.0008285,0.000426621,0.000288684,0.000217581,0.000206186,0.000141004,9.63E-05
1,158,1,0,Andre Santiago,36,0.000834028,0.000418936,0.000279018,0.000208551,0.000197707,0.000138026,9.61E-05
1,159,0,0,Nestor Fernandez,28,0.000859107,0.000428816,0.000286041,0.000214638,0.000203625,0.000141884,9.61E-05
1,160,1,0,Andy Wright,28,0.000762195,0.000390016,0.000262605,0.000197941,0.000187793,0.000132908,9.61E-05
1,161,1,0,Christian Marx,33,0.000817661,0.00040783,0.000271665,0.000203749,0.000193349,0.000134971,9.60E-05
1,162,1,1,Christy L. Lovig,40,0.000855432,0.000426803,0.000283607,0.000211864,0.000200723,0.000139373,9.60E-05
1,163,1,0,Ryan Ellis,45,0.000821693,0.000412882,0.000275406,0.000206313,0.000195733,0.000136631,9.60E-05
1,164,1,0,Andy Highlander,29,0.000893655,0.000445831,0.000296472,0.000222025,0.000210659,0.000146864,9.60E-05
1,165,1,0,Sean-Patrick R. Oswald,28,0.000809061,0.000405022,0.000270636,0.000202963,0.000192456,0.000135373,9.60E-05
1,166,0,0,Manuel Cabral,42,0.00083682,0.000419463,0.000279018,0.000208203,0.000197511,0.000137855,9.60E-05
1,167,1,0,Robert Madej,48,0.000825764,0.000413394,0.000275482,0.000206654,0.000196002,0.000136818,9.59E-05
1,168,1,0,Ryohei Kawata,36,0.000794913,0.00039968,0.000267451,0.000201248,0.000190985,0.000134174,9.58E-05
1,169,1,1,Shannon Gress,31,0.00082713,0.000412031,0.000275103,0.000206143,0.000195427,0.000136575,9.57E-05
1,170,1,0,Shihan Wijeyeratne,23,0.000899281,0.000446429,0.000294811,0.000218245,0.000206526,0.000137608,9.57E-05
1,171,0,0,Will Vargas,42,0.000853971,0.000426076,0.000281849,0.000210926,0.00019984,0.000138619,9.57E-05
1,172,1,0,Alec Nevalainen,43,0.000831255,0.000415973,0.000276319,0.000206228,0.000195656,0.000136968,9.56E-05
1,173,1,0,Brian Temple,50,0.000838223,0.000417188,0.000276932,0.000206569,0.000195618,0.000135777,9.56E-05
1,174,1,0,Mathieu Marilly,33,0.000798722,0.000407166,0.000271739,0.000203293,0.000192864,0.000134481,9.56E-05
1,175,1,0,Christian J Hambrock,39,0.000829876,0.000417362,0.00027933,0.000209336,0.000198413,0.000138447,9.56E-05
1,176,1,0,Juerg Merkt,52,0.000859845,0.000423191,0.000282406,0.000210881,0.00019996,0.000138427,9.55E-05
1,177,0,0,Jacob Rosenberg-Wohl,24,0.000789889,0.00040016,0.000268025,0.000201126,0.000190913,0.0001343,9.54E-05
1,178,1,0,Christopher Clark,35,0.000834725,0.000421408,0.000280899,0.000209776,0.000199005,0.000137893,9.53E-05
1,179,0,0,Jorge A Rivas,37,0.000865052,0.000434594,0.000286615,0.00021363,0.000202552,0.00013986,9.53E-05
1,180,0,0,Will Rivera,46,0.000775795,0.000391236,0.000261849,0.000196657,0.000186532,0.000132135,9.53E-05
1,181,0,0,Jacob Hoerger,24,0.000852515,0.000424088,0.000282247,0.000211416,0.000200602,0.000139978,9.53E-05
1,182,1,0,Laurent White,37,0.000808407,0.000405186,0.000270197,0.000202306,0.000191939,0.000134553,9.53E-05
1,183,1,0,Zhenning Qin,39,0.000874891,0.000433651,0.000285959,0.000211775,0.000200602,0.000138332,9.52E-05
1,184,0,0,Nicholas Wendel,25,0.000757576,0.000386548,0.000257069,0.000196425,0.000187091,0.000134228,9.52E-05
1,185,1,0,Dustin Iacovone,29,0.000809717,0.000404367,0.000270709,0.000202634,0.000192197,0.000134789,9.52E-05
1,186,1,1,Kathryn M. Van Meter,29,0.000819001,0.000408998,0.000271223,0.000202675,0.000192049,0.000133905,9.52E-05
1,187,0,0,Owen Beck,26,0.000860585,0.000424989,0.000282646,0.00021106,0.00019996,0.000138812,9.51E-05
1,188,0,0,Steven Sprieser,24,0.000805802,0.000402253,0.000267738,0.00020008,0.00018997,0.000133333,9.51E-05
1,189,1,0,Myles Fennon,38,0.000816993,0.000407498,0.000271003,0.000203169,0.000192753,0.000135373,9.51E-05
1,190,1,0,David R. King,43,0.000805802,0.000404858,0.000270416,0.000203169,0.000192715,0.000135245,9.51E-05
1,191,0,0,James Baek,23,0.000805802,0.000402253,0.000267666,0.00020016,0.00018997,0.000133316,9.51E-05
1,192,1,0,Michael P. Shaw,31,0.00081367,0.000415455,0.000277316,0.000206954,0.000196271,0.000136556,9.50E-05
1,193,0,0,Sheldon M Cooper,35,0.000793651,0.0004,0.000266667,0.000199481,0.00018943,0.000133333,9.50E-05
1,194,0,0,William M. Decamps,30,0.000865801,0.000431593,0.000287522,0.000214592,0.0002035,0.000138793,9.50E-05
1,195,1,0,Michael Yu,45,0.000809061,0.000405515,0.000271518,0.000203749,0.000193162,0.000135685,9.49E-05
1,196,0,0,Victor M. Rafael Calderon,40,0.000907441,0.000446229,0.000292654,0.000216873,0.000204207,0.00013947,9.49E-05
1,197,0,0,Matthis Synofzik,37,0.000865052,0.000425713,0.000280741,0.000208594,0.000197628,0.000137024,9.49E-05
1,198,1,0,Jeremy Agnew,41,0.000788644,0.000401123,0.000268601,0.000201776,0.000191388,0.000134391,9.48E-05
1,199,0,0,Paul M. Kartanowicz,37,0.000809061,0.000404858,0.000270636,0.000203625,0.000193125,0.000135612,9.47E-05
1,200,1,0,Connor M Branick,23,0.000853242,0.000427899,0.000283046,0.000211775,0.000200844,0.000137779,9.47E-05
1,201,0,0,James R Mcevoy,32,0.000777605,0.000394477,0.000265111,0.000199561,0.000189251,0.000133032,9.47E-05
1,202,1,0,Joseph Fell,28,0.000827815,0.000414422,0.000276167,0.000206911,0.000196194,0.000137155,9.46E-05
1,203,1,0,Bryan Reuter,27,0.000786164,0.000397298,0.000265887,0.000199322,0.000189179,0.000131787,9.45E-05
1,204,0,0,Stephen F Clark,27,0.000895255,0.00044484,0.000293945,0.000218341,0.000206825,0.000142694,9.45E-05
1,205,1,0,Till J Wagner,32,0.000810373,0.000405022,0.000270856,0.000202552,0.00019216,0.000134246,9.45E-05
1,206,0,0,Paulo Anselmo R. Sr. Lacerda,52,0.000814996,0.00041425,0.000275862,0.000205297,0.000194212,0.000133851,9.45E-05
1,207,1,0,Alex Frey,27,0.000775795,0.000392157,0.000263713,0.000198452,0.000188501,0.000133209,9.45E-05
1,208,0,0,Volkan Yildiz,36,0.000814996,0.000406835,0.00027248,0.00020404,0.000193686,0.000135135,9.45E-05
1,209,1,0,Trent A Taylor,36,0.000879507,0.000438404,0.00029036,0.000215378,0.000203874,0.000139997,9.44E-05
1,210,0,0,Josh A. Emdur,39,0.000777001,0.00039093,0.000261643,0.000196386,0.000186359,0.00013132,9.44E-05
1,211,0,0,Sergio I. Sr. Contardo,33,0.000793021,0.000397298,0.000266028,0.000199681,0.00018943,0.000132521,9.44E-05
1,212,1,0,Michael J. Glenboski,35,0.000805802,0.00040404,0.000267237,0.0002002,0.000189717,0.000132363,9.44E-05
1,213,1,1,Rachel Glasson,47,0.00084317,0.000417014,0.000275938,0.000205761,0.000195046,0.000135318,9.44E-05
1,214,0,0,Andres David Sr. Vargas Salgado,46,0.000814996,0.000406009,0.000269978,0.000201613,0.000191022,0.000132979,9.43E-05
1,215,1,0,Michael Arsenault,39,0.000820345,0.000415455,0.000277393,0.000207771,0.000197083,0.000137005,9.43E-05
1,216,0,0,Thomas J Bolda,36,0.000788022,0.000394322,0.000263366,0.000197785,0.000187688,0.000132696,9.43E-05
1,217,1,0,Devon Quaglietta,29,0.000830565,0.000417362,0.000276778,0.000205255,0.000194326,0.00013468,9.43E-05
1,218,1,0,Leon Weinstok,32,0.000814996,0.000410341,0.000273075,0.00020429,0.000193798,0.000135336,9.43E-05
1,219,0,0,Abraham Serrano Ulloa,24,0.00093985,0.000467508,0.000309502,0.000229621,0.00021725,0.000146821,9.43E-05
1,220,1,0,George E Wright,33,0.000826446,0.000415282,0.000273748,0.000203252,0.000192493,0.000133547,9.42E-05
1,221,1,1,Joyce R Miller,29,0.000859107,0.000429738,0.000285878,0.000212902,0.000201613,0.000138122,9.42E-05
1,222,1,0,Zach A Withall,23,0.000914913,0.000460193,0.000306091,0.000227376,0.000215471,0.000141024,9.41E-05
1,223,0,0,Jeff Maybach,42,0.000817661,0.000408497,0.000270636,0.000202716,0.000192308,0.000134445,9.41E-05
