q_id,doc_id,InferredGender,Gender,Full Name,Age,5K,10K,15K,20K,Half,30K,Official Time
1,749,1,1,Kylee J Studer,36,0.000739098,0.000356888,0.000231481,0.000176305,0.000167476,0.000119632,8.52E-05
1,750,1,0,Andrew J Zapor,28,0.000687285,0.000361925,0.000245158,0.000185185,0.000175747,0.000123153,8.52E-05
1,751,0,0,Alejandro Reino Rio,43,0.000796178,0.000397614,0.000264201,0.000197668,0.000187441,0.000130429,8.52E-05
1,752,0,0,Tom M Johnson,48,0.000779423,0.000387747,0.000256674,0.00018997,0.000179695,0.000123381,8.52E-05
1,753,1,0,Ben W Borgmeyer,40,0.000761615,0.000383877,0.000257467,0.000193349,0.000183318,0.000126952,8.51E-05
1,754,1,0,Kurt Rakouskas,41,0.000752445,0.000375657,0.000252398,0.000189251,0.000179469,0.00012444,8.51E-05
1,755,1,0,Bremen Leak,36,0.000778816,0.000387898,0.000256937,0.000187336,0.000177557,0.000123107,8.51E-05
1,756,1,0,Kenny S. Ames,39,0.00078125,0.000385802,0.000252398,0.000185563,0.000175593,0.000121168,8.51E-05
1,757,1,0,Charles C Waite,27,0.000791766,0.000392157,0.000262192,0.000195465,0.00018498,0.000126008,8.51E-05
1,758,1,0,Ken Mun Wong,32,0.000787402,0.000394945,0.000263783,0.000197628,0.000187406,0.000131441,8.51E-05
1,759,1,0,Brian P. Murphy,46,0.000747384,0.000370233,0.000244081,0.000182282,0.000172741,0.000120744,8.51E-05
1,760,1,0,Andrew J Murphy,21,0.000803859,0.000404694,0.000269614,0.000201532,0.000191022,0.000132996,8.51E-05
1,761,0,0,Greg Matthews,38,0.00075188,0.000375375,0.000249563,0.000185874,0.000175994,0.000121773,8.50E-05
1,762,0,0,Philip Howland,45,0.000775795,0.000385951,0.000254259,0.000189143,0.000179147,0.000123808,8.50E-05
1,763,1,0,Kyle Cox,40,0.000705716,0.000357526,0.000238892,0.000178923,0.00016975,0.000119261,8.50E-05
1,764,1,0,Mihaly Rumi,43,0.000757002,0.000367918,0.00024432,0.000180668,0.000171057,0.000119346,8.50E-05
1,765,0,0,Mark Wulff,35,0.000841043,0.000422297,0.000279252,0.000206654,0.000195618,0.000129971,8.50E-05
1,766,1,0,Joel Theisen,49,0.000738552,0.000371609,0.000247586,0.000185736,0.00017618,0.000122609,8.49E-05
1,767,1,1,Sara Plumstead,40,0.000762195,0.000376932,0.000247463,0.000182715,0.00017316,0.000119789,8.49E-05
1,768,0,0,Douglas A. Nobert,51,0.000751315,0.00037679,0.000250501,0.000187091,0.000177336,0.000123426,8.49E-05
1,769,1,0,Mitchell Toborg,28,0.000750188,0.000374111,0.000249066,0.000186081,0.000176336,0.000122324,8.49E-05
1,770,1,0,Scott J Seeley,35,0.000750751,0.000375516,0.000249875,0.000187056,0.000177368,0.000123426,8.49E-05
1,771,1,0,Joel D. Walakutty,33,0.000789266,0.000396197,0.000263644,0.000196657,0.000186393,0.000128419,8.49E-05
1,772,1,0,Justin Patronick,37,0.000811688,0.000402253,0.000263158,0.000193349,0.000182983,0.000125109,8.49E-05
1,773,0,0,Josh S Holley,29,0.00082713,0.000415973,0.000277085,0.000206782,0.000195886,0.000134517,8.49E-05
1,774,1,1,Fatima Garduno,38,0.000765697,0.000379219,0.000249626,0.000183756,0.000173762,0.000120656,8.49E-05
1,775,1,1,Christina L. Norris,30,0.000714796,0.000358809,0.000239063,0.000179533,0.000170503,0.000120062,8.48E-05
1,776,0,0,Peter Goldsmith,57,0.000748503,0.000375375,0.000250564,0.000187512,0.000177683,0.000123168,8.48E-05
1,777,0,0,James Nabholz,48,0.000765111,0.000390168,0.000261233,0.000195198,0.000184775,0.000125141,8.48E-05
1,778,1,0,Justin P Steil,39,0.000821693,0.000406669,0.000266667,0.000195313,0.0001844,0.000123854,8.48E-05
1,779,0,0,Ian E. Callan,47,0.000713267,0.00035791,0.000239808,0.000179824,0.000170736,0.000119847,8.48E-05
1,780,0,0,Jonathan L Bishard,43,0.000783085,0.000402091,0.000269614,0.000196464,0.000185357,0.000124782,8.48E-05
1,781,0,0,Jim Stone,46,0.000745156,0.000373972,0.000249066,0.00018615,0.000176336,0.000121418,8.48E-05
1,782,1,0,Jamie R Rytlewski,39,0.000766871,0.000380228,0.000253229,0.000187935,0.000177936,0.000121758,8.48E-05
1,783,0,0,Benjamin C Willis,40,0.000724638,0.000357782,0.000240558,0.000179986,0.000171174,0.000120729,8.48E-05
1,784,0,0,Richard Jr. Peoples,57,0.000775795,0.00038373,0.000254323,0.000189215,0.00017934,0.000124378,8.48E-05
1,785,1,0,Jamie Balderston,44,0.000801282,0.000398724,0.000264971,0.000196618,0.00018615,0.000126582,8.48E-05
1,786,1,0,Michael Howe,41,0.000789889,0.000398565,0.000261097,0.000191461,0.000181159,0.000123762,8.47E-05
1,787,1,1,Anna M Murray,26,0.000739098,0.000367782,0.000244141,0.000182282,0.000172801,0.000120861,8.47E-05
1,788,0,0,Nick Mosey,30,0.000874126,0.000433651,0.000291545,0.00021901,0.000207771,0.000141723,8.47E-05
1,789,1,0,Scott D Hansen,48,0.000765697,0.000382409,0.000254259,0.000190259,0.000180505,0.000125345,8.47E-05
1,790,1,0,Jean-Philippe Proulx,31,0.000796813,0.00039604,0.000262261,0.000194818,0.000184434,0.000125707,8.47E-05
1,791,0,0,Jon Sammons,38,0.000780031,0.000384763,0.000252207,0.000187126,0.000177305,0.000122339,8.47E-05
1,792,1,0,David L Newville,40,0.000779423,0.000392465,0.000258732,0.000191314,0.000181061,0.000122775,8.47E-05
1,793,1,1,Kelsey Gleason,28,0.00071736,0.000362845,0.000242895,0.000182315,0.000172921,0.000120802,8.46E-05
1,794,1,0,Lee Hewitt,44,0.000725163,0.00036062,0.000239292,0.000179533,0.000170358,0.000119717,8.46E-05
1,795,1,0,Robert D Moulton,51,0.000732601,0.000368732,0.000246063,0.000183756,0.000174186,0.000121418,8.46E-05
1,796,0,0,Doug Corcoran,44,0.000769231,0.000383877,0.000254065,0.000188608,0.000178603,0.000122745,8.46E-05
1,797,1,0,Maxim Klimov,33,0.000848176,0.000410341,0.000266596,0.000196117,0.000185598,0.000125408,8.46E-05
1,798,1,0,Niall Tait,52,0.000773395,0.00038625,0.000256674,0.000191278,0.000181291,0.000125865,8.46E-05
1,799,1,0,Troy A Bash,41,0.0008285,0.000416146,0.000277932,0.000204583,0.00019425,0.000126807,8.45E-05
1,800,1,0,Michael R Fraysse,45,0.000809717,0.000403551,0.000266667,0.000196657,0.000186081,0.000126088,8.45E-05
1,801,0,0,Andreas Jago,54,0.000734754,0.000368189,0.000243665,0.000181357,0.000171762,0.00011989,8.45E-05
1,802,0,0,Frank J. Webb,47,0.000722543,0.000361402,0.000241138,0.000179308,0.000169924,0.000118231,8.45E-05
1,803,1,1,Jessie A Fiene,24,0.000690131,0.000351741,0.000236798,0.000177651,0.000168805,0.000118708,8.45E-05
1,804,0,0,Noah Kelley,26,0.000858369,0.000432339,0.000282087,0.000202675,0.000191131,0.000126024,8.45E-05
1,805,1,1,Rachel C Preusser,24,0.000706714,0.000356506,0.000237869,0.000177431,0.000168379,0.00011854,8.45E-05
1,806,0,0,Boris O Juarez,45,0.000750751,0.000374953,0.000248016,0.000184638,0.000174856,0.000120207,8.45E-05
1,807,0,0,Paul Smythe,55,0.000790514,0.000393391,0.000263435,0.000195236,0.0001844,0.000125976,8.45E-05
1,808,1,1,Erica A. Brecher,31,0.000744602,0.000369686,0.000246063,0.000183453,0.000173822,0.000120685,8.44E-05
1,809,0,0,Richard D Offield,41,0.000791766,0.000398248,0.00026448,0.000195886,0.000185048,0.000126008,8.44E-05
1,810,1,1,Annie N Ballard,38,0.000735835,0.000363636,0.000241896,0.000180799,0.000171556,0.000119933,8.44E-05
1,811,0,0,Paul D Oldenburg,37,0.000733138,0.000370096,0.000247341,0.000185426,0.000175809,0.000121907,8.44E-05
1,812,0,0,Matthew J. Kasten,32,0.000796813,0.000401606,0.000268745,0.000200642,0.000190006,0.00012875,8.44E-05
1,813,1,0,Michael Abrahams,48,0.000784929,0.00038956,0.000257069,0.000189394,0.000179469,0.000122699,8.44E-05
1,814,0,0,Claudio Y. Sr. Nahmias,40,0.000744048,0.000371471,0.000247402,0.000185529,0.000176087,0.00012276,8.44E-05
1,815,1,0,Kevin Bedell,51,0.000702247,0.000355619,0.00023855,0.000179179,0.000169924,0.000119374,8.44E-05
1,816,1,0,Cesare Rotundo,51,0.000733676,0.00036914,0.000245519,0.000183688,0.000174125,0.000121124,8.44E-05
1,817,1,0,Daniel Loney,46,0.000698812,0.000352361,0.000236128,0.000177873,0.000168719,0.000118807,8.44E-05
1,818,1,0,Aneel Ravji,47,0.000768049,0.00039032,0.000260146,0.000193461,0.000183184,0.000124533,8.43E-05
1,819,1,0,Phil Wright,36,0.000805153,0.000397298,0.000261643,0.000193013,0.000182749,0.000125691,8.43E-05
1,820,1,1,Danielle Pedneault,35,0.000720981,0.000361533,0.000240732,0.000180245,0.000170882,0.000119332,8.43E-05
1,821,0,0,Richard Bounds,38,0.000751315,0.00037594,0.000247954,0.000185598,0.000175809,0.000122474,8.43E-05
1,822,0,0,John T. Sullivan,56,0.000799361,0.000397931,0.000263992,0.000196928,0.000186567,0.000128189,8.43E-05
1,823,1,0,Emerson Peek,29,0.000772201,0.000388802,0.000258665,0.000192493,0.000182349,0.00012596,8.43E-05
1,824,1,0,Boyuan Zhang,55,0.000821693,0.000409836,0.000271076,0.000200924,0.000190186,0.000128304,8.43E-05
1,825,0,0,Carlos Montanez,48,0.000775194,0.000386548,0.000254907,0.000188218,0.000178158,0.000122026,8.43E-05
1,826,1,1,Alyssa Donahue,26,0.000725689,0.000365898,0.000245278,0.000184264,0.000174795,0.000121242,8.43E-05
1,827,1,1,Sheila M. Grangroth,28,0.000793651,0.000389105,0.00025582,0.000189502,0.000179179,0.000122399,8.43E-05
1,828,1,1,Ana Matkovic,37,0.000716332,0.00036036,0.000239349,0.000179115,0.000170068,0.000119474,8.42E-05
1,829,0,0,Patrick J Boyle,40,0.00078125,0.000392619,0.00026137,0.000193237,0.000182648,0.000124239,8.42E-05
1,830,1,1,Karolina Kenney,22,0.000750751,0.000373552,0.000250438,0.000187231,0.000177305,0.00012273,8.42E-05
1,831,1,0,Bo Zhang,45,0.000772798,0.00038432,0.000254388,0.000188786,0.000178891,0.00012335,8.41E-05
1,832,1,1,Allison Barr,29,0.000728332,0.00036483,0.00024325,0.000181455,0.000171999,0.000119689,8.41E-05
1,833,1,1,Meredith Aziz,31,0.000707714,0.000353607,0.000236351,0.000177117,0.000168095,0.000118217,8.41E-05
1,834,1,0,Duane G. Williamson,53,0.000719942,0.000363108,0.0002442,0.00018352,0.000174095,0.00012133,8.41E-05
1,835,1,0,Yi Sun,45,0.000727273,0.000367918,0.000245158,0.000183419,0.000173822,0.000120424,8.41E-05
1,836,1,1,Varinka T. Ensminger,36,0.000740741,0.000369686,0.000245218,0.000182782,0.000172921,0.000119818,8.41E-05
1,837,0,0,Raymond E Jones,45,0.000755858,0.000381679,0.000252398,0.00018797,0.000177904,0.000122384,8.41E-05
1,838,1,0,Vincent Monette,36,0.000851789,0.00042123,0.000279018,0.000208638,0.000197707,0.000136407,8.40E-05
1,839,0,0,John S Hetrick,49,0.000788644,0.000389864,0.00025582,0.000191461,0.000181488,0.00012663,8.40E-05
1,840,1,0,Simon N. Boast,57,0.000709723,0.000358551,0.000239464,0.000179501,0.000170213,0.000119374,8.40E-05
1,841,1,1,Laura Berry,30,0.000793021,0.000397614,0.000264831,0.00019685,0.000186289,0.000126088,8.40E-05
1,842,1,1,Laura Coogan,29,0.000795545,0.000395726,0.000259538,0.000190078,0.000179565,0.000121315,8.40E-05
1,843,1,1,Katelyn Draths,29,0.000747943,0.000372717,0.000247709,0.000184332,0.000174703,0.000120685,8.40E-05
1,844,1,0,Matt Hannay,35,0.000772201,0.000387747,0.000259875,0.000193237,0.000182949,0.000122564,8.40E-05
1,845,0,0,Matthew J. Grainge,42,0.000766284,0.000383877,0.000256937,0.000191975,0.000181851,0.000124409,8.40E-05
1,846,1,1,Kaileen E Healy,24,0.000716846,0.000362582,0.000243902,0.000182849,0.00017334,0.00011999,8.40E-05
1,847,0,0,Luis A. Gutierrez,52,0.000708717,0.000356888,0.000239349,0.000179437,0.000170271,0.000119717,8.39E-05
1,848,0,0,Tom McColeman,37,0.000746826,0.000375235,0.000248385,0.000184945,0.000175101,0.000120598,8.39E-05
1,849,0,0,Nikolaos Kostulas,41,0.000748503,0.000386698,0.000254907,0.000185632,0.000175623,0.0001207,8.39E-05
1,850,1,0,Don B Sanders,40,0.000712758,0.000356506,0.000237192,0.000178253,0.000168947,0.000118596,8.39E-05
1,851,0,0,Paul P. Epstein,43,0.000675219,0.000352734,0.000239923,0.000181127,0.000172295,0.00011999,8.39E-05
1,852,1,1,Ashley R Mattingly,39,0.000720461,0.000361272,0.000241779,0.00018093,0.000171497,0.000119746,8.39E-05
1,853,1,0,Christopher T. Kelly,51,0.000711238,0.000357143,0.000239981,0.000179404,0.000170184,0.000118765,8.39E-05
1,854,1,0,Juan Pablo Galvez Sagastume,45,0.000712758,0.000356633,0.0002405,0.000181028,0.000171762,0.00011999,8.39E-05
1,855,1,0,Lei Li,47,0.000708717,0.000355872,0.000237586,0.000178126,0.000169176,0.000118624,8.39E-05
1,856,0,0,Cesar Estevez,59,0.000755858,0.000379219,0.00025208,0.000185701,0.00017584,0.000121242,8.39E-05
1,857,1,0,Brian L Lemahieu,48,0.000720461,0.000361272,0.000241022,0.000181455,0.000172028,0.000121153,8.39E-05
1,858,1,0,Michael Torres,35,0.000712251,0.000353482,0.000235571,0.000177148,0.000168265,0.000118106,8.39E-05
1,859,1,1,Lauren Vancitters,28,0.000690131,0.00035524,0.000239063,0.000179986,0.000170882,0.000119417,8.39E-05
1,860,1,1,Myriam Coulibaly,26,0.000715308,0.000355492,0.000237192,0.000177368,0.000168209,0.000117123,8.39E-05
1,861,1,0,Yun Hua Yuan,43,0.00073046,0.000374251,0.000251762,0.00018797,0.000178158,0.00012276,8.39E-05
1,862,1,0,Joseph Mitro,45,0.000730994,0.000378931,0.000254777,0.000191608,0.000181818,0.000124673,8.38E-05
1,863,1,0,Fadi Abouzahr,50,0.000783085,0.000380518,0.000250627,0.000186254,0.00017671,0.000121743,8.38E-05
1,864,0,0,Erick F. Sr. Cruz,51,0.000848896,0.000418585,0.000270709,0.000196309,0.000185667,0.000124224,8.38E-05
1,865,1,1,Elizabeth Hernandez,35,0.00075358,0.000375094,0.000248016,0.000183959,0.000174246,0.000119689,8.38E-05
1,866,1,0,Larry D Navarro,49,0.000784929,0.000389864,0.000258198,0.000191278,0.000181422,0.000123472,8.38E-05
1,867,1,1,Sarah Frank,24,0.000686813,0.000343525,0.000229148,0.00017188,0.000163052,0.000114548,8.38E-05
1,868,1,0,Brian P. Solomon,35,0.000894454,0.000440335,0.000286533,0.000207771,0.00019604,0.000130174,8.38E-05
1,869,1,0,Pierre Begoc,34,0.00077101,0.000387297,0.000256213,0.000188041,0.000177778,0.000121758,8.38E-05
1,870,1,1,Joanna Baird,24,0.00074184,0.000373692,0.000249004,0.00018457,0.000175009,0.000121286,8.38E-05
1,871,1,1,Louise Voghel,62,0.000742942,0.00036914,0.000243843,0.00018093,0.000171409,0.000119048,8.38E-05
1,872,1,0,Romadel E. Delasalas,48,0.000707214,0.000355745,0.000240732,0.000180766,0.000171468,0.00012089,8.37E-05
1,873,0,0,Ruslan Pryadun,36,0.000761615,0.000373134,0.000246366,0.000182849,0.00017307,0.000119246,8.37E-05
1,874,1,1,Karen L Smith,38,0.000791766,0.000392465,0.000258732,0.000189825,0.000179791,0.000121153,8.37E-05
1,875,1,0,Dan Mottern,45,0.000765111,0.000382263,0.000249377,0.000184843,0.000175039,0.000121359,8.37E-05
1,876,1,1,Katherine Mccalley,38,0.000715308,0.000358423,0.000239177,0.000179019,0.000169664,0.000118568,8.37E-05
1,877,0,0,Josh Rayner,42,0.000730994,0.000365764,0.000243132,0.000181324,0.000171792,0.000119703,8.37E-05
1,878,1,1,Kimberly A. Krusell,27,0.000732064,0.000363901,0.000242542,0.000181225,0.000171644,0.000120149,8.37E-05
1,879,0,0,Dennis Billings,48,0.000755287,0.00037679,0.000250941,0.000186881,0.000177085,0.000122594,8.37E-05
1,880,1,0,Dominic Montani,35,0.000725163,0.00036523,0.00024325,0.000181818,0.000172563,0.000119861,8.36E-05
1,881,0,0,Nicholas P. Earner,44,0.000790514,0.000394011,0.000262398,0.000196271,0.000186047,0.000127992,8.36E-05
1,882,1,1,Holli Dahmen,37,0.000724113,0.000364431,0.000243724,0.000181225,0.000171733,0.000118652,8.36E-05
1,883,1,0,Sean Laffey,27,0.000773395,0.000394011,0.000259,0.000185322,0.000175623,0.000119048,8.36E-05
1,884,0,0,Jason Funaro,24,0.000798085,0.000398724,0.000265463,0.000198216,0.000187406,0.000125266,8.36E-05
1,885,0,0,John Derose,47,0.000723066,0.000362976,0.000243902,0.00018305,0.000173671,0.000120904,8.36E-05
1,886,1,0,Andrew Cortez,48,0.000723066,0.000362976,0.000243132,0.000182615,0.00017322,0.000120934,8.36E-05
1,887,1,0,Lee A. Whitaker,43,0.00070373,0.000351617,0.000237643,0.000178667,0.000169635,0.000119589,8.36E-05
1,888,1,1,Logan G Robinson,32,0.000712758,0.000356888,0.000237192,0.000177778,0.000168577,0.000118708,8.36E-05
1,889,1,0,Tory J Johansen,26,0.000901713,0.000446429,0.000295596,0.000216357,0.000204583,0.000135208,8.36E-05
1,890,1,0,Jamie Stone,32,0.000831947,0.00040833,0.000263574,0.000192308,0.000181785,0.000123778,8.36E-05
1,891,0,0,Otto Lam,43,0.000733138,0.000362976,0.000241255,0.000179695,0.000170242,0.000118441,8.36E-05
1,892,1,0,David Bell,33,0.000801925,0.000401768,0.000267165,0.000199402,0.000188644,0.000126342,8.36E-05
1,893,1,0,Wenjiang Wang,49,0.000769231,0.000386698,0.000254453,0.00018843,0.00017838,0.000122624,8.36E-05
1,894,1,1,Sonja Hinish,31,0.000765111,0.000376932,0.000248262,0.000183925,0.000174307,0.00011946,8.36E-05
1,895,1,0,Cameron T Charles,39,0.00076864,0.000382409,0.000252653,0.000187196,0.000177022,0.000121197,8.36E-05
1,896,1,0,Pro Sarbadhikari,46,0.000783085,0.00039185,0.000258933,0.00019216,0.000182083,0.000122699,8.36E-05
1,897,0,0,Tom Fischer,47,0.000783699,0.000394166,0.000259202,0.000194212,0.000184196,0.00012747,8.35E-05
1,898,1,0,Laurent Champeau,50,0.00074239,0.000376223,0.000251004,0.000187056,0.000177242,0.000122609,8.35E-05
1,899,1,0,Jianhui Feng,41,0.000784929,0.000384468,0.000254712,0.000187126,0.000176772,0.000120077,8.35E-05
1,900,1,0,Al Zapatero,47,0.000786782,0.000396197,0.000264131,0.000197668,0.000187336,0.000129853,8.35E-05
1,901,1,1,Nadine M. Jones,41,0.000739645,0.000368189,0.000245038,0.000182183,0.000172771,0.00011976,8.35E-05
1,902,1,0,Clint Vandergiessen,38,0.00077101,0.000391543,0.000261575,0.000194439,0.000184094,0.000124813,8.35E-05
1,903,1,0,Antony Scott,54,0.000751315,0.000369686,0.000244918,0.000181884,0.000172265,0.000119546,8.35E-05
1,904,1,1,Kit Yee Chan,44,0.000747943,0.000370508,0.000243724,0.000180701,0.000171204,0.000118582,8.35E-05
1,905,0,0,Bert Saucier,46,0.000761035,0.000380518,0.000252334,0.000187406,0.000177494,0.000121566,8.35E-05
1,906,1,1,Ashley Adler,30,0.000710227,0.000356761,0.000237812,0.000178126,0.000169033,0.000118064,8.35E-05
1,907,1,0,Aaron Epps,27,0.000754148,0.000366703,0.000245942,0.000183284,0.000173671,0.000119646,8.35E-05
1,908,1,1,Lauren Pierce,24,0.000691563,0.000347343,0.000233918,0.000176523,0.000167476,0.000118217,8.35E-05
1,909,1,0,David J Weir,31,0.000776398,0.000382702,0.000253165,0.000187266,0.000177274,0.000121433,8.35E-05
1,910,1,1,Lucy N. II Levio,36,0.000772798,0.000387447,0.000255689,0.000189179,0.000179083,0.000122264,8.35E-05
1,911,0,0,John D Wolfe,45,0.00074129,0.000371471,0.000248447,0.000185908,0.000176211,0.000122699,8.34E-05
1,912,1,1,Hannah Riedl,25,0.000723066,0.000362582,0.000240211,0.000178444,0.000169147,0.000118399,8.34E-05
1,913,0,0,John Golden,47,0.000747943,0.000367647,0.000244081,0.000178859,0.000169981,0.000118864,8.34E-05
1,914,1,0,Tony T. Conway,58,0.00076864,0.000381825,0.000252845,0.000188324,0.000178221,0.000122444,8.34E-05
1,915,1,1,Nadia S Tamby,29,0.000722022,0.000362319,0.000243132,0.000182782,0.00017331,0.000120178,8.34E-05
1,916,0,0,Adam Perry,34,0.00077821,0.000381679,0.000252143,0.000187864,0.000178031,0.000122971,8.34E-05
1,917,1,0,David Plotts,36,0.000809717,0.000404204,0.000267308,0.000198255,0.000187829,0.000126662,8.34E-05
1,918,1,0,Woody Kongsamut,26,0.000796178,0.000394789,0.00026096,0.000193723,0.000183284,0.000124844,8.34E-05
1,919,1,0,Timothy C. Groves,49,0.000789266,0.000395413,0.000263227,0.000195046,0.000184536,0.000121536,8.34E-05
1,920,1,0,Enrique A. Flores,38,0.000783085,0.000392927,0.00026178,0.000194439,0.000183993,0.000126968,8.34E-05
1,921,0,0,Jim Fitzpatrick,44,0.00074184,0.000367377,0.00024558,0.000184366,0.000174856,0.000121758,8.33E-05
1,922,1,1,Lilia D Vazquez,53,0.000732064,0.000365497,0.000243132,0.000181192,0.000171762,0.000119517,8.33E-05
1,923,1,0,Michael P Lescarbeau,46,0.00074184,0.000368053,0.000243962,0.000182415,0.000172741,0.000120773,8.33E-05
1,924,0,0,Mads Gronvall,44,0.000737463,0.000367512,0.000243191,0.000180897,0.00017138,0.000118977,8.33E-05
1,925,0,0,Adam Rubin,30,0.000796178,0.000396983,0.000262812,0.000191718,0.000181521,0.000121403,8.33E-05
1,926,1,1,Alexandra Klebe,28,0.000725163,0.000364964,0.00024266,0.000181554,0.000172028,0.000119918,8.33E-05
1,927,0,0,Matthew W. Donnelly,32,0.000680272,0.000359195,0.000243013,0.00018315,0.000173913,0.000120729,8.33E-05
1,928,1,0,Ben Feidner,33,0.000833333,0.000415455,0.000275634,0.000203791,0.000192641,0.000127356,8.33E-05
1,929,0,0,Matthew F. Marques,27,0.000803213,0.000401123,0.000267023,0.000200481,0.000190006,0.000130565,8.33E-05
1,930,0,0,Tom E. Ivancik,41,0.000735294,0.000366838,0.000243072,0.000180832,0.000171497,0.000119147,8.33E-05
1,931,1,0,Jeffrey R. Perry,45,0.00075188,0.000380662,0.000251446,0.000187582,0.000177715,0.000122805,8.33E-05
1,932,1,1,Nelly Budrow,43,0.00074239,0.000370233,0.000245399,0.000182648,0.00017319,0.000119603,8.33E-05
1,933,0,0,Jon Wade,45,0.000725163,0.000364697,0.000242072,0.000180636,0.000171233,0.000118948,8.33E-05
1,934,1,0,Scott L Proulx,34,0.000877193,0.000433088,0.00028177,0.000202716,0.000190186,0.000127389,8.33E-05
1,935,1,1,Judy V Andrew Piel,54,0.000728863,0.000354736,0.000235627,0.000176149,0.000167056,0.000116945,8.33E-05
1,936,1,0,Stephane Boccara,44,0.000736377,0.000364697,0.000241955,0.000179953,0.000170416,0.000118273,8.32E-05
1,937,1,1,Kylee E Witchey Clements,30,0.000713776,0.000352734,0.000233155,0.000174186,0.000165071,0.000116198,8.32E-05
1,938,1,0,Neil A. Jr. Struby,40,0.000750188,0.000372439,0.000247831,0.000185048,0.000175377,0.000120788,8.32E-05
1,939,1,1,Kalie Dunn,30,0.000709723,0.000355492,0.000237982,0.000178412,0.000169205,0.000118441,8.32E-05
1,940,1,1,Anne M Byrne,51,0.000747384,0.000371471,0.000243902,0.000181455,0.00017191,0.000119076,8.32E-05
1,941,1,0,Ezana Tesfu,26,0.000803859,0.000403551,0.000269906,0.000201045,0.000190367,0.000127081,8.32E-05
1,942,1,0,Gaetano Caputi,52,0.000825764,0.000403226,0.00026001,0.000188395,0.000177968,0.000120729,8.32E-05
1,943,1,1,Jessica Snider-Rodriguez,28,0.000763942,0.000376223,0.00024667,0.000182648,0.00017298,0.000119646,8.32E-05
1,944,1,1,Heather I Greenwood,34,0.000749064,0.000374813,0.000248324,0.000184128,0.000174186,0.00012012,8.32E-05
1,945,1,0,Wataru Iwata,51,0.000729927,0.000363901,0.000241022,0.000179759,0.000170358,0.00011854,8.32E-05
1,946,1,0,Xiaodong Yuan,42,0.000753012,0.000376506,0.000249314,0.000185185,0.000175285,0.000120598,8.32E-05
1,947,1,0,Randy Cocek,45,0.00070922,0.000354359,0.000236072,0.000177148,0.000167954,0.000118147,8.32E-05
1,948,0,0,Luis A. Sr. Graca,42,0.000735835,0.000360231,0.000237079,0.000179019,0.000169664,0.00011868,8.32E-05
1,949,1,1,Tatiana Del Pilar Garcia Posada,32,0.000735294,0.000368732,0.000245038,0.000183083,0.000173461,0.000119918,8.31E-05
1,950,0,0,Steven D. Sorenson,52,0.00070373,0.000350263,0.000231589,0.000175685,0.000166945,0.000117151,8.31E-05
1,951,1,1,Christina M. Hall,36,0.000729927,0.000366435,0.00024432,0.000181884,0.000172325,0.000118864,8.31E-05
1,952,1,0,Kevin R Cooper,45,0.000791139,0.000391236,0.000259403,0.000192604,0.000182282,0.000125502,8.31E-05
1,953,0,0,Rupert Martin,48,0.00073046,0.000367647,0.000245942,0.000184094,0.00017449,0.000120019,8.31E-05
1,954,1,0,Joe Gorberg,53,0.000708215,0.000355366,0.000236574,0.000177211,0.000168039,0.000118022,8.31E-05
1,955,1,1,Kristen Pedersen,31,0.000747384,0.000374111,0.00024728,0.000183756,0.000174155,0.00012025,8.31E-05
1,956,1,0,Juan Sr. Orri Bayarri,48,0.000746826,0.000366703,0.000241546,0.000180766,0.00017135,0.000118708,8.31E-05
1,957,1,1,Stephanie Balaconis,29,0.000694927,0.000353232,0.000235905,0.000176897,0.000167729,0.000117564,8.31E-05
1,958,0,0,Bill Harris,45,0.000738007,0.00037092,0.000245519,0.000180473,0.000170969,0.000118385,8.31E-05
1,959,1,1,Anna Ball Hodge,33,0.000687758,0.000345662,0.000232396,0.000175408,0.000166528,0.000117481,8.31E-05
1,960,1,0,Hongli Qiu,57,0.000766284,0.000387898,0.000258933,0.000194515,0.000184536,0.000125156,8.30E-05
1,961,1,0,Marshall A Bartlett,48,0.000711238,0.000357143,0.000237982,0.000176554,0.000167504,0.000117952,8.30E-05
1,962,1,1,Jennifer B Matthews,43,0.000744048,0.000368189,0.000242014,0.000179179,0.00016975,0.000117827,8.30E-05
1,963,1,0,Morey Brown,52,0.000714286,0.000356506,0.00023753,0.000177336,0.000168095,0.000117523,8.30E-05
1,964,1,0,Bradley Thompson,50,0.000740741,0.000369686,0.000245038,0.000182715,0.00017304,0.000119289,8.30E-05
1,965,0,0,James Peltzer,35,0.00070922,0.000354233,0.000236128,0.000177148,0.000167954,0.000118133,8.30E-05
1,966,0,0,Benjamin S Livingston,28,0.000749064,0.000374392,0.000251762,0.00018875,0.000178955,0.000123533,8.30E-05
1,967,0,0,Khalid Sr. Benzakour,57,0.000733138,0.000364697,0.000242424,0.000180766,0.000171556,0.000118835,8.30E-05
1,968,1,0,Robijn Hage,46,0.000698812,0.000349528,0.000232992,0.000175131,0.000166058,0.000117014,8.30E-05
1,969,1,0,Grant Hughes,53,0.000722022,0.000366166,0.000244678,0.000182815,0.00017319,0.00011989,8.30E-05
1,970,0,0,Armando Beltran,47,0.000778816,0.0003861,0.00025227,0.000185701,0.000175593,0.000120846,8.30E-05
1,971,0,0,Keld Nielsen,51,0.000742942,0.00036846,0.00024432,0.000183083,0.000173611,0.000121109,8.30E-05
