iteration,LTR_loss,DpExp,DELTR_Loss,loss_standard
101,5.999837363404512,0.0,5.999837363404512,5.999837363404512
102,5.999837359346607,0.0,5.999837359346607,5.999837359346607
103,5.999837355288753,0.0,5.999837355288753,5.999837355288753
104,5.999837351230949,0.0,5.999837351230949,5.999837351230949
105,5.999837347173197,0.0,5.999837347173197,5.999837347173197
106,5.999837343115495,0.0,5.999837343115495,5.999837343115495
107,5.999837339057843,0.0,5.999837339057843,5.999837339057843
108,5.999837335000244,0.0,5.999837335000244,5.999837335000244
109,5.999837330942694,0.0,5.999837330942694,5.999837330942694
110,5.999837326885196,0.0,5.999837326885196,5.999837326885196
111,5.999837322827749,0.0,5.999837322827749,5.999837322827749
112,5.999837318770351,0.0,5.999837318770351,5.999837318770351
113,5.999837314713004,0.0,5.999837314713004,5.999837314713004
114,5.9998373106557095,0.0,5.9998373106557095,5.9998373106557095
115,5.999837306598464,0.0,5.999837306598464,5.999837306598464
116,5.999837302541269,0.0,5.999837302541269,5.999837302541269
117,5.9998372984841275,0.0,5.9998372984841275,5.9998372984841275
118,5.999837294427034,0.0,5.999837294427034,5.999837294427034
119,5.999837290369992,0.0,5.999837290369992,5.999837290369992
120,5.999837286313002,0.0,5.999837286313002,5.999837286313002
121,5.999837282256061,0.0,5.999837282256061,5.999837282256061
122,5.999837278199172,0.0,5.999837278199172,5.999837278199172
123,5.999837274142332,0.0,5.999837274142332,5.999837274142332
124,5.999837270085548,0.0,5.999837270085548,5.999837270085548
125,5.999837266028809,0.0,5.999837266028809,5.999837266028809
126,5.999837261972123,0.0,5.999837261972123,5.999837261972123
127,5.999837257915488,0.0,5.999837257915488,5.999837257915488
128,5.999837253858904,0.0,5.999837253858904,5.999837253858904
129,5.9998372498023675,0.0,5.9998372498023675,5.9998372498023675
130,5.999837245745884,0.0,5.999837245745884,5.999837245745884
131,5.999837241689453,0.0,5.999837241689453,5.999837241689453
132,5.999837237633071,0.0,5.999837237633071,5.999837237633071
133,5.999837233576739,0.0,5.999837233576739,5.999837233576739
134,5.999837229520461,0.0,5.999837229520461,5.999837229520461
135,5.99983722546423,0.0,5.99983722546423,5.99983722546423
136,5.999837221408052,0.0,5.999837221408052,5.999837221408052
137,5.999837217351925,0.0,5.999837217351925,5.999837217351925
138,5.999837213295847,0.0,5.999837213295847,5.999837213295847
139,5.9998372092398204,0.0,5.9998372092398204,5.9998372092398204
140,5.999837205183845,0.0,5.999837205183845,5.999837205183845
141,5.99983720112792,0.0,5.99983720112792,5.99983720112792
142,5.999837197072045,0.0,5.999837197072045,5.999837197072045
143,5.999837193016223,0.0,5.999837193016223,5.999837193016223
144,5.999837188960449,0.0,5.999837188960449,5.999837188960449
145,5.999837184904728,0.0,5.999837184904728,5.999837184904728
146,5.999837180849058,0.0,5.999837180849058,5.999837180849058
147,5.999837176793436,0.0,5.999837176793436,5.999837176793436
148,5.999837172737867,0.0,5.999837172737867,5.999837172737867
149,5.999837168682348,0.0,5.999837168682348,5.999837168682348
150,5.99983716462688,0.0,5.99983716462688,5.99983716462688
151,5.999837160571463,0.0,5.999837160571463,5.999837160571463
152,5.999837156516096,0.0,5.999837156516096,5.999837156516096
153,5.999837152460781,0.0,5.999837152460781,5.999837152460781
154,5.999837148405517,0.0,5.999837148405517,5.999837148405517
155,5.999837144350302,0.0,5.999837144350302,5.999837144350302
156,5.999837140295138,0.0,5.999837140295138,5.999837140295138
157,5.999837136240025,0.0,5.999837136240025,5.999837136240025
158,5.999837132184962,0.0,5.999837132184962,5.999837132184962
159,5.999837128129951,0.0,5.999837128129951,5.999837128129951
160,5.9998371240749915,0.0,5.9998371240749915,5.9998371240749915
161,5.999837120020084,0.0,5.999837120020084,5.999837120020084
162,5.999837115965222,0.0,5.999837115965222,5.999837115965222
163,5.999837111910414,0.0,5.999837111910414,5.999837111910414
164,5.999837107855655,0.0,5.999837107855655,5.999837107855655
165,5.9998371038009495,0.0,5.9998371038009495,5.9998371038009495
166,5.999837099746292,0.0,5.999837099746292,5.999837099746292
167,5.999837095691689,0.0,5.999837095691689,5.999837095691689
168,5.999837091637132,0.0,5.999837091637132,5.999837091637132
169,5.9998370875826295,0.0,5.9998370875826295,5.9998370875826295
170,5.999837083528176,0.0,5.999837083528176,5.999837083528176
171,5.999837079473774,0.0,5.999837079473774,5.999837079473774
172,5.999837075419422,0.0,5.999837075419422,5.999837075419422
173,5.999837071365121,0.0,5.999837071365121,5.999837071365121
174,5.999837067310871,0.0,5.999837067310871,5.999837067310871
175,5.99983706325667,0.0,5.99983706325667,5.99983706325667
176,5.999837059202522,0.0,5.999837059202522,5.999837059202522
177,5.999837055148425,0.0,5.999837055148425,5.999837055148425
178,5.999837051094377,0.0,5.999837051094377,5.999837051094377
179,5.99983704704038,0.0,5.99983704704038,5.99983704704038
180,5.999837042986433,0.0,5.999837042986433,5.999837042986433
181,5.999837038932539,0.0,5.999837038932539,5.999837038932539
182,5.999837034878695,0.0,5.999837034878695,5.999837034878695
183,5.999837030824902,0.0,5.999837030824902,5.999837030824902
184,5.999837026771157,0.0,5.999837026771157,5.999837026771157
185,5.999837022717466,0.0,5.999837022717466,5.999837022717466
186,5.9998370186638255,0.0,5.9998370186638255,5.9998370186638255
187,5.999837014610234,0.0,5.999837014610234,5.999837014610234
188,5.999837010556694,0.0,5.999837010556694,5.999837010556694
189,5.999837006503204,0.0,5.999837006503204,5.999837006503204
190,5.999837002449766,0.0,5.999837002449766,5.999837002449766
191,5.999836998396378,0.0,5.999836998396378,5.999836998396378
192,5.99983699434304,0.0,5.99983699434304,5.99983699434304
193,5.9998369902897535,0.0,5.9998369902897535,5.9998369902897535
194,5.999836986236518,0.0,5.999836986236518,5.999836986236518
195,5.999836982183332,0.0,5.999836982183332,5.999836982183332
196,5.999836978130198,0.0,5.999836978130198,5.999836978130198
197,5.999836974077114,0.0,5.999836974077114,5.999836974077114
198,5.999836970024083,0.0,5.999836970024083,5.999836970024083
199,5.9998369659711,0.0,5.9998369659711,5.9998369659711
200,5.999836961918168,0.0,5.999836961918168,5.999836961918168
201,5.999836957865288,0.0,5.999836957865288,5.999836957865288
202,5.999836953812458,0.0,5.999836953812458,5.999836953812458
203,5.999836949759678,0.0,5.999836949759678,5.999836949759678
204,5.99983694570695,0.0,5.99983694570695,5.99983694570695
205,5.999836941654272,0.0,5.999836941654272,5.999836941654272
206,5.9998369376016445,0.0,5.9998369376016445,5.9998369376016445
207,5.9998369335490676,0.0,5.9998369335490676,5.9998369335490676
208,5.999836929496542,0.0,5.999836929496542,5.999836929496542
209,5.9998369254440655,0.0,5.9998369254440655,5.9998369254440655
210,5.999836921391643,0.0,5.999836921391643,5.999836921391643
211,5.99983691733927,0.0,5.99983691733927,5.99983691733927
212,5.999836913286947,0.0,5.999836913286947,5.999836913286947
213,5.999836909234674,0.0,5.999836909234674,5.999836909234674
214,5.999836905182452,0.0,5.999836905182452,5.999836905182452
215,5.999836901130282,0.0,5.999836901130282,5.999836901130282
216,5.999836897078161,0.0,5.999836897078161,5.999836897078161
217,5.999836893026091,0.0,5.999836893026091,5.999836893026091
218,5.999836888974072,0.0,5.999836888974072,5.999836888974072
219,5.9998368849221055,0.0,5.9998368849221055,5.9998368849221055
220,5.999836880870188,0.0,5.999836880870188,5.999836880870188
221,5.9998368768183195,0.0,5.9998368768183195,5.9998368768183195
222,5.999836872766506,0.0,5.999836872766506,5.999836872766506
223,5.999836868714739,0.0,5.999836868714739,5.999836868714739
224,5.999836864663026,0.0,5.999836864663026,5.999836864663026
225,5.999836860611361,0.0,5.999836860611361,5.999836860611361
226,5.999836856559748,0.0,5.999836856559748,5.999836856559748
227,5.999836852508186,0.0,5.999836852508186,5.999836852508186
228,5.999836848456674,0.0,5.999836848456674,5.999836848456674
229,5.999836844405214,0.0,5.999836844405214,5.999836844405214
230,5.999836840353803,0.0,5.999836840353803,5.999836840353803
231,5.9998368363024435,0.0,5.9998368363024435,5.9998368363024435
232,5.999836832251132,0.0,5.999836832251132,5.999836832251132
233,5.999836828199875,0.0,5.999836828199875,5.999836828199875
234,5.999836824148667,0.0,5.999836824148667,5.999836824148667
235,5.999836820097509,0.0,5.999836820097509,5.999836820097509
236,5.999836816046404,0.0,5.999836816046404,5.999836816046404
237,5.9998368119953485,0.0,5.9998368119953485,5.9998368119953485
238,5.999836807944344,0.0,5.999836807944344,5.999836807944344
239,5.999836803893389,0.0,5.999836803893389,5.999836803893389
240,5.999836799842486,0.0,5.999836799842486,5.999836799842486
241,5.999836795791633,0.0,5.999836795791633,5.999836795791633
242,5.99983679174083,0.0,5.99983679174083,5.99983679174083
243,5.999836787690079,0.0,5.999836787690079,5.999836787690079
244,5.999836783639379,0.0,5.999836783639379,5.999836783639379
245,5.999836779588729,0.0,5.999836779588729,5.999836779588729
246,5.999836775538129,0.0,5.999836775538129,5.999836775538129
247,5.99983677148758,0.0,5.99983677148758,5.99983677148758
248,5.999836767437082,0.0,5.999836767437082,5.999836767437082
249,5.999836763386634,0.0,5.999836763386634,5.999836763386634
250,5.9998367593362385,0.0,5.9998367593362385,5.9998367593362385
251,5.999836755285892,0.0,5.999836755285892,5.999836755285892
252,5.999836751235596,0.0,5.999836751235596,5.999836751235596
253,5.999836747185351,0.0,5.999836747185351,5.999836747185351
254,5.999836743135157,0.0,5.999836743135157,5.999836743135157
255,5.999836739085014,0.0,5.999836739085014,5.999836739085014
256,5.999836735034921,0.0,5.999836735034921,5.999836735034921
257,5.99983673098488,0.0,5.99983673098488,5.99983673098488
258,5.999836726934888,0.0,5.999836726934888,5.999836726934888
259,5.999836722884947,0.0,5.999836722884947,5.999836722884947
260,5.999836718835057,0.0,5.999836718835057,5.999836718835057
261,5.999836714785217,0.0,5.999836714785217,5.999836714785217
262,5.999836710735428,0.0,5.999836710735428,5.999836710735428
263,5.99983670668569,0.0,5.99983670668569,5.99983670668569
264,5.999836702636003,0.0,5.999836702636003,5.999836702636003
265,5.999836698586366,0.0,5.999836698586366,5.999836698586366
266,5.999836694536779,0.0,5.999836694536779,5.999836694536779
267,5.999836690487244,0.0,5.999836690487244,5.999836690487244
268,5.999836686437759,0.0,5.999836686437759,5.999836686437759
269,5.999836682388326,0.0,5.999836682388326,5.999836682388326
270,5.9998366783389425,0.0,5.9998366783389425,5.9998366783389425
271,5.999836674289608,0.0,5.999836674289608,5.999836674289608
272,5.999836670240327,0.0,5.999836670240327,5.999836670240327
273,5.999836666191096,0.0,5.999836666191096,5.999836666191096
274,5.999836662141914,0.0,5.999836662141914,5.999836662141914
275,5.999836658092785,0.0,5.999836658092785,5.999836658092785
276,5.9998366540437065,0.0,5.9998366540437065,5.9998366540437065
277,5.999836649994676,0.0,5.999836649994676,5.999836649994676
278,5.999836645945699,0.0,5.999836645945699,5.999836645945699
279,5.999836641896772,0.0,5.999836641896772,5.999836641896772
280,5.999836637847895,0.0,5.999836637847895,5.999836637847895
281,5.9998366337990685,0.0,5.9998366337990685,5.9998366337990685
282,5.999836629750293,0.0,5.999836629750293,5.999836629750293
283,5.999836625701567,0.0,5.999836625701567,5.999836625701567
284,5.999836621652893,0.0,5.999836621652893,5.999836621652893
285,5.999836617604269,0.0,5.999836617604269,5.999836617604269
286,5.999836613555697,0.0,5.999836613555697,5.999836613555697
287,5.999836609507173,0.0,5.999836609507173,5.999836609507173
288,5.999836605458702,0.0,5.999836605458702,5.999836605458702
289,5.999836601410281,0.0,5.999836601410281,5.999836601410281
290,5.999836597361912,0.0,5.999836597361912,5.999836597361912
291,5.99983659331359,0.0,5.99983659331359,5.99983659331359
292,5.999836589265323,0.0,5.999836589265323,5.999836589265323
293,5.999836585217104,0.0,5.999836585217104,5.999836585217104
294,5.999836581168937,0.0,5.999836581168937,5.999836581168937
295,5.99983657712082,0.0,5.99983657712082,5.99983657712082
296,5.999836573072752,0.0,5.999836573072752,5.999836573072752
297,5.999836569024737,0.0,5.999836569024737,5.999836569024737
298,5.9998365649767695,0.0,5.9998365649767695,5.9998365649767695
299,5.999836560928858,0.0,5.999836560928858,5.999836560928858
300,5.999836556880994,0.0,5.999836556880994,5.999836556880994
301,5.999836552833179,0.0,5.999836552833179,5.999836552833179
302,5.999836548785416,0.0,5.999836548785416,5.999836548785416
303,5.999836544737704,0.0,5.999836544737704,5.999836544737704
304,5.999836540690044,0.0,5.999836540690044,5.999836540690044
305,5.999836536642434,0.0,5.999836536642434,5.999836536642434
306,5.999836532594872,0.0,5.999836532594872,5.999836532594872
307,5.9998365285473625,0.0,5.9998365285473625,5.9998365285473625
308,5.999836524499904,0.0,5.999836524499904,5.999836524499904
309,5.999836520452496,0.0,5.999836520452496,5.999836520452496
310,5.9998365164051375,0.0,5.9998365164051375,5.9998365164051375
311,5.999836512357831,0.0,5.999836512357831,5.999836512357831
312,5.999836508310575,0.0,5.999836508310575,5.999836508310575
313,5.99983650426337,0.0,5.99983650426337,5.99983650426337
314,5.999836500216214,0.0,5.999836500216214,5.999836500216214
315,5.99983649616911,0.0,5.99983649616911,5.99983649616911
316,5.999836492122055,0.0,5.999836492122055,5.999836492122055
317,5.9998364880750525,0.0,5.9998364880750525,5.9998364880750525
318,5.9998364840281,0.0,5.9998364840281,5.9998364840281
319,5.999836479981198,0.0,5.999836479981198,5.999836479981198
320,5.999836475934347,0.0,5.999836475934347,5.999836475934347
321,5.999836471887546,0.0,5.999836471887546,5.999836471887546
322,5.999836467840796,0.0,5.999836467840796,5.999836467840796
323,5.999836463794097,0.0,5.999836463794097,5.999836463794097
324,5.999836459747448,0.0,5.999836459747448,5.999836459747448
325,5.99983645570085,0.0,5.99983645570085,5.99983645570085
326,5.999836451654302,0.0,5.999836451654302,5.999836451654302
327,5.999836447607804,0.0,5.999836447607804,5.999836447607804
328,5.999836443561358,0.0,5.999836443561358,5.999836443561358
329,5.999836439514962,0.0,5.999836439514962,5.999836439514962
330,5.999836435468619,0.0,5.999836435468619,5.999836435468619
331,5.999836431422322,0.0,5.999836431422322,5.999836431422322
332,5.999836427376079,0.0,5.999836427376079,5.999836427376079
333,5.999836423329885,0.0,5.999836423329885,5.999836423329885
334,5.999836419283743,0.0,5.999836419283743,5.999836419283743
335,5.9998364152376515,0.0,5.9998364152376515,5.9998364152376515
336,5.999836411191611,0.0,5.999836411191611,5.999836411191611
337,5.999836407145618,0.0,5.999836407145618,5.999836407145618
338,5.999836403099678,0.0,5.999836403099678,5.999836403099678
339,5.999836399053789,0.0,5.999836399053789,5.999836399053789
340,5.99983639500795,0.0,5.99983639500795,5.99983639500795
341,5.9998363909621615,0.0,5.9998363909621615,5.9998363909621615
342,5.9998363869164235,0.0,5.9998363869164235,5.9998363869164235
343,5.999836382870736,0.0,5.999836382870736,5.999836382870736
344,5.9998363788250995,0.0,5.9998363788250995,5.9998363788250995
345,5.9998363747795125,0.0,5.9998363747795125,5.9998363747795125
346,5.999836370733977,0.0,5.999836370733977,5.999836370733977
347,5.999836366688492,0.0,5.999836366688492,5.999836366688492
348,5.99983636264306,0.0,5.99983636264306,5.99983636264306
349,5.999836358597674,0.0,5.999836358597674,5.999836358597674
350,5.999836354552342,0.0,5.999836354552342,5.999836354552342
351,5.999836350507058,0.0,5.999836350507058,5.999836350507058
352,5.999836346461827,0.0,5.999836346461827,5.999836346461827
353,5.9998363424166445,0.0,5.9998363424166445,5.9998363424166445
354,5.999836338371516,0.0,5.999836338371516,5.999836338371516
355,5.999836334326437,0.0,5.999836334326437,5.999836334326437
356,5.999836330281407,0.0,5.999836330281407,5.999836330281407
357,5.999836326236428,0.0,5.999836326236428,5.999836326236428
358,5.9998363221914985,0.0,5.9998363221914985,5.9998363221914985
359,5.999836318146622,0.0,5.999836318146622,5.999836318146622
360,5.999836314101795,0.0,5.999836314101795,5.999836314101795
361,5.9998363100570185,0.0,5.9998363100570185,5.9998363100570185
362,5.999836306012292,0.0,5.999836306012292,5.999836306012292
363,5.999836301967617,0.0,5.999836301967617,5.999836301967617
364,5.999836297922992,0.0,5.999836297922992,5.999836297922992
365,5.999836293878418,0.0,5.999836293878418,5.999836293878418
366,5.999836289833895,0.0,5.999836289833895,5.999836289833895
367,5.999836285789421,0.0,5.999836285789421,5.999836285789421
368,5.999836281744999,0.0,5.999836281744999,5.999836281744999
369,5.999836277700628,0.0,5.999836277700628,5.999836277700628
370,5.999836273656306,0.0,5.999836273656306,5.999836273656306
371,5.999836269612037,0.0,5.999836269612037,5.999836269612037
372,5.999836265567817,0.0,5.999836265567817,5.999836265567817
373,5.999836261523646,0.0,5.999836261523646,5.999836261523646
374,5.999836257479526,0.0,5.999836257479526,5.999836257479526
375,5.9998362534354595,0.0,5.9998362534354595,5.9998362534354595
376,5.999836249391441,0.0,5.999836249391441,5.999836249391441
377,5.999836245347474,0.0,5.999836245347474,5.999836245347474
378,5.999836241303558,0.0,5.999836241303558,5.999836241303558
379,5.999836237259693,0.0,5.999836237259693,5.999836237259693
380,5.999836233215876,0.0,5.999836233215876,5.999836233215876
381,5.999836229172113,0.0,5.999836229172113,5.999836229172113
382,5.999836225128396,0.0,5.999836225128396,5.999836225128396
383,5.999836221084734,0.0,5.999836221084734,5.999836221084734
384,5.999836217041123,0.0,5.999836217041123,5.999836217041123
385,5.999836212997558,0.0,5.999836212997558,5.999836212997558
386,5.999836208954046,0.0,5.999836208954046,5.999836208954046
387,5.999836204910585,0.0,5.999836204910585,5.999836204910585
388,5.999836200867174,0.0,5.999836200867174,5.999836200867174
389,5.999836196823814,0.0,5.999836196823814,5.999836196823814
390,5.999836192780505,0.0,5.999836192780505,5.999836192780505
391,5.9998361887372464,0.0,5.9998361887372464,5.9998361887372464
392,5.999836184694038,0.0,5.999836184694038,5.999836184694038
393,5.999836180650879,0.0,5.999836180650879,5.999836180650879
394,5.999836176607772,0.0,5.999836176607772,5.999836176607772
395,5.999836172564715,0.0,5.999836172564715,5.999836172564715
396,5.999836168521709,0.0,5.999836168521709,5.999836168521709
397,5.999836164478754,0.0,5.999836164478754,5.999836164478754
398,5.999836160435849,0.0,5.999836160435849,5.999836160435849
399,5.999836156392994,0.0,5.999836156392994,5.999836156392994
400,5.9998361523501895,0.0,5.9998361523501895,5.9998361523501895
401,5.999836148307436,0.0,5.999836148307436,5.999836148307436
402,5.999836144264735,0.0,5.999836144264735,5.999836144264735
403,5.999836140222081,0.0,5.999836140222081,5.999836140222081
404,5.99983613617948,0.0,5.99983613617948,5.99983613617948
405,5.999836132136929,0.0,5.999836132136929,5.999836132136929
406,5.999836128094429,0.0,5.999836128094429,5.999836128094429
407,5.999836124051978,0.0,5.999836124051978,5.999836124051978
408,5.999836120009579,0.0,5.999836120009579,5.999836120009579
409,5.99983611596723,0.0,5.99983611596723,5.99983611596723
410,5.999836111924932,0.0,5.999836111924932,5.999836111924932
411,5.999836107882683,0.0,5.999836107882683,5.999836107882683
412,5.999836103840486,0.0,5.999836103840486,5.999836103840486
413,5.9998360997983395,0.0,5.9998360997983395,5.9998360997983395
414,5.999836095756243,0.0,5.999836095756243,5.999836095756243
415,5.999836091714197,0.0,5.999836091714197,5.999836091714197
416,5.999836087672203,0.0,5.999836087672203,5.999836087672203
417,5.999836083630258,0.0,5.999836083630258,5.999836083630258
418,5.9998360795883645,0.0,5.9998360795883645,5.9998360795883645
419,5.999836075546521,0.0,5.999836075546521,5.999836075546521
420,5.999836071504729,0.0,5.999836071504729,5.999836071504729
421,5.9998360674629865,0.0,5.9998360674629865,5.9998360674629865
422,5.999836063421293,0.0,5.999836063421293,5.999836063421293
423,5.9998360593796525,0.0,5.9998360593796525,5.9998360593796525
424,5.999836055338062,0.0,5.999836055338062,5.999836055338062
425,5.999836051296523,0.0,5.999836051296523,5.999836051296523
426,5.999836047255032,0.0,5.999836047255032,5.999836047255032
427,5.999836043213593,0.0,5.999836043213593,5.999836043213593
428,5.999836039172204,0.0,5.999836039172204,5.999836039172204
429,5.999836035130867,0.0,5.999836035130867,5.999836035130867
430,5.999836031089581,0.0,5.999836031089581,5.999836031089581
431,5.999836027048344,0.0,5.999836027048344,5.999836027048344
432,5.999836023007156,0.0,5.999836023007156,5.999836023007156
433,5.999836018966021,0.0,5.999836018966021,5.999836018966021
434,5.999836014924935,0.0,5.999836014924935,5.999836014924935
435,5.999836010883899,0.0,5.999836010883899,5.999836010883899
436,5.999836006842916,0.0,5.999836006842916,5.999836006842916
437,5.999836002801983,0.0,5.999836002801983,5.999836002801983
438,5.9998359987611005,0.0,5.9998359987611005,5.9998359987611005
439,5.999835994720266,0.0,5.999835994720266,5.999835994720266
440,5.999835990679486,0.0,5.999835990679486,5.999835990679486
441,5.999835986638755,0.0,5.999835986638755,5.999835986638755
442,5.999835982598073,0.0,5.999835982598073,5.999835982598073
443,5.999835978557443,0.0,5.999835978557443,5.999835978557443
444,5.999835974516863,0.0,5.999835974516863,5.999835974516863
445,5.999835970476331,0.0,5.999835970476331,5.999835970476331
446,5.999835966435854,0.0,5.999835966435854,5.999835966435854
447,5.999835962395425,0.0,5.999835962395425,5.999835962395425
448,5.999835958355048,0.0,5.999835958355048,5.999835958355048
449,5.99983595431472,0.0,5.99983595431472,5.99983595431472
450,5.999835950274442,0.0,5.999835950274442,5.999835950274442
451,5.999835946234217,0.0,5.999835946234217,5.999835946234217
452,5.999835942194042,0.0,5.999835942194042,5.999835942194042
453,5.999835938153916,0.0,5.999835938153916,5.999835938153916
454,5.999835934113842,0.0,5.999835934113842,5.999835934113842
455,5.999835930073818,0.0,5.999835930073818,5.999835930073818
456,5.9998359260338425,0.0,5.9998359260338425,5.9998359260338425
457,5.999835921993921,0.0,5.999835921993921,5.999835921993921
458,5.999835917954048,0.0,5.999835917954048,5.999835917954048
