iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4879.839402052111,0.0,4879.839402052356,4879.839402052356,[0.00484814 0.00174464 0.00801091]
1,4879.829627529275,0.0,4879.829627529451,4879.829627529451,[0.00481522 0.00202215 0.00814643]
2,4879.82002352182,0.0,4879.820023522027,4879.820023522027,[0.00478238 0.00229734 0.00828049]
3,4879.810586979513,0.0,4879.81058697981,4879.81058697981,[0.00474961 0.00257023 0.00841311]
4,4879.80131490778,0.0,4879.801314907811,4879.801314907811,[0.00471692 0.00284083 0.0085443 ]
5,4879.792204366659,0.0,4879.792204367235,4879.792204367235,[0.00468431 0.00310918 0.00867407]
6,4879.783252469795,0.0,4879.783252469665,4879.783252469665,[0.00465177 0.00337528 0.00880243]
7,4879.7744563834285,0.0,4879.774456383659,4879.774456383659,[0.0046193  0.00363916 0.00892942]
8,4879.765813325434,0.0,4879.7658133254245,4879.7658133254245,[0.00458691 0.00390083 0.00905502]
9,4879.757320564338,0.0,4879.757320564406,4879.757320564406,[0.0045546  0.00416032 0.00917927]
10,4879.748975418413,0.0,4879.748975418829,4879.748975418829,[0.00452236 0.00441765 0.00930217]
11,4879.7407752547115,0.0,4879.740775255028,4879.740775255028,[0.0044902  0.00467283 0.00942374]
12,4879.73271748819,0.0,4879.732717487954,4879.732717487954,[0.0044581  0.00492588 0.00954399]
13,4879.724799580805,0.0,4879.724799580836,4879.724799580836,[0.00442609 0.00517682 0.00966294]
14,4879.717019040654,0.0,4879.717019040552,4879.717019040552,[0.00439414 0.00542568 0.00978059]
15,4879.709373421113,0.0,4879.7093734211685,4879.7093734211685,[0.00436227 0.00567246 0.00989696]
16,4879.701860319988,0.0,4879.701860320027,4879.701860320027,[0.00433048 0.00591718 0.01001207]
17,4879.694477378711,0.0,4879.694477378775,4879.694477378775,[0.00429875 0.00615988 0.01012592]
18,4879.687222281509,0.0,4879.687222281573,4879.687222281573,[0.0042671  0.00640055 0.01023853]
19,4879.680092754648,0.0,4879.680092754648,4879.680092754648,[0.00423552 0.00663922 0.01034992]
20,4879.673086565612,0.0,4879.673086565759,4879.673086565759,[0.00420402 0.0068759  0.01046009]
21,4879.666201522378,0.0,4879.666201521977,4879.666201521977,[0.00417258 0.00711062 0.01056905]
22,4879.659435472635,0.0,4879.659435472341,4879.659435472341,[0.00414122 0.0073434  0.01067683]
23,4879.652786303077,0.0,4879.652786303029,4879.652786303029,[0.00410993 0.00757423 0.01078343]
24,4879.64625193867,0.0,4879.6462519388515,4879.6462519388515,[0.00407871 0.00780316 0.01088885]
25,4879.639830341952,0.0,4879.639830342216,4879.639830342216,[0.00404756 0.00803018 0.01099313]
26,4879.633519512323,0.0,4879.633519512261,4879.633519512261,[0.00401649 0.00825532 0.01109626]
27,4879.627317485398,0.0,4879.627317485072,4879.627317485072,[0.00398548 0.00847859 0.01119826]
28,4879.621222332297,0.0,4879.621222332249,4879.621222332249,[0.00395455 0.00870002 0.01129913]
29,4879.61523215903,0.0,4879.615232158626,4879.615232158626,[0.00392368 0.00891961 0.0113989 ]
30,4879.609345105826,0.0,4879.609345105942,4879.609345105942,[0.00389289 0.00913738 0.01149758]
31,4879.6035593465185,0.0,4879.603559346557,4879.603559346557,[0.00386216 0.00935335 0.01159516]
32,4879.597873087923,0.0,4879.597873087791,4879.597873087791,[0.00383151 0.00956753 0.01169167]
33,4879.592284569229,0.0,4879.592284568667,4879.592284568667,[0.00380093 0.00977994 0.01178711]
34,4879.586792061404,0.0,4879.58679206138,4879.58679206138,[0.00377041 0.00999059 0.01188151]
35,4879.581393866611,0.0,4879.5813938667,4879.5813938667,[0.00373997 0.0101995  0.01197485]
36,4879.576088317638,0.0,4879.576088317595,4879.576088317595,[0.00370959 0.01040669 0.01206717]
37,4879.570873777326,0.0,4879.570873777637,4879.570873777637,[0.00367928 0.01061216 0.01215846]
38,4879.565748638023,0.0,4879.565748638241,4879.565748638241,[0.00364904 0.01081594 0.01224875]
39,4879.560711321052,0.0,4879.560711321266,4879.560711321266,[0.00361887 0.01101804 0.01233803]
40,4879.555760276164,0.0,4879.555760276395,4879.555760276395,[0.00358877 0.01121847 0.01242632]
41,4879.550893981021,0.0,4879.550893980761,4879.550893980761,[0.00355874 0.01141724 0.01251363]
