doc_id,Gender,judgement,GT_score,InferredGender
1469,0,-0.0456254423624477,7.89e-05,0
1094,0,-0.0456255017503924,8.18e-05,0
4338,1,-0.0456256195646684,5.98e-05,1
3672,1,-0.0456256266551527,6.56e-05,1
3159,1,-0.0456256296688178,6.91e-05,1
46,0,-0.0487601504387622,0.000103681,0
505,0,-0.0487602000335787,8.84e-05,0
2443,0,-0.0487602231873065,7.3e-05,0
2032,1,-0.0487603003311403,7.53e-05,1
1449,1,-0.0487603248438302,7.9e-05,1
2199,0,-0.0487603321378539,7.42e-05,0
2981,0,-0.0487603574790745,7.01e-05,0
3794,1,-0.0487604105194372,6.47e-05,1
4973,1,-0.048760490963137,5.19e-05,1
101,0,-0.0518949447107992,9.86e-05,0
1259,0,-0.0518950328984175,8.06e-05,0
661,0,-0.0518950349536407,8.63e-05,0
415,0,-0.0518950461276863,8.99e-05,0
344,1,-0.0518950517943213,9.12e-05,1
1291,0,-0.0518950532749895,8.03e-05,0
2888,0,-0.0518950617632197,7.05e-05,0
715,0,-0.0518950883863711,8.56e-05,0
3299,1,-0.0518950952741408,6.81e-05,1
3044,1,-0.0518951225610109,6.97e-05,1
2958,0,-0.0518951425323589,7.02e-05,0
2426,0,-0.0518951693967835,7.31e-05,0
2191,0,-0.0518951794563557,7.43e-05,0
3615,1,-0.0518952089014793,6.6e-05,1
4711,1,-0.0518952420773134,5.59e-05,1
4989,1,-0.0518952748564292,5.17e-05,1
5005,1,-0.0518953309177434,5.15e-05,1
16,0,-0.0550297239360051,0.000110254,0
37,0,-0.0550297507998243,0.000104855,0
32,0,-0.055029772597465,0.000105585,0
31,0,-0.0550297734328439,0.00010563,0
112,0,-0.055029809031253,9.83e-05,0
623,0,-0.0550298386132762,8.68e-05,0
760,0,-0.0550298402975599,8.51e-05,0
231,0,-0.055029844796802,9.38e-05,0
475,0,-0.0550298458457617,8.88e-05,0
532,1,-0.0550298486361475,8.8e-05,1
703,1,-0.0550298539534092,8.58e-05,1
403,0,-0.055029854458859,9.02e-05,0
526,0,-0.0550298641725264,8.81e-05,0
3392,0,-0.0550298657702632,6.75e-05,0
2124,0,-0.0550298778405577,7.47e-05,0
689,0,-0.0550298837689276,8.6e-05,0
1435,1,-0.055029885195127,7.92e-05,1
1393,0,-0.0550298873947212,7.95e-05,0
1616,1,-0.0550299013400599,7.79e-05,1
4187,1,-0.0550299144362086,6.13e-05,1
3403,1,-0.0550299312001936,6.74e-05,1
3440,1,-0.0550299337288128,6.72e-05,1
2516,1,-0.0550299405844898,7.26e-05,1
2729,1,-0.0550299473444252,7.13e-05,1
2369,1,-0.0550299496328204,7.33e-05,1
2037,1,-0.0550299512809163,7.52e-05,1
3365,1,-0.055029955281041,6.77e-05,1
4624,0,-0.0550299836835643,5.69e-05,0
3599,1,-0.0550300035549075,6.61e-05,1
3706,1,-0.0550300049871541,6.54e-05,1
4670,1,-0.055030012363254,5.64e-05,1
4733,1,-0.0550300339633197,5.57e-05,1
4401,0,-0.0550300448787359,5.92e-05,0
4789,1,-0.0550300487743222,5.49e-05,1
4570,1,-0.0550300593265113,5.75e-05,1
4615,1,-0.0550300777887607,5.69e-05,1
4408,0,-0.0550300805938309,5.91e-05,0
24,0,-0.0581644623424843,0.00010694,0
18,0,-0.0581645262602295,0.000109926,0
339,0,-0.058164590292319,9.13e-05,0
82,0,-0.058164601951015,0.0001,0
157,0,-0.0581646126800492,9.63e-05,0
92,0,-0.0581646167545714,9.95e-05,0
1298,0,-0.058164635683339,8.02e-05,0
240,0,-0.0581646479433166,9.37e-05,0
317,0,-0.0581646492833032,9.2e-05,0
334,1,-0.0581646746102932,9.15e-05,1
4159,1,-0.0581646787369382,6.16e-05,1
745,0,-0.0581646792804155,8.53e-05,0
1249,1,-0.0581646860040692,8.07e-05,1
1036,0,-0.0581646884649781,8.23e-05,0
830,1,-0.0581646933104864,8.42e-05,1
1482,1,-0.058164718646251,7.89e-05,1
1385,1,-0.0581647256646399,7.95e-05,1
1408,0,-0.0581647277563809,7.93e-05,0
3533,0,-0.058164738206945,6.66e-05,0
2337,0,-0.0581647494817474,7.35e-05,0
2490,1,-0.0581647577476234,7.27e-05,1
2797,1,-0.0581647743923305,7.1e-05,1
1810,1,-0.0581647791465447,7.67e-05,1
2437,1,-0.058164780513618,7.3e-05,1
2240,0,-0.0581647825514503,7.4e-05,0
2954,1,-0.0581647826821255,7.02e-05,1
2773,1,-0.0581647836584699,7.11e-05,1
3098,1,-0.0581648007576889,6.95e-05,1
3723,1,-0.0581648020140187,6.52e-05,1
3212,1,-0.0581648199517409,6.87e-05,1
4215,1,-0.0581648414897103,6.1e-05,1
4791,1,-0.0581648554985127,5.49e-05,1
4438,1,-0.0581648674928146,5.88e-05,1
4217,1,-0.0581648694109406,6.1e-05,1
3601,0,-0.0581648700710187,6.61e-05,0
4769,1,-0.0581648887821514,5.52e-05,1
5054,1,-0.0581648942047796,5.05e-05,1
4864,1,-0.0581648961479737,5.38e-05,1
26,0,-0.0612993305074229,0.000106633,0
222,0,-0.0612993665795714,9.41e-05,0
1023,0,-0.0612993680075881,8.25e-05,0
69,0,-0.0612993708497976,0.00010101,0
170,0,-0.0612993875926875,9.57e-05,0
1063,0,-0.0612993913695328,8.2e-05,0
113,0,-0.0612994162417158,9.83e-05,0
200,0,-0.0612994177034164,9.47e-05,0
55,0,-0.0612994210645966,0.000102627,0
1510,0,-0.0612994258580679,7.87e-05,0
561,0,-0.0612994270421581,8.78e-05,0
307,0,-0.0612994347164179,9.22e-05,0
445,1,-0.0612994538393152,8.93e-05,1
191,0,-0.0612994562446775,9.51e-05,0
1856,0,-0.0612994856734575,7.64e-05,0
229,0,-0.0612994861181684,9.39e-05,0
711,1,-0.0612994869089197,8.57e-05,1
1448,1,-0.0612995033436361,7.91e-05,1
2062,1,-0.0612995072992436,7.51e-05,1
1434,1,-0.0612995132695007,7.92e-05,1
1567,1,-0.0612995259669484,7.83e-05,1
2460,1,-0.061299527255898,7.29e-05,1
1026,1,-0.0612995285468723,8.25e-05,1
1647,1,-0.0612995337993482,7.78e-05,1
3595,0,-0.0612995366033985,6.62e-05,0
1335,1,-0.0612995403016135,7.99e-05,1
2519,1,-0.0612995422035871,7.25e-05,1
2626,1,-0.0612995448895277,7.19e-05,1
2285,1,-0.0612995482309842,7.38e-05,1
1611,1,-0.0612995494605899,7.8e-05,1
1618,1,-0.061299553137647,7.79e-05,1
1931,1,-0.0612995534041145,7.59e-05,1
3257,1,-0.0612995548879032,6.84e-05,1
2636,1,-0.0612995616553893,7.19e-05,1
2644,1,-0.0612995656095597,7.18e-05,1
2489,1,-0.0612995830562392,7.28e-05,1
2942,1,-0.0612995867339964,7.03e-05,1
1855,1,-0.0612995914312066,7.64e-05,1
4007,1,-0.0612996005149046,6.29e-05,1
3124,0,-0.0612996101209814,6.93e-05,0
3681,0,-0.0612996111670044,6.55e-05,0
3210,0,-0.0612996139208961,6.87e-05,0
3921,1,-0.0612996183682303,6.36e-05,1
3108,1,-0.0612996210354382,6.94e-05,1
3354,1,-0.0612996218450642,6.78e-05,1
4067,1,-0.0612996321105338,6.24e-05,1
3246,1,-0.061299635692959,6.85e-05,1
2831,1,-0.0612996363394807,7.08e-05,1
4111,1,-0.0612996390464744,6.2e-05,1
3803,1,-0.0612996450786493,6.46e-05,1
4517,0,-0.0612996512731329,5.81e-05,0
4631,1,-0.0612996522811365,5.68e-05,1
2910,1,-0.0612996533411881,7.04e-05,1
4400,1,-0.0612996654115611,5.92e-05,1
4278,1,-0.0612996687585212,6.05e-05,1
4568,1,-0.0612996761646578,5.75e-05,1
4212,1,-0.0612996769757799,6.1e-05,1
4921,1,-0.0612996888432387,5.28e-05,1
4751,0,-0.0612996894399706,5.54e-05,0
4725,1,-0.061299693510402,5.58e-05,1
4883,0,-0.0612996970728939,5.34e-05,0
219,0,-0.0644341605880154,9.43e-05,0
48,0,-0.0644341963022385,0.000103584,0
1128,0,-0.0644342016445579,8.15e-05,0
442,0,-0.0644342082032645,8.94e-05,0
181,0,-0.0644342275219456,9.53e-05,0
342,0,-0.0644342297538142,9.13e-05,0
337,0,-0.0644342329967198,9.14e-05,0
81,0,-0.0644342452635769,0.00010001,0
85,0,-0.0644342458637865,9.98e-05,0
1047,0,-0.0644342606511223,8.22e-05,0
188,0,-0.0644342629351628,9.51e-05,0
410,0,-0.06443426327693,9e-05,0
2540,0,-0.0644342641855535,7.24e-05,0
1316,0,-0.0644342657713407,8e-05,0
705,0,-0.064434266014992,8.58e-05,0
433,1,-0.0644342672372656,8.96e-05,1
177,0,-0.0644342673677129,9.54e-05,0
641,1,-0.0644342678273696,8.66e-05,1
884,0,-0.0644342689884105,8.36e-05,0
313,1,-0.0644342698587056,9.2e-05,1
347,0,-0.0644342700292274,9.11e-05,0
587,1,-0.0644342755847739,8.74e-05,1
1722,0,-0.0644342756808096,7.72e-05,0
1061,0,-0.0644342778386829,8.21e-05,0
708,1,-0.0644342810752387,8.57e-05,1
525,1,-0.0644342847504879,8.81e-05,1
537,0,-0.0644342854975321,8.8e-05,0
579,1,-0.0644342897022249,8.75e-05,1
870,1,-0.0644343101095307,8.38e-05,1
1309,0,-0.0644343147354425,8.01e-05,0
727,1,-0.0644343168517943,8.55e-05,1
1653,1,-0.0644343179923157,7.77e-05,1
3261,1,-0.0644343227212555,6.83e-05,1
1612,0,-0.0644343235531912,7.8e-05,0
2331,0,-0.0644343253826802,7.35e-05,0
846,1,-0.064434326055403,8.4e-05,1
2857,1,-0.0644343361566534,7.07e-05,1
1784,1,-0.0644343365257454,7.69e-05,1
1358,1,-0.0644343366521365,7.97e-05,1
805,1,-0.0644343369150749,8.45e-05,1
1999,0,-0.0644343400339276,7.55e-05,0
4094,1,-0.0644343422432407,6.21e-05,1
803,1,-0.0644343441286019,8.45e-05,1
1076,1,-0.064434346278752,8.19e-05,1
908,1,-0.0644343485687513,8.35e-05,1
2164,1,-0.0644343509062651,7.45e-05,1
2284,1,-0.0644343518707479,7.38e-05,1
1474,1,-0.0644343548801677,7.89e-05,1
1892,1,-0.0644343555621603,7.61e-05,1
867,1,-0.0644343559770859,8.38e-05,1
1908,1,-0.0644343568896431,7.6e-05,1
1670,1,-0.0644343597322204,7.76e-05,1
2442,1,-0.0644343600000318,7.3e-05,1
1578,1,-0.0644343609081474,7.82e-05,1
3264,1,-0.0644343631593802,6.83e-05,1
2459,1,-0.0644343637654224,7.29e-05,1
1594,1,-0.0644343655299881,7.81e-05,1
2600,1,-0.0644343683232178,7.21e-05,1
3314,1,-0.0644343698632262,6.8e-05,1
1767,1,-0.0644343820407428,7.7e-05,1
