Position,NDCG
1,0.43702503480225463
2,0.4498262527782487
3,0.4310260994093187
4,0.42301805563108646
5,0.4116811387275341
6,0.4165038275108543
7,0.4261207850950809
8,0.4370064021862007
9,0.44693829697766574
10,0.4473239371384777
11,0.4411841449429367
12,0.4450201911452297
13,0.43858418309785885
14,0.43611882775002436
15,0.45141707423679306
16,0.4630611221654523
17,0.47044273925857916
18,0.4717779493965824
19,0.4736591971741719
20,0.47797258871832904
21,0.4801956422173238
22,0.4819872249848675
23,0.48436476520309063
24,0.4859320771055213
25,0.4812493417931817
26,0.482176864623108
27,0.4811616507753855
28,0.4780852813527976
29,0.4714414344894421
30,0.467289278824709
31,0.46184035782065413
32,0.456262131217503
33,0.4623206387259784
34,0.46876084235074245
35,0.4708535051053765
36,0.47469639612885145
37,0.47760830842570645
38,0.481041774020656
39,0.4805388992881735
40,0.4826486434034834
41,0.48435660475903725
42,0.4847697974405995
43,0.48462902496838967
44,0.48173505564518904
45,0.4802178796194651
46,0.4779953562076907
47,0.47513867603992066
48,0.4716976026525005
49,0.4683699066737665
50,0.4648065885335999
51,0.4624739193413058
52,0.4663088284244221
53,0.46919601333586447
54,0.469309342972681
55,0.47130330729992204
56,0.4736045137146837
57,0.4753432795664464
58,0.4781102837060801
59,0.47881881986392505
60,0.478310376480393
61,0.4795653382847753
62,0.4811576810791932
63,0.48255800575739116
64,0.4817534492532342
65,0.48139667618920123
66,0.4800849863569018
67,0.4793397263063069
68,0.4770305703641758
69,0.47551569227817814
70,0.47360269585527426
71,0.47209381392766653
72,0.469919176964143
73,0.46867064489592
74,0.4661174811053807
75,0.4635557416978611
76,0.46055250436552087
77,0.4579261581828831
78,0.4593254933255671
79,0.4616420599622857
80,0.46248243678450596
81,0.4634950210545906
82,0.4644972238903876
83,0.4663177596451722
84,0.4680825537655121
85,0.46936581380022274
86,0.46940967515303883
87,0.4701794542413887
88,0.4714326829716682
89,0.4717870461204951
90,0.4726946737714622
91,0.4735054891962139
92,0.4736384258713784
93,0.47278826690797626
