Percent Unidentifiable,Accuracy Excluding Unidentifiable Results,Accuracy Including Unidentifiable Results,Percent of Females Unidentified,Percent of Males Unidentified,Overall Accuracy
,,,,,,
992,0.237903226,0.993386243,0.757056452,0.343220339,0.656779661,0.838709677
