doc_id,Gender,judgement,GT_score
8,0,0.2220425776383046,21606
9,1,0.21960063203024024,21247
1,0,0.192649480678438,36928
3,0,0.16640847857628976,26931
10,1,0.16037954642103375,20497
4,1,0.15176767871760394,26710
5,0,0.14245678432629577,23757
2,0,0.1393600510767748,33953
6,0,0.1142545178327842,23149
7,0,0.09471198187615584,21791
