doc_id,Gender,judgement,GT_score
1,0,0.29942732665918315,36928
8,0,0.2772619949266829,21606
2,0,0.2614994686150158,33953
9,1,0.25500958831923437,21247
5,0,0.2522310792740393,23757
3,0,0.24635163166925492,26931
6,0,0.20502536420006287,23149
7,0,0.19770839079079036,21791
4,1,0.19480292835821827,26710
10,1,0.1690279789528362,20497
