iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,21061.310077185106,nan,nan,21061.310077185648,"[0.00301899 0.00431298 0.00322497 0.00949099 0.0076744  0.00080889
 0.00344655 0.00026609]"
1,21061.267295414353,nan,nan,21061.26729540808,"[0.00301899 0.00366527 0.00322499 0.00949099 0.00767441 0.00080889
 0.00344655 0.0002661 ]"
2,21061.22561426663,nan,nan,21061.22561426192,"[0.00301899 0.00302594 0.00322501 0.009491   0.00767442 0.00080889
 0.00344656 0.0002661 ]"
3,21061.1850053423,nan,nan,21061.18500534692,"[0.00301899 0.0023949  0.00322503 0.00949101 0.00767442 0.0008089
 0.00344656 0.0002661 ]"
4,21061.145440977612,nan,nan,21061.145440989134,"[0.00301899 0.00177202 0.00322504 0.00949102 0.00767443 0.0008089
 0.00344657 0.00026611]"
5,21061.10689422554,nan,nan,21061.106894223947,"[0.00301899 0.0011572  0.00322506 0.00949103 0.00767443 0.00080891
 0.00344657 0.00026611]"
6,21061.069338837042,nan,nan,21061.06933883687,"[0.00301899 0.00055034 0.00322508 0.00949104 0.00767444 0.00080891
 0.00344658 0.00026611]"
7,21061.032749242953,nan,nan,21061.03274923685,"[ 3.01898827e-03 -4.86661441e-05  3.22509529e-03  9.49104719e-03
  7.67444614e-03  8.08918263e-04  3.44658035e-03  2.66116190e-04]"
8,21060.997100536202,nan,nan,21060.997100537985,"[ 0.00301899 -0.00063992  0.00322511  0.00949106  0.00767445  0.00080892
  0.00344658  0.00026612]"
9,21060.96236845466,nan,nan,21060.96236845141,"[ 0.00301899 -0.00122353  0.00322513  0.00949106  0.00767446  0.00080893
  0.00344659  0.00026612]"
10,21060.928529364257,nan,nan,21060.92852935859,"[ 0.00301899 -0.00179958  0.00322515  0.00949107  0.00767446  0.00080893
  0.00344659  0.00026613]"
11,21060.89556024272,nan,nan,21060.895560235036,"[ 0.00301899 -0.00236818  0.00322516  0.00949108  0.00767447  0.00080894
  0.0034466   0.00026613]"
12,21060.86343866358,nan,nan,21060.86343866384,"[ 0.00301899 -0.00292943  0.00322518  0.00949109  0.00767448  0.00080894
  0.0034466   0.00026613]"
13,21060.832142780666,nan,nan,21060.832142779036,"[ 0.00301899 -0.00348341  0.0032252   0.0094911   0.00767448  0.00080895
  0.00344661  0.00026614]"
14,21060.801651313155,nan,nan,21060.801651314785,"[ 0.00301899 -0.00403023  0.00322522  0.00949111  0.00767449  0.00080895
  0.00344661  0.00026614]"
15,21060.771943530606,nan,nan,21060.771943523607,"[ 0.00301899 -0.00456998  0.00322523  0.00949112  0.00767449  0.00080896
  0.00344662  0.00026614]"
16,21060.742999238944,nan,nan,21060.742999237595,"[ 0.00301899 -0.00510274  0.00322525  0.00949113  0.0076745   0.00080896
  0.00344662  0.00026615]"
17,21060.71479876626,nan,nan,21060.714798774516,"[ 0.00301899 -0.00562862  0.00322527  0.00949113  0.00767451  0.00080896
  0.00344662  0.00026615]"
18,21060.687322949387,nan,nan,21060.68732295571,"[ 0.00301899 -0.0061477   0.00322528  0.00949114  0.00767451  0.00080897
  0.00344663  0.00026615]"
19,21060.660553120615,nan,nan,21060.660553130478,"[ 0.00301899 -0.00666006  0.0032253   0.00949115  0.00767452  0.00080897
  0.00344663  0.00026616]"
20,21060.634471094876,nan,nan,21060.634471101635,"[ 0.00301899 -0.0071658   0.00322532  0.00949116  0.00767452  0.00080898
  0.00344664  0.00026616]"
21,21060.609059157166,nan,nan,21060.609059159167,"[ 0.00301899 -0.007665    0.00322534  0.00949117  0.00767453  0.00080898
  0.00344664  0.00026616]"
22,21060.584300050272,nan,nan,21060.584300054867,"[ 0.00301899 -0.00815775  0.00322535  0.00949118  0.00767454  0.00080899
  0.00344665  0.00026617]"
23,21060.560176963005,nan,nan,21060.56017695767,"[ 0.00301899 -0.00864413  0.00322537  0.00949119  0.00767454  0.00080899
  0.00344665  0.00026617]"
24,21060.53667351853,nan,nan,21060.536673521838,"[ 0.00301899 -0.00912422  0.00322539  0.0094912   0.00767455  0.000809
  0.00344665  0.00026617]"
25,21060.513773763152,nan,nan,21060.51377375798,"[ 0.00301899 -0.0095981   0.0032254   0.0094912   0.00767455  0.000809
  0.00344666  0.00026617]"
26,21060.491462155245,nan,nan,21060.491462160644,"[ 0.00301899 -0.01006586  0.00322542  0.00949121  0.00767456  0.00080901
  0.00344666  0.00026618]"
27,21060.46972355468,nan,nan,21060.469723555143,"[ 0.00301899 -0.01052758  0.00322544  0.00949122  0.00767457  0.00080901
  0.00344667  0.00026618]"
28,21060.44854321227,nan,nan,21060.44854322167,"[ 0.00301899 -0.01098333  0.00322545  0.00949123  0.00767457  0.00080901
  0.00344667  0.00026618]"
29,21060.427906759727,nan,nan,21060.427906764522,"[ 0.00301899 -0.01143319  0.00322547  0.00949124  0.00767458  0.00080902
  0.00344668  0.00026619]"
30,21060.407800199744,nan,nan,21060.407800205827,"[ 0.00301899 -0.01187723  0.00322549  0.00949125  0.00767458  0.00080902
  0.00344668  0.00026619]"
31,21060.3882098964,nan,nan,21060.388209907942,"[ 0.00301899 -0.01231554  0.00322551  0.00949126  0.00767459  0.00080903
  0.00344669  0.00026619]"
32,21060.36912256573,nan,nan,21060.369122556334,"[ 0.00301899 -0.01274819  0.00322552  0.00949126  0.00767459  0.00080903
  0.00344669  0.0002662 ]"
