iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4933.182697534776,0.0,4933.18269753514,4933.18269753514,"[2.64796555e-03 9.63759983e-03 6.63633816e-05 4.29715225e-03
 8.31450203e-03]"
1,4933.17333830725,0.0,4933.173338307249,4933.173338307249,"[2.71143922e-03 9.61736818e-03 2.64903909e-05 4.00837876e-03
 8.25239200e-03]"
2,4933.164021232367,0.0,4933.164021232807,4933.164021232807,"[ 2.77480938e-03  9.59716560e-03 -1.33221424e-05  3.72028038e-03
  8.19037367e-03]"
3,4933.154746100357,0.0,4933.154746100554,4933.154746100554,"[ 2.83807624e-03  9.57699203e-03 -5.30743807e-05  3.43285525e-03
  8.12844682e-03]"
4,4933.145512702622,0.0,4933.145512702571,4933.145512702571,"[ 2.90123999e-03  9.55684737e-03 -9.27664859e-05  3.14610153e-03
  8.06661122e-03]"
5,4933.13632083172,0.0,4933.136320831473,4933.136320831473,[ 0.0029643   0.00953673 -0.0001324   0.00286002  0.00800487]
6,4933.127170281377,0.0,4933.127170281972,4933.127170281972,[ 0.00302726  0.00951664 -0.00017197  0.0025746   0.00794321]
7,4933.1180608464565,0.0,4933.118060846605,4933.118060846605,[ 0.00309011  0.00949659 -0.00021148  0.00228985  0.00788165]
8,4933.10899232297,0.0,4933.108992322663,4933.108992322663,[ 0.00315287  0.00947656 -0.00025094  0.00200576  0.00782018]
9,4933.099964508063,0.0,4933.099964507709,4933.099964507709,[ 0.00321552  0.00945656 -0.00029033  0.00172234  0.00775879]
10,4933.0909772000105,0.0,4933.090977200068,4933.090977200068,[ 0.00327807  0.00943658 -0.00032967  0.00143958  0.0076975 ]
11,4933.082030198197,0.0,4933.082030198121,4933.082030198121,[ 0.00334052  0.00941664 -0.00036894  0.00115747  0.0076363 ]
12,4933.073123303135,0.0,4933.073123302901,4933.073123302901,[ 0.00340286  0.00939672 -0.00040816  0.00087602  0.00757519]
13,4933.064256316437,0.0,4933.064256316482,4933.064256316482,[ 0.00346511  0.00937683 -0.00044732  0.00059523  0.00751416]
14,4933.055429040811,0.0,4933.055429040765,4933.055429040765,[ 0.00352725  0.00935697 -0.00048642  0.00031509  0.00745323]
15,4933.046641280058,0.0,4933.046641279812,4933.046641279812,"[ 3.58929516e-03  9.33714291e-03 -5.25456574e-04  3.56045308e-05
  7.39238086e-03]"
16,4933.037892839069,0.0,4933.037892838804,4933.037892838804,[ 0.00365124  0.00931734 -0.00056444 -0.00024323  0.00733162]
17,4933.029183523811,0.0,4933.029183523978,4933.029183523978,[ 0.00371308  0.00929756 -0.00060336 -0.00052142  0.00727095]
18,4933.020513141324,0.0,4933.02051314126,4933.02051314126,[ 0.00377482  0.00927782 -0.00064223 -0.00079897  0.00721037]
19,4933.011881499706,0.0,4933.01188149952,4933.01188149952,[ 0.00383646  0.0092581  -0.00068104 -0.00107587  0.00714988]
20,4933.003288408125,0.0,4933.00328840791,4933.00328840791,[ 0.003898    0.0092384  -0.00071979 -0.00135212  0.00708948]
21,4932.994733676793,0.0,4932.994733676942,4932.994733676942,[ 0.00395945  0.00921874 -0.00075849 -0.00162774  0.00702916]
22,4932.986217116964,0.0,4932.986217116781,4932.986217116781,[ 0.00402079  0.0091991  -0.00079712 -0.00190271  0.00696893]
23,4932.97773854094,0.0,4932.977738541436,4932.977738541436,[ 0.00408203  0.00917949 -0.0008357  -0.00217705  0.00690879]
24,4932.969297762049,0.0,4932.969297761979,4932.969297761979,[ 0.00414318  0.00915991 -0.00087422 -0.00245075  0.00684873]
25,4932.9608945946475,0.0,4932.9608945951295,4932.9608945951295,[ 0.00420422  0.00914036 -0.00091269 -0.00272382  0.00678876]
26,4932.952528854106,0.0,4932.952528854345,4932.952528854345,[ 0.00426517  0.00912083 -0.0009511  -0.00299625  0.00672888]
27,4932.9442003568165,0.0,4932.944200356419,4932.944200356419,[ 0.00432602  0.00910133 -0.00098945 -0.00326806  0.00666909]
28,4932.935908920168,0.0,4932.935908920564,4932.935908920564,[ 0.00438677  0.00908185 -0.00102775 -0.00353923  0.00660938]
29,4932.9276543625565,0.0,4932.927654362451,4932.927654362451,[ 0.00444742  0.00906241 -0.00106599 -0.00380978  0.00654976]
30,4932.919436503369,0.0,4932.919436503304,4932.919436503304,[ 0.00450797  0.00904299 -0.00110417 -0.0040797   0.00649022]
31,4932.911255162983,0.0,4932.911255163054,4932.911255163054,[ 0.00456843  0.0090236  -0.0011423  -0.004349    0.00643077]
32,4932.903110162755,0.0,4932.903110162808,4932.903110162808,[ 0.00462879  0.00900423 -0.00118037 -0.00461768  0.0063714 ]
33,4932.895001325018,0.0,4932.895001325204,4932.895001325204,[ 0.00468905  0.00898489 -0.00121839 -0.00488573  0.00631212]
34,4932.886928473079,0.0,4932.886928472883,4932.886928472883,[ 0.00474921  0.00896558 -0.00125635 -0.00515317  0.00625292]
35,4932.878891431201,0.0,4932.8788914314755,4932.8788914314755,[ 0.00480928  0.00894629 -0.00129425 -0.00541999  0.00619381]
36,4932.870890024609,0.0,4932.870890024522,4932.870890024522,[ 0.00486925  0.00892704 -0.0013321  -0.00568619  0.00613479]
37,4932.862924079479,0.0,4932.862924079796,4932.862924079796,[ 0.00492912  0.0089078  -0.0013699  -0.00595178  0.00607584]
38,4932.854993422935,0.0,4932.854993422751,4932.854993422751,[ 0.0049889   0.0088886  -0.00140764 -0.00621675  0.00601699]
39,4932.847097883037,0.0,4932.8470978827645,4932.8470978827645,[ 0.00504858  0.00886942 -0.00144532 -0.00648112  0.00595821]
40,4932.839237288786,0.0,4932.839237289119,4932.839237289119,[ 0.00510817  0.00885026 -0.00148295 -0.00674487  0.00589952]
41,4932.831411470099,0.0,4932.831411470207,4932.831411470207,[ 0.00516766  0.00883114 -0.00152053 -0.00700802  0.00584092]
42,4932.823620257832,0.0,4932.823620258233,4932.823620258233,[ 0.00522705  0.00881204 -0.00155805 -0.00727057  0.00578239]
43,4932.815863483744,0.0,4932.8158634840665,4932.8158634840665,[ 0.00528635  0.00879296 -0.00159552 -0.0075325   0.00572395]
44,4932.8081409805145,0.0,4932.808140980603,4932.808140980603,[ 0.00534555  0.00877391 -0.00163293 -0.00779384  0.0056656 ]
45,4932.800452581727,0.0,4932.800452582293,4932.800452582293,[ 0.00540466  0.00875489 -0.00167029 -0.00805457  0.00560732]
46,4932.792798121863,0.0,4932.792798122015,4932.792798122015,[ 0.00546367  0.00873589 -0.0017076  -0.00831471  0.00554913]
47,4932.785177436299,0.0,4932.785177436413,4932.785177436413,[ 0.00552259  0.00871692 -0.00174485 -0.00857424  0.00549102]
48,4932.777590361305,0.0,4932.777590361166,4932.777590361166,[ 0.00558141  0.00869798 -0.00178205 -0.00883318  0.005433  ]
49,4932.770036734033,0.0,4932.7700367338775,4932.7700367338775,[ 0.00564014  0.00867906 -0.00181919 -0.00909153  0.00537506]
50,4932.762516392505,0.0,4932.762516392401,4932.762516392401,[ 0.00569878  0.00866016 -0.00185628 -0.00934928  0.00531719]
51,4932.755029175634,0.0,4932.755029175436,4932.755029175436,[ 0.00575732  0.00864129 -0.00189332 -0.00960644  0.00525941]
52,4932.7475749231835,0.0,4932.747574923297,4932.747574923297,[ 0.00581577  0.00862245 -0.00193031 -0.00986301  0.00520171]
53,4932.740153475792,0.0,4932.740153475723,4932.740153475723,[ 0.00587412  0.00860363 -0.00196724 -0.01011899  0.0051441 ]
54,4932.732764674945,0.0,4932.732764675028,4932.732764675028,[ 0.00593238  0.00858484 -0.00200412 -0.01037438  0.00508656]
55,4932.7254083629905,0.0,4932.725408362993,4932.725408362993,[ 0.00599055  0.00856607 -0.00204095 -0.01062919  0.00502911]
56,4932.718084383114,0.0,4932.7180843827455,4932.7180843827455,[ 0.00604862  0.00854733 -0.00207772 -0.01088342  0.00497173]
57,4932.710792579346,0.0,4932.71079257922,4932.71079257922,[ 0.0061066   0.00852861 -0.00211444 -0.01113706  0.00491444]
58,4932.703532796564,0.0,4932.703532796446,4932.703532796446,[ 0.00616449  0.00850992 -0.00215111 -0.01139012  0.00485723]
59,4932.6963048804555,0.0,4932.696304881089,4932.696304881089,[ 0.00622229  0.00849126 -0.00218773 -0.0116426   0.00480009]
60,4932.689108677554,0.0,4932.6891086775195,4932.6891086775195,[ 0.00627999  0.00847261 -0.0022243  -0.01189451  0.00474304]
