doc_id,Gender,judgement,GT_score,InferredGender
1,0,,32292,0
2,0,,26946,0
3,0,,26931,0
4,0,,26710,0
5,0,,26397,0
6,0,,26395,0
7,0,,26394,0
8,0,,26218,0
9,0,,26126,0
10,0,,23848,0
11,0,,21606,0
12,0,,20445,0
13,0,,19923,0
14,0,,19364,0
15,0,,19172,0
16,0,,18992,0
17,0,,18715,0
18,0,,18679,0
19,0,,18135,0
20,0,,17949,0
21,0,,17911,0
22,0,,17658,0
23,0,,17623,0
24,0,,17263,0
25,0,,17105,0
26,0,,16933,0
27,0,,16827,0
28,0,,16742,0
29,0,,16712,0
30,0,,16652,0
31,0,,16537,0
32,0,,16320,0
33,0,,15991,0
34,0,,15581,0
35,0,,15530,0
36,0,,15525,0
37,0,,15428,0
38,0,,15213,0
39,0,,15092,0
40,0,,15063,0
41,0,,14979,0
42,0,,14607,0
43,0,,14593,0
44,0,,14508,0
45,0,,14192,0
46,0,,13980,0
47,0,,13932,0
48,0,,13859,0
49,0,,13856,0
50,0,,13757,0
51,0,,13570,0
52,0,,13198,0
53,0,,12925,0
54,0,,12924,0
55,0,,12790,0
56,0,,12713,0
57,0,,12670,0
58,0,,12558,0
59,0,,12517,0
60,0,,12480,0
61,0,,12478,0
62,0,,12417,0
63,0,,12377,0
64,0,,12142,0
65,0,,12079,0
66,0,,11931,0
67,0,,11890,0
68,0,,11775,0
69,0,,11713,0
70,0,,11517,0
71,0,,11507,0
72,0,,11451,0
73,0,,11344,0
74,0,,11318,0
75,0,,11098,0
76,0,,10902,0
77,0,,10831,0
78,0,,10689,0
79,0,,10571,0
80,0,,10457,0
81,0,,10380,0
82,0,,10061,0
83,0,,9988,0
84,0,,9919,0
85,0,,9904,0
86,0,,9743,0
87,1,,9693,1
88,0,,9654,0
89,0,,9637,0
90,0,,9621,0
91,0,,9618,0
92,0,,9592,0
93,0,,9578,0
94,0,,9563,0
95,0,,9405,0
96,0,,9377,0
97,0,,9169,0
98,0,,9122,0
99,0,,9032,0
100,0,,8966,0
101,0,,8940,0
102,0,,8914,0
103,0,,8894,0
104,0,,8890,0
105,0,,8875,0
106,0,,8868,0
107,0,,8765,0
108,0,,8667,0
