iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,1742.545298035558,0.0,1742.5452980355192,1742.5452980355192,[0.00895839 0.00363911]
1,1742.5113231922585,0.0,1742.5113231923078,1742.5113231923078,[0.00929877 0.00411068]
2,1742.477549444077,0.0,1742.47754944406,1742.47754944406,[0.00963813 0.00458086]
3,1742.4439755495566,0.0,1742.4439755496264,1742.4439755496264,[0.00997647 0.00504966]
4,1742.410600275389,0.0,1742.4106002753574,1742.4106002753574,[0.01031379 0.00551708]
5,1742.3774223963464,0.0,1742.3774223964022,1742.3774223964022,[0.0106501  0.00598313]
6,1742.344440695232,0.0,1742.3444406952658,1742.3444406952658,[0.01098541 0.00644781]
7,1742.3116539628145,0.0,1742.3116539628766,1742.3116539628766,[0.0113197  0.00691113]
8,1742.2790609977776,0.0,1742.2790609978242,1742.2790609978242,[0.01165299 0.00737308]
9,1742.2466606066641,0.0,1742.246660606604,1742.246660606604,[0.01198528 0.00783368]
10,1742.214451603818,0.0,1742.2144516038456,1742.2144516038456,[0.01231658 0.00829292]
11,1742.1824328113214,0.0,1742.1824328113364,1742.1824328113364,[0.01264688 0.00875082]
12,1742.150603058957,0.0,1742.1506030589849,1742.1506030589849,[0.01297618 0.00920737]
13,1742.1189611841405,0.0,1742.1189611840746,1742.1189611840746,[0.0133045  0.00966259]
14,1742.0875060318676,0.0,1742.0875060319297,1742.0875060319297,[0.01363184 0.01011647]
15,1742.0562364546654,0.0,1742.0562364545901,1742.0562364545901,[0.0139582  0.01056903]
16,1742.025151312535,0.0,1742.0251513126134,1742.0251513126134,[0.01428357 0.01102025]
17,1741.9942494729007,0.0,1741.9942494729394,1741.9942494729394,[0.01460797 0.01147016]
18,1741.9635298105586,0.0,1741.9635298105245,1741.9635298105245,[0.0149314  0.01191875]
19,1741.9329912076205,0.0,1741.9329912075739,1741.9329912075739,[0.01525386 0.01236602]
20,1741.9026325534667,0.0,1741.9026325534446,1741.9026325534446,[0.01557535 0.01281199]
21,1741.8724527446902,0.0,1741.872452744751,1741.872452744751,[0.01589588 0.01325666]
22,1741.8424506850542,0.0,1741.8424506849933,1741.8424506849933,[0.01621544 0.01370002]
23,1741.8126252854336,0.0,1741.8126252854152,1741.8126252854152,[0.01653405 0.01414209]
24,1741.7829754637646,0.0,1741.7829754638249,1741.7829754638249,[0.01685171 0.01458286]
25,1741.7535001450028,0.0,1741.7535001450817,1741.7535001450817,[0.01716842 0.01502235]
26,1741.7241982610683,0.0,1741.7241982610542,1741.7241982610542,[0.01748417 0.01546055]
27,1741.695068750797,0.0,1741.6950687508565,1741.6950687508565,[0.01779898 0.01589748]
28,1741.6661105598942,0.0,1741.666110559936,1741.666110559936,[0.01811285 0.01633313]
29,1741.6373226408846,0.0,1741.6373226409426,1741.6373226409426,[0.01842578 0.01676751]
30,1741.608703953067,0.0,1741.608703953005,1741.608703953005,[0.01873777 0.01720062]
31,1741.580253462466,0.0,1741.5802534625077,1741.5802534625077,[0.01904883 0.01763247]
32,1741.5519701417818,0.0,1741.5519701418311,1741.5519701418311,[0.01935895 0.01806305]
33,1741.5238529703493,0.0,1741.523852970367,1741.523852970367,[0.01966815 0.01849239]
34,1741.4959009340869,0.0,1741.4959009340148,1741.4959009340148,[0.01997642 0.01892047]
35,1741.4681130254532,0.0,1741.4681130254248,1741.4681130254248,[0.02028377 0.01934731]
36,1741.4404882434023,0.0,1741.4404882434405,1741.4404882434405,[0.02059021 0.0197729 ]
