iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4878.604227814629,0.0,4878.604227814213,4878.604227814213,[0.0055953  0.00325322 0.01088843]
1,4878.180333860157,0.0,4878.180333859915,4878.180333859915,[0.00546962 0.00491257 0.01207703]
2,4877.764007200796,0.0,4877.7640072010745,4877.7640072010745,[0.00534426 0.00655746 0.01325432]
3,4877.355105922723,0.0,4877.355105923248,4877.355105923248,[0.00521923 0.00818803 0.01442043]
4,4876.953490947959,0.0,4876.953490948109,4876.953490948109,[0.00509451 0.00980442 0.01557546]
5,4876.559025972916,0.0,4876.5590259732135,4876.5590259732135,[0.00497011 0.01140676 0.01671953]
6,4876.17157740847,0.0,4876.1715774087115,4876.1715774087115,[0.00484604 0.0129952  0.01785274]
7,4875.791014321433,0.0,4875.791014321874,4875.791014321874,[0.00472228 0.01456985 0.0189752 ]
8,4875.417208377414,0.0,4875.417208377383,4875.417208377383,[0.00459883 0.01613087 0.02008703]
9,4875.05003378503,0.0,4875.050033784779,4875.050033784779,[0.00447571 0.01767838 0.02118832]
10,4874.689367241439,0.0,4874.689367241799,4874.689367241799,[0.0043529  0.01921251 0.02227918]
11,4874.335087879157,0.0,4874.335087879576,4874.335087879576,[0.0042304  0.02073338 0.02335972]
12,4873.987077214106,0.0,4873.987077213863,4873.987077213863,[0.00410821 0.02224113 0.02443004]
13,4873.645219094895,0.0,4873.645219095531,4873.645219095531,[0.00398634 0.02373588 0.02549024]
14,4873.309399653273,0.0,4873.309399653161,4873.309399653161,[0.00386478 0.02521775 0.02654041]
15,4872.979507255743,0.0,4872.97950725531,4872.97950725531,[0.00374353 0.02668688 0.02758067]
16,4872.655432456293,0.0,4872.655432456427,4872.655432456427,[0.00362259 0.02814337 0.02861111]
17,4872.337067950223,0.0,4872.337067950327,4872.337067950327,[0.00350196 0.02958735 0.02963182]
18,4872.024308529049,0.0,4872.024308529321,4872.024308529321,[0.00338164 0.03101893 0.0306429 ]
19,4871.717051036421,0.0,4871.7170510364285,4871.7170510364285,[0.00326162 0.03243824 0.03164444]
20,4871.415194325082,0.0,4871.415194325285,4871.415194325285,[0.00314191 0.03384539 0.03263655]
21,4871.118639214791,0.0,4871.118639214997,4871.118639214997,[0.00302251 0.0352405  0.03361931]
22,4870.827288451231,0.0,4870.827288451289,4870.827288451289,[0.0029034  0.03662368 0.03459281]
23,4870.541046665827,0.0,4870.541046665774,4870.541046665774,[0.00278461 0.03799503 0.03555716]
24,4870.259820336504,0.0,4870.259820336391,4870.259820336391,[0.00266611 0.03935468 0.03651242]
25,4869.983517749311,0.0,4869.983517748981,4869.983517748981,[0.00254792 0.04070274 0.0374587 ]
26,4869.712048960942,0.0,4869.712048960971,4869.712048960971,[0.00243003 0.0420393  0.03839608]
27,4869.44532576208,0.0,4869.445325762565,4869.445325762565,[0.00231243 0.04336448 0.03932466]
28,4869.183261641573,0.0,4869.183261641283,4869.183261641283,[0.00219514 0.04467839 0.04024451]
29,4868.92577175143,0.0,4868.925771751261,4868.925771751261,[0.00207814 0.04598112 0.04115572]
30,4868.672772872575,0.0,4868.67277287295,4868.67277287295,[0.00196144 0.04727279 0.04205837]
31,4868.424183381401,0.0,4868.424183381543,4868.424183381543,[0.00184504 0.0485535  0.04295256]
32,4868.179923217031,0.0,4868.179923217065,4868.179923217065,[0.00172893 0.04982334 0.04383835]
33,4867.9399138493445,0.0,4867.939913849314,4867.939913849314,[0.00161311 0.05108243 0.04471584]
34,4867.7040782477,0.0,4867.704078247744,4867.704078247744,[0.00149759 0.05233085 0.04558511]
35,4867.47234085034,0.0,4867.4723408506,4867.4723408506,[0.00138236 0.05356871 0.04644622]
36,4867.244627534492,0.0,4867.244627535081,4867.244627535081,[0.00126742 0.05479611 0.04729927]
37,4867.020865587123,0.0,4867.020865586813,4867.020865586813,[0.00115277 0.05601314 0.04814433]
38,4866.80098367633,0.00026793609390729067,4866.800983676383,4866.800983676383,[0.00103842 0.05721989 0.04898148]
