iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4357.065122646542,0.0,4357.065122646264,4357.065122646264,[0.00708071 0.00575475 0.00394588]
1,4356.702503292838,0.0,4356.702503292608,4356.702503292608,[0.00701649 0.00730942 0.00502303]
2,4356.345837778315,0.0,4356.345837778572,4356.345837778572,[0.00695236 0.00885172 0.00609067]
3,4355.995023572432,0.0,4355.995023572558,4355.995023572558,[0.00688833 0.01038175 0.00714887]
4,4355.649960022701,0.0,4355.6499600228735,4355.6499600228735,[0.00682439 0.01189963 0.00819772]
5,4355.310548317513,0.0,4355.3105483173995,4355.3105483173995,[0.00676055 0.01340545 0.00923732]
6,4354.9766914497195,0.0,4354.976691449555,4354.976691449555,[0.0066968  0.01489933 0.01026774]
7,4354.648294181036,0.0,4354.648294181366,4354.648294181366,[0.00663316 0.01638137 0.01128907]
8,4354.325263007197,0.0,4354.32526300668,4354.32526300668,[0.00656961 0.01785167 0.01230139]
9,4354.007506123882,0.0,4354.007506124086,4354.007506124086,[0.00650615 0.01931035 0.0133048 ]
10,4353.694933393363,0.0,4353.694933393601,4353.694933393601,[0.0064428  0.0207575  0.01429936]
11,4353.387456311884,0.0,4353.387456312088,4353.387456312088,[0.00637954 0.02219321 0.01528516]
12,4353.08498797772,0.0,4353.084987977583,4353.084987977583,[0.00631638 0.02361761 0.01626228]
13,4352.787443059935,0.0,4352.787443059806,4352.787443059806,[0.00625332 0.02503077 0.01723081]
14,4352.494737767814,0.0,4352.494737767641,4352.494737767641,[0.00619036 0.0264328  0.01819082]
15,4352.206789820921,0.0,4352.206789821049,4352.206789821049,[0.0061275  0.0278238  0.01914238]
16,4351.923518419813,0.0,4351.923518419664,4351.923518419664,[0.00606473 0.02920386 0.02008558]
17,4351.644844217384,0.0,4351.644844217092,4351.644844217092,[0.00600207 0.03057309 0.02102049]
18,4351.370689290785,0.0,4351.370689291275,4351.370689291275,[0.0059395  0.03193156 0.02194719]
19,4351.100977113956,0.0,4351.100977113611,4351.100977113611,[0.00587704 0.03327938 0.02286575]
20,4350.83563253075,0.0,4350.835632530708,4350.835632530708,[0.00581467 0.03461663 0.02377624]
21,4350.574581728586,0.0,4350.574581728754,4350.574581728754,[0.0057524  0.03594342 0.02467875]
22,4350.317752212688,0.0,4350.317752212187,4350.317752212187,[0.00569024 0.03725983 0.02557334]
23,4350.065072780832,0.0,4350.065072780603,4350.065072780603,[0.00562817 0.03856594 0.02646009]
24,4349.816473498667,0.0,4349.816473499032,4349.816473499032,[0.00556621 0.03986185 0.02733906]
