iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4878.913760026595,0.0,4878.913760026879,4878.913760026879,[0.00913687 0.00736015 0.00315162]
1,4878.483682952494,0.0,4878.483682952736,4878.483682952736,[0.00901072 0.00900456 0.00438568]
2,4878.06129817203,0.0,4878.061298172388,4878.061298172388,[0.00888487 0.01063456 0.00560812]
3,4877.646461245267,0.0,4877.646461245561,4877.646461245561,[0.00875931 0.01225026 0.00681905]
4,4877.2390306205125,0.0,4877.239030620579,4877.239030620579,[0.00863405 0.01385183 0.0080186 ]
5,4876.838867571797,0.0,4876.838867571991,4876.838867571991,[0.00850909 0.01543939 0.00920688]
6,4876.445836137785,0.0,4876.445836137981,4876.445836137981,[0.00838442 0.01701309 0.010384  ]
7,4876.059803062184,0.0,4876.059803062114,4876.059803062114,[0.00826004 0.01857305 0.01155006]
8,4875.6806377355315,0.0,4875.6806377352605,4875.6806377352605,[0.00813596 0.02011941 0.01270519]
9,4875.308212138372,0.0,4875.308212138676,4875.308212138676,[0.00801216 0.0216523  0.01384949]
10,4874.942400785777,0.0,4874.942400786005,4874.942400786005,[0.00788866 0.02317185 0.01498307]
11,4874.583080673148,0.0,4874.5830806731465,4874.5830806731465,[0.00776545 0.02467818 0.01610603]
12,4874.230131223332,0.0,4874.230131223645,4874.230131223645,[0.00764253 0.02617144 0.01721847]
13,4873.883434234922,0.0,4873.883434234717,4873.883434234717,[0.0075199  0.02765173 0.01832051]
14,4873.54287383179,0.0,4873.542873831431,4873.542873831431,[0.00739756 0.02911919 0.01941224]
15,4873.208336413819,0.0,4873.208336414232,4873.208336414232,[0.00727551 0.03057394 0.02049377]
16,4872.879710608726,0.0,4872.879710608682,4872.879710608682,[0.00715374 0.0320161  0.0215652 ]
17,4872.556887225025,0.0,4872.55688722512,4872.55688722512,[0.00703227 0.03344579 0.02262662]
18,4872.239759206099,0.0,4872.239759206494,4872.239759206494,[0.00691107 0.03486313 0.02367814]
19,4871.928221585281,0.0,4871.9282215853755,4871.9282215853755,[0.00679016 0.03626823 0.02471985]
20,4871.622171442006,0.0,4871.6221714418725,4871.6221714418725,[0.00666954 0.03766122 0.02575185]
21,4871.321507858967,0.0,4871.32150785887,4871.32150785887,[0.0065492  0.0390422  0.02677423]
22,4871.026131880211,0.0,4871.026131880402,4871.026131880402,[0.00642915 0.04041129 0.02778709]
23,4870.735946470233,0.0,4870.735946470482,4870.735946470482,[0.00630937 0.04176861 0.02879052]
24,4870.450856473991,0.0,4870.450856474171,4870.450856474171,[0.00618988 0.04311426 0.02978461]
25,4870.170768577811,0.0,4870.17076857779,4870.17076857779,[0.00607067 0.04444835 0.03076945]
26,4869.89559127119,0.0,4869.895591270879,4869.895591270879,[0.00595174 0.04577099 0.03174514]
27,4869.625234809465,0.0,4869.625234809306,4869.625234809306,[0.00583309 0.0470823  0.03271177]
28,4869.359611177324,0.0,4869.359611177464,4869.359611177464,[0.00571471 0.04838237 0.03366941]
29,4869.098634053109,0.0,4869.098634052688,4869.098634052688,[0.00559662 0.04967131 0.03461816]
