doc_id,Gender,judgement,GT_score,Inferred_Gender
529,1,0.1045605187706131,0.83,1
122,1,0.1045605187706131,1.91,1
138,1,0.1045605187706131,1.84,1
585,1,0.1045605187706131,0.72,1
66,1,0.1045605187706131,2.13,1
638,1,0.1045605187706131,0.64,1
79,0,0.0581318142940071,2.07,0
34,1,0.1045605187706131,2.37,1
57,1,0.1045605187706131,2.19,1
370,1,0.1045605187706131,1.18,1
340,1,0.1045605187706131,1.26,1
219,0,0.0581318142940071,1.58,0
567,1,0.1045605187706131,0.76,1
207,1,0.1045605187706131,1.6,1
37,1,0.1045605187706131,2.35,1
39,1,0.1045605187706131,2.33,1
296,1,0.1045605187706131,1.37,1
168,0,0.0581318142940071,1.75,0
115,1,0.1045605187706131,1.92,1
941,1,0.1045605187706131,0.06,1
558,1,0.1045605187706131,0.77,1
533,1,0.1045605187706131,0.82,1
881,0,0.0581318142940071,0.18,0
103,1,0.1045605187706131,1.98,1
1024,1,0.1045605187706131,-0.11,1
784,1,0.1045605187706131,0.38,1
62,1,0.1045605187706131,2.15,1
148,1,0.1044398579814808,1.81,1
22,0,0.0581318142940071,2.48,0
602,1,0.1044398579814808,0.69,1
553,1,0.1044398579814808,0.78,1
146,1,0.1044398579814808,1.81,1
532,1,0.1044398579814808,0.82,1
10,0,0.0581318142940071,2.68,0
598,1,0.1044398579814808,0.69,1
1,1,0.1044398579814808,2.92,1
606,1,0.1044398579814808,0.68,1
611,1,0.1044398579814808,0.67,1
51,0,0.0581318142940071,2.23,0
524,1,0.1044398579814808,0.84,1
644,1,0.1044398579814808,0.63,1
645,1,0.1044398579814808,0.62,1
125,1,0.1044398579814808,1.89,1
652,1,0.1044398579814808,0.61,1
75,0,0.0581318142940071,2.08,0
657,1,0.1044398579814808,0.6,1
659,1,0.1044398579814808,0.6,1
671,1,0.1044398579814808,0.58,1
112,1,0.1044398579814808,1.94,1
336,0,0.0581318142940071,1.28,0
679,1,0.1044398579814808,0.57,1
710,1,0.1044398579814808,0.51,1
100,1,0.1044398579814808,1.99,1
729,1,0.1044398579814808,0.47,1
2,1,0.1044398579814808,2.9,1
871,0,0.0581318142940071,0.2,0
501,1,0.1044398579814808,0.9,1
523,1,0.1044398579814808,0.84,1
218,1,0.1044398579814808,1.58,1
196,1,0.1044398579814808,1.63,1
335,0,0.0581318142940071,1.28,0
387,1,0.1044398579814808,1.15,1
206,1,0.1044398579814808,1.6,1
209,1,0.1044398579814808,1.6,1
328,1,0.1044398579814808,1.3,1
212,1,0.1044398579814808,1.59,1
234,0,0.0581318142940071,1.54,0
215,1,0.1044398579814808,1.59,1
288,1,0.1044398579814808,1.39,1
510,1,0.1044398579814808,0.88,1
222,1,0.1044398579814808,1.57,1
291,0,0.0581318142940071,1.39,0
284,1,0.1044398579814808,1.4,1
279,1,0.1044398579814808,1.41,1
278,1,0.1044398579814808,1.42,1
275,1,0.1044398579814808,1.42,1
726,0,0.0581318142940071,0.48,0
264,1,0.1044398579814808,1.45,1
230,1,0.1044398579814808,1.55,1
394,1,0.1044398579814808,1.13,1
410,1,0.1044398579814808,1.1,1
411,1,0.1044398579814808,1.1,1
400,0,0.0581318142940071,1.12,0
414,1,0.1044398579814808,1.1,1
502,1,0.1044398579814808,0.9,1
91,1,0.1044398579814808,2.03,1
477,1,0.1044398579814808,0.95,1
395,0,0.0581318142940071,1.13,0
471,1,0.1044398579814808,0.96,1
470,1,0.1044398579814808,0.96,1
468,1,0.1044398579814808,0.97,1
173,1,0.1044398579814808,1.73,1
445,1,0.1044398579814808,1.02,1
60,0,0.0581318142940071,2.16,0
439,1,0.1044398579814808,1.04,1
180,1,0.1044398579814808,1.69,1
435,1,0.1044398579814808,1.05,1
423,1,0.1044398579814808,1.08,1
6,0,0.0581318142940071,2.82,0
419,1,0.1044398579814808,1.09,1
418,1,0.1044398579814808,1.09,1
415,1,0.1044398579814808,1.09,1
739,1,0.1044398579814808,0.45,1
783,0,0.0581318142940071,0.38,0
655,1,0.1044398579814808,0.6,1
69,1,0.1044398579814808,2.11,1
956,1,0.1044398579814808,0.03,1
1084,1,0.1044398579814808,-0.23,1
902,1,0.1044398579814808,0.13,1
119,0,0.0580111535048747,1.91,0
13,1,0.1044398579814808,2.63,1
59,1,0.1044398579814808,2.17,1
78,1,0.1044398579814808,2.08,1
1183,1,0.1044398579814808,-0.59,1
653,0,0.0580111535048747,0.61,0
77,1,0.1044398579814808,2.08,1
1159,1,0.1044398579814808,-0.46,1
873,1,0.1044398579814808,0.2,1
73,1,0.1044398579814808,2.08,1
1155,1,0.1044398579814808,-0.45,1
605,0,0.0580111535048747,0.68,0
895,1,0.1044398579814808,0.15,1
19,1,0.1044398579814808,2.5,1
916,1,0.1044398579814808,0.11,1
