doc_id,Gender,judgement,GT_score,Inferred_Gender
107,0,0.40642809584474254,8765.0,0
13,0,0.39166845011398854,19923.0,0
19,0,0.3652377844052027,18135.0,0
24,0,0.3540415160515843,17263.0,0
16,0,0.33885001627631584,18992.0,0
7,0,0.33464954406251646,26394.0,1
47,0,0.2967617339044238,13932.0,0
53,0,0.2960324750461421,12925.0,0
8,0,0.29375602506597415,26218.0,0
75,0,0.28574342473222114,11098.0,1
61,0,0.28376088894952545,12478.0,0
11,0,0.277497842284283,21606.0,0
214,0,0.2773720277901114,4915.0,0
5,0,0.27676570518047616,26397.0,0
116,0,0.2623978941598627,8290.0,0
14,0,0.26196604011534835,19364.0,0
15,0,0.2608970912341702,19172.0,1
104,0,0.2604646248188861,8890.0,0
2,0,0.2598646710710709,26946.0,1
196,0,0.25588383087704675,5458.0,1
22,0,0.2557522598918248,17658.0,1
54,0,0.25493083701192526,12924.0,0
10,0,0.25380974344350293,23848.0,0
87,1,0.2533871365063338,9693.0,1
33,0,0.25150539948183165,15991.0,1
43,0,0.24896231691492487,14593.0,0
1,0,0.2483130967253907,32292.0,0
247,0,0.2481101218079968,4037.0,0
3,0,0.2460023839018993,26931.0,0
93,0,0.2435264496206323,9578.0,1
105,0,0.24296241222012624,8875.0,0
225,0,0.24241111254326034,4618.0,1
12,0,0.24141234285271473,20445.0,0
69,0,0.2348947889536039,11713.0,0
59,0,0.234720320388483,12517.0,0
58,0,0.233785820738052,12558.0,1
38,0,0.2330473147724251,15213.0,0
362,0,0.2327956857840819,1953.0,0
62,0,0.23275627882047792,12417.0,1
201,0,0.23034764548431824,5317.0,0
37,0,0.22979346756192717,15428.0,1
82,0,0.22936737000846313,10061.0,1
17,0,0.22747699824738543,18715.0,1
128,0,0.22592919475472936,7674.0,0
27,0,0.22485736762802605,16827.0,1
51,0,0.22455359395243868,13570.0,0
18,0,0.22382433509415703,18679.0,0
96,0,0.2235669496147635,9377.0,0
147,0,0.22224349349971706,6602.0,1
26,0,0.222105553652675,16933.0,0
39,0,0.2211252781768199,15092.0,1
279,0,0.22018091904827392,3300.0,0
9,0,0.2186343402971573,26126.0,1
123,0,0.21808242824952168,8138.0,1
80,0,0.21640305377164368,10457.0,0
49,0,0.21592830214723036,13856.0,0
36,0,0.21520192153447387,15525.0,0
57,0,0.21472716991006058,12670.0,0
240,0,0.21417237961689975,4231.0,0
146,0,0.21314283769932565,6636.0,0
25,0,0.21276025009653027,17105.0,1
202,0,0.21151272966316664,5285.0,0
113,0,0.20962235790208894,8356.0,0
145,0,0.20940787000259434,6774.0,0
86,0,0.20876440630411053,9743.0,0
78,0,0.2087215087242116,10689.0,0
135,0,0.2066624248890634,7205.0,0
55,0,0.2048607265333087,12790.0,0
21,0,0.20477842198980575,17911.0,1
164,0,0.2036595942961389,6226.0,0
6,0,0.20280513331445538,26395.0,1
252,0,0.19949852904594356,3820.0,0
