Total Calls,Percent Unidentifiable,Accuracy Excluding Unidentifiable Results,Accuracy Including Unidentifiable Results,Percent of Females Unidentified,Percent of Males Unidentified,Overall Accuracy
,,,,,,
1257,0.245027844,0.962065332,0.726332538,0.224025974,0.775974026,0.91646778
