doc_id,Gender,judgement,GT_score
1,0,0.28117228672182565,36928.0
9,1,0.2732646282565919,21247.0
8,0,0.25900695498932547,21606.0
2,0,0.24324442867765828,33953.0
5,0,0.23397603933668185,23757.0
3,0,0.22809659173189742,26931.0
4,1,0.21305796829557577,26710.0
10,1,0.1872830188901937,20497.0
6,0,0.18677032426270537,23149.0
7,0,0.17945335085343286,21791.0
