doc_id,Gender,judgement,GT_score
8,0,0.26225314299305214,21606.0
1,0,0.23267768338309838,36928.0
3,0,0.20647657763643124,26931.0
5,0,0.1824101715704855,23757.0
9,1,0.17938013875122405,21247.0
2,0,0.1792749378462533,33953.0
6,0,0.1542234177984713,23149.0
7,0,0.13462098736845618,21791.0
10,1,0.12015506148658442,20497.0
4,1,0.11143612579633869,26710.0
