doc_id,Gender,judgement,GT_score
8,0,0.22218305355192078,21606.0
9,1,0.2194502281923554,21247.0
1,0,0.19260759394196705,36928.0
3,0,0.16640648819529988,26931.0
10,1,0.16022515092771578,20497.0
4,1,0.15150621523747004,26710.0
5,0,0.14234008212935415,23757.0
2,0,0.13920484840512196,33953.0
6,0,0.11415332835733993,23149.0
7,0,0.09455089792732482,21791.0
