iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4933.091620293564,0.0,4933.091620293223,4933.091620293223,[0.00939468 0.00155063 0.00100464 0.00273058 0.00945981]
1,4933.082621477945,0.0,4933.082621478432,4933.082621478432,[0.0094519  0.00153135 0.00096509 0.00244663 0.00939777]
2,4933.073663138735,0.0,4933.073663138312,4933.073663138312,[0.00950901 0.00151208 0.00092561 0.00216335 0.00933582]
3,4933.064745075122,0.0,4933.064745075294,4933.064745075294,[0.00956603 0.00149285 0.00088618 0.00188072 0.00927397]
4,4933.055867087409,0.0,4933.055867087341,4933.055867087341,[0.00962295 0.00147365 0.00084681 0.00159875 0.0092122 ]
5,4933.047028977009,0.0,4933.047028976732,4933.047028976732,[0.00967977 0.00145447 0.0008075  0.00131744 0.00915052]
6,4933.038230546433,0.0,4933.038230546192,4933.038230546192,[0.0097365  0.00143532 0.00076825 0.00103678 0.00908894]
7,4933.029471599295,0.0,4933.029471599119,4933.029471599119,[0.00979313 0.0014162  0.00072906 0.00075677 0.00902744]
8,4933.020751940288,0.0,4933.020751940198,4933.020751940198,[0.00984966 0.00139711 0.00068992 0.00047741 0.00896603]
9,4933.012071375188,0.0,4933.012071374685,4933.012071374685,[0.0099061  0.00137804 0.00065085 0.00019871 0.00890471]
10,4933.003429710854,0.0,4933.0034297110315,4933.0034297110315,"[ 9.96244072e-03  1.35899954e-03  6.11830334e-04 -7.93544409e-05
  8.84347890e-03]"
11,4932.994826755199,0.0,4932.994826755061,4932.994826755061,[ 0.01001869  0.00133999  0.00057287 -0.00035677  0.00878234]
12,4932.986262317205,0.0,4932.986262316904,4932.986262316904,[ 0.01007484  0.001321    0.00053397 -0.00063354  0.00872128]
13,4932.97773620691,0.0,4932.977736207046,4932.977736207046,[ 0.01013089  0.00130205  0.00049512 -0.00090967  0.00866032]
14,4932.969248235389,0.0,4932.969248235121,4932.969248235121,[ 0.01018685  0.00128312  0.00045634 -0.00118516  0.00859944]
15,4932.960798214769,0.0,4932.960798215317,4932.960798215317,[ 0.01024272  0.00126421  0.00041761 -0.00146001  0.00853865]
16,4932.95238595821,0.0,4932.952385958218,4932.952385958218,[ 0.01029849  0.00124534  0.00037893 -0.00173422  0.00847794]
17,4932.944011279891,0.0,4932.9440112798975,4932.9440112798975,[ 0.01035416  0.00122649  0.00034032 -0.0020078   0.00841733]
18,4932.935673995023,0.0,4932.935673995099,4932.935673995099,[ 0.01040974  0.00120766  0.00030176 -0.00228075  0.0083568 ]
19,4932.927373919823,0.0,4932.927373920253,4932.927373920253,[ 0.01046523  0.00118887  0.00026326 -0.00255306  0.00829636]
20,4932.919110871528,0.0,4932.919110871812,4932.919110871812,[ 0.01052062  0.0011701   0.00022481 -0.00282475  0.008236  ]
21,4932.9108846683675,0.0,4932.91088466832,4932.91088466832,[ 0.01057592  0.00115136  0.00018642 -0.00309581  0.00817573]
22,4932.9026951295755,0.0,4932.90269512969,4932.90269512969,[ 0.01063112  0.00113264  0.00014809 -0.00336623  0.00811555]
23,4932.894542075365,0.0,4932.894542075516,4932.894542075516,[ 0.01068624  0.00111395  0.00010981 -0.00363604  0.00805545]
24,4932.886425326946,0.0,4932.886425327002,4932.886425327002,"[ 1.07412538e-02  1.09529006e-03  7.15884528e-05 -3.90522128e-03
  7.99544029e-03]"
25,4932.878344706494,0.0,4932.878344706604,4932.878344706604,"[ 1.07961790e-02  1.07665361e-03  3.34227706e-05 -4.17378149e-03
  7.93551497e-03]"
26,4932.870300037168,0.0,4932.870300037288,4932.870300037288,"[ 1.08510114e-02  1.05804344e-03 -4.68729653e-06 -4.44172186e-03
  7.87567508e-03]"
27,4932.862291143085,0.0,4932.862291143293,4932.862291143293,"[ 1.09057510e-02  1.03945949e-03 -4.27418943e-05 -4.70904405e-03
  7.81592044e-03]"
28,4932.8543178493255,0.0,4932.85431784901,4932.85431784901,"[ 1.09603982e-02  1.02090169e-03 -8.07411679e-05 -4.97574971e-03
  7.75625084e-03]"
29,4932.846379981917,0.0,4932.84637998224,4932.84637998224,[ 0.01101495  0.00100237 -0.00011869 -0.00524184  0.00769667]
30,4932.83847736785,0.0,4932.838477368323,4932.838477368323,[ 0.01106942  0.00098386 -0.00015657 -0.00550732  0.00763717]
31,4932.830609835038,0.0,4932.830609835161,4932.830609835161,[ 0.01112379  0.00096538 -0.00019441 -0.00577218  0.00757775]
32,4932.822777212348,0.0,4932.82277721178,4932.82277721178,[ 0.01117807  0.00094693 -0.00023219 -0.00603644  0.00751842]
33,4932.814979329568,0.0,4932.8149793297025,4932.8149793297025,[ 0.01123225  0.0009285  -0.00026991 -0.00630009  0.00745917]
