q_id,doc_id,Gender,NumSeasons,AvgPER,CareerPoints
1,214,1,14,8.56,3294
1,215,1,10,12.69,3247
1,216,1,8,11.94,3228
1,217,1,11,16.67,3140
1,218,1,5,13.36,3123
1,219,1,15,8.99,3119
1,220,1,6,12.63,3109
1,221,1,5,11.86,3091
1,222,1,17,9.32,3048
1,223,1,6,-1.05,3020
1,224,1,8,11.45,2991
1,225,1,6,11.52,2943
1,226,1,5,14.56,2942
1,227,1,8,12.61,2921
1,228,1,7,13.36,2901
1,229,1,14,10.39,2866
1,230,1,7,13.91,2865
1,231,1,11,10.77,2862
1,232,1,15,5.33,2829
1,233,1,7,17.04,2816
1,234,1,11,10.41,2802
1,235,1,7,12.84,2795
1,236,1,7,8.29,2783
1,237,1,11,14.72,2774
1,238,1,8,10.78,2773
1,239,1,15,10.09,2721
1,240,1,4,13.48,2702
1,241,1,11,10.82,2685
1,242,1,10,14.19,2674
1,243,1,4,14.85,2666
1,244,1,10,15.89,2659
1,245,1,6,25.15,2657
1,246,1,8,9.62,2595
1,247,1,3,14.97,2555
1,248,1,7,9.73,2546
1,249,1,7,11.03,2498
1,250,1,7,12.91,2457
1,251,1,6,7.9,2450
1,252,1,6,13.02,2435
1,253,1,13,10.68,2434
1,254,1,5,15.16,2428
1,255,1,3,11.37,2422
1,256,1,5,17.6,2418
1,257,1,10,13.35,2414
1,258,1,8,12.85,2383
1,259,1,9,11.22,2351
1,260,1,4,14.32,2343
1,261,1,7,10.87,2340
1,262,1,8,9.35,2336
1,263,1,7,11.77,2329
1,264,1,12,12.97,2323
1,265,1,16,10.66,2311
1,266,1,10,15.1,2308
1,267,1,10,15.41,2247
1,268,1,10,10.15,2237
1,269,1,8,13.99,2228
1,270,1,11,12.79,2222
1,271,1,9,9.62,2215
1,272,1,5,14.02,2203
1,273,1,8,8.3,2199
1,274,1,6,10.45,2186
1,275,1,7,13.01,2181
1,276,1,10,8.45,2156
1,277,1,7,11.47,2121
1,278,1,6,16.58,2113
1,279,1,12,10.9,2108
1,280,1,18,4.38,2099
1,281,1,10,12.75,2053
1,282,1,5,11.98,2046
1,283,1,6,8.95,2035
1,284,1,10,5.79,2014
1,285,1,5,13.32,1988
1,286,1,3,11.37,1971
1,287,1,7,9.66,1963
1,288,1,5,13.86,1938
1,289,1,7,13.84,1938
1,290,1,10,10.48,1920
1,291,1,9,14.99,1918
1,292,1,6,13.12,1908
1,293,1,3,9.03,1904
1,294,1,11,9.34,1896
1,295,1,9,8.9,1852
1,296,1,5,6.7,1837
1,297,1,4,12.05,1834
1,298,1,6,11.62,1833
1,299,1,5,12.24,1826
1,300,1,8,12.32,1817
1,301,1,7,11.9,1802
1,302,1,2,15.95,1787
1,303,1,9,11.97,1787
1,304,1,3,9.3,1785
1,305,1,7,15.91,1779
1,306,1,6,11.1,1728
1,307,1,5,10.4,1710
1,308,1,11,9.97,1699
1,309,1,6,10.07,1698
1,310,1,8,15.5,1688
1,311,0,4,18.1,1666
1,312,1,4,12.38,1659
1,313,1,3,13.57,1658
1,314,1,9,10.39,1656
1,315,1,7,15.43,1654
1,316,1,6,13.57,1625
1,317,1,13,8.05,1607
1,318,1,4,9.72,1604
1,319,1,5,10.06,1600
1,320,1,4,9.5,1585
1,321,1,4,10.3,1581
1,322,1,2,11.05,1578
1,323,1,10,9.82,1558
1,324,1,5,13.06,1544
1,325,1,9,14.11,1540
1,326,1,10,8.51,1506
1,327,1,8,12.59,1502
1,328,1,5,10.56,1482
1,329,1,7,9.97,1477
1,330,1,10,8.91,1453
1,331,1,9,10.46,1451
1,332,1,6,15.58,1431
1,333,1,8,12.36,1408
1,334,1,4,16.05,1398
1,335,1,6,11.78,1378
1,336,1,7,12.73,1367
1,337,1,5,10.2,1361
1,338,1,5,12.22,1358
1,339,1,9,7.48,1342
1,340,1,6,9.6,1336
1,341,1,4,11.18,1335
1,342,1,4,12.38,1319
1,343,1,3,10.77,1319
1,344,1,10,14.57,1303
1,345,1,4,17.3,1297
1,346,1,7,12.73,1294
1,347,1,7,9.04,1293
1,348,1,5,13.94,1288
1,349,1,4,13.95,1286
1,350,1,4,13.43,1272
1,351,1,8,9.93,1264
1,352,1,2,16.0,1240
1,353,1,7,15.6,1239
1,354,1,6,7.0,1226
1,355,0,6,12.08,1220
1,356,1,6,11.7,1208
1,357,1,6,7.92,1204
1,358,1,4,14.97,1203
1,359,1,8,9.04,1200
1,360,1,3,9.83,1200
1,361,1,5,9.96,1192
1,362,1,7,11.27,1187
1,363,1,4,8.12,1140
1,364,1,6,11.92,1125
1,365,1,5,12.1,1118
1,366,1,3,12.2,1114
1,367,1,6,13.67,1110
1,368,1,5,13.5,1102
1,369,1,6,9.23,1100
1,370,1,8,-0.19,1100
1,371,1,8,12.53,1096
1,372,1,6,8.68,1081
1,373,1,6,8.62,1081
1,374,1,11,8.99,1075
1,375,1,7,9.94,1064
1,376,1,9,13.83,1056
1,377,1,7,10.44,1052
1,378,1,2,14.1,1049
1,379,1,1,12.8,1040
1,380,1,6,16.1,1030
1,381,1,3,11.7,1028
1,382,1,9,7.3,1022
1,383,1,6,10.22,1018
1,384,1,8,9.6,1005
1,385,1,6,9.53,1000
1,386,1,4,9.82,981
1,387,1,7,8.57,970
1,388,1,6,8.83,964
1,389,1,5,12.3,962
1,390,1,2,7.95,932
1,391,1,5,8.46,932
1,392,1,4,10.45,930
1,393,1,2,10.8,928
1,394,1,3,11.23,924
1,395,1,6,9.95,919
1,396,1,3,7.43,910
1,397,1,4,12.97,907
1,398,1,6,9.1,904
1,399,1,6,17.93,877
1,400,1,4,12.35,872
1,401,1,6,8.55,866
1,402,1,2,17.25,846
1,403,1,5,12.34,843
1,404,1,5,14.14,839
1,405,1,4,15.45,834
1,406,1,5,11.0,814
1,407,1,2,7.15,805
1,408,1,4,9.95,798
1,409,1,5,8.2,797
1,410,1,2,12.15,796
1,411,1,4,12.5,791
1,412,1,5,11.56,787
1,413,1,3,9.4,787
1,414,1,2,10.25,786
1,415,1,1,14.9,767
1,416,1,4,12.1,766
1,417,1,5,12.26,760
1,418,1,6,13.02,758
1,419,1,10,10.61,757
1,420,1,1,12.3,753
1,421,1,9,3.64,753
1,422,1,3,13.8,752
1,423,1,3,4.8,751
1,424,1,3,8.27,745
1,425,1,6,6.98,741
1,426,1,5,6.48,739
1,427,1,7,10.77,739
1,428,1,2,8.65,737
1,429,1,2,12.45,733
1,430,1,4,10.35,725
1,431,1,2,9.55,716
1,432,1,4,9.7,716
1,433,1,2,7.95,715
1,434,1,1,12.2,714
1,435,1,4,10.85,713
1,436,1,3,5.93,712
1,437,1,2,11.1,711
1,438,1,6,9.3,703
1,439,1,5,9.78,702
1,440,1,2,8.3,698
1,441,1,4,9.35,693
1,442,1,7,9.13,685
1,443,1,8,8.96,668
1,444,1,2,16.9,667
1,445,1,2,9.6,660
1,446,1,4,10.85,658
1,447,1,4,4.02,655
1,448,1,7,15.6,651
1,449,1,4,17.32,651
1,450,1,4,12.57,630
1,451,1,5,8.78,628
1,452,1,6,14.3,621
1,453,1,2,13.2,619
1,454,1,8,13.4,611
1,455,1,5,6.56,606
1,456,1,2,13.2,595
1,457,1,2,10.25,575
1,458,1,5,12.62,574
1,459,1,4,14.4,573
1,460,1,2,11.35,570
1,461,1,5,7.2,566
1,462,1,3,15.2,553
1,463,1,4,14.2,545
1,464,1,2,14.8,532
1,465,1,5,7.44,520
1,466,1,6,14.98,512
1,467,1,4,8.65,512
1,468,1,2,10.05,506
1,469,1,7,12.49,503
1,470,1,3,15.2,502
1,471,1,3,14.7,500
1,472,1,4,8.35,497
1,473,1,4,2.83,494
1,474,1,5,10.86,493
1,475,1,4,13.78,488
1,476,1,5,7.34,486
1,477,1,6,8.17,480
1,478,1,1,6.9,479
1,479,1,2,17.35,478
1,480,1,2,10.6,462
1,481,1,3,11.07,460
1,482,1,3,11.7,458
1,483,1,3,12.63,451
1,484,1,3,4.37,442
1,485,1,2,13.05,442
1,486,1,4,10.03,439
1,487,1,4,7.88,438
1,488,1,1,10.2,438
1,489,1,3,11.67,437
1,490,1,4,4.1,435
1,491,1,6,8.6,432
1,492,1,4,9.3,428
1,493,1,1,8.7,425
1,494,1,4,9.3,425
1,495,1,5,7.02,424
1,496,1,5,3.9,422
1,497,1,3,6.83,417
1,498,1,1,8.7,417
1,499,1,8,11.25,414
1,500,1,2,10.85,413
1,501,1,3,7.87,407
1,502,1,3,7.67,407
1,503,1,3,7.8,397
1,504,1,6,29.95,397
1,505,1,4,12.7,397
1,506,1,6,10.33,394
1,507,1,3,4.4,392
1,508,1,1,7.5,391
1,509,1,4,6.67,389
1,510,1,3,10.57,382
1,511,1,3,13.0,381
1,512,1,3,7.03,379
1,513,1,2,14.35,377
1,514,1,1,9.1,377
1,515,1,2,9.4,373
1,516,1,3,11.8,372
1,517,1,2,10.4,370
1,518,1,3,9.77,370
1,519,1,4,9.52,368
1,520,1,6,11.77,367
1,521,1,3,12.83,365
1,522,1,4,13.97,365
1,523,1,3,8.37,350
1,524,1,3,20.2,350
1,525,1,3,8.43,343
1,526,1,8,7.35,343
1,527,1,3,38.23,343
1,528,1,2,8.5,342
1,529,1,2,11.0,341
1,530,1,4,8.15,337
1,531,1,1,9.4,337
1,532,1,5,14.9,336
1,533,1,1,9.8,335
1,534,1,7,12.5,319
1,535,1,1,12.2,314
1,536,1,2,10.55,312
1,537,1,2,7.65,310
1,538,1,2,7.5,304
1,539,1,2,20.65,304
1,540,1,11,10.52,300
1,541,1,2,9.75,300
1,542,1,2,7.7,292
1,543,1,2,12.4,288
1,544,1,2,11.3,285
1,545,1,1,8.1,285
1,546,1,1,10.3,285
1,547,1,1,12.6,283
1,548,1,3,9.9,283
1,549,1,4,6.3,278
1,550,1,3,9.2,274
1,551,1,3,17.3,274
1,552,1,2,21.25,272
1,553,1,1,12.9,272
1,554,1,2,4.45,271
1,555,1,4,8.53,267
1,556,1,2,13.15,265
1,557,1,3,11.87,265
1,558,1,5,12.16,262
1,559,1,2,12.3,262
1,560,1,3,10.67,262
1,561,1,3,15.43,261
1,562,1,3,8.33,258
1,563,1,3,17.23,253
1,564,1,4,9.35,253
1,565,1,2,7.65,252
1,566,1,1,13.2,250
1,567,1,1,7.0,243
1,568,1,1,6.9,240
1,569,1,1,5.7,239
1,570,1,3,12.53,236
1,571,1,1,5.4,227
1,572,1,2,13.4,224
1,573,1,3,7.4,224
1,574,1,3,6.97,224
1,575,1,3,11.33,224
1,576,1,3,-3.47,223
1,577,1,3,9.13,223
1,578,1,2,10.65,222
1,579,1,3,11.23,219
1,580,1,2,11.7,219
1,581,1,1,13.5,218
1,582,1,7,-2.01,215
1,583,1,2,10.8,215
1,584,1,3,5.8,212
1,585,1,1,6.6,205
1,586,1,2,6.95,204
1,587,1,2,17.0,203
1,588,1,1,6.4,202
1,589,1,4,9.12,201
1,590,1,6,6.33,199
1,591,1,2,10.45,198
1,592,1,2,14.15,198
1,593,1,2,13.35,197
1,594,1,3,4.8,197
1,595,1,5,5.62,197
1,596,1,2,8.0,196
1,597,1,2,12.0,194
1,598,1,2,9.0,193
1,599,1,1,10.0,190
1,600,1,2,7.9,189
1,601,1,3,7.53,188
1,602,1,2,8.4,188
1,603,1,6,14.32,186
1,604,1,2,6.7,185
1,605,1,3,16.17,183
1,606,1,3,11.93,182
1,607,1,1,9.0,178
1,608,1,1,12.3,175
1,609,1,2,10.35,175
1,610,1,2,8.3,173
1,611,1,4,9.22,172
1,612,1,2,6.2,171
1,613,1,4,7.35,171
1,614,1,1,5.1,171
1,615,1,2,8.9,169
1,616,1,3,5.63,168
1,617,1,1,14.0,167
1,618,1,2,10.2,167
1,619,1,1,11.0,167
1,620,1,1,8.0,166
1,621,1,1,12.2,165
1,622,1,5,6.2,162
1,623,1,3,6.27,161
1,624,1,2,7.05,157
1,625,1,1,8.3,157
1,626,1,4,-6.48,152
1,627,1,3,8.9,152
1,628,1,3,12.47,149
1,629,1,3,6.53,149
1,630,1,2,6.8,149
1,631,1,1,8.9,148
1,632,1,1,10.1,147
1,633,1,1,6.8,145
1,634,1,1,11.1,144
1,635,1,4,13.25,142
1,636,1,1,7.1,142
1,637,1,2,12.1,140
1,638,1,1,10.0,137
1,639,1,2,14.1,136
1,640,1,4,2.97,135
1,641,1,2,6.5,131
1,642,1,2,10.4,130
1,643,1,2,7.25,130
1,644,1,1,13.9,129
1,645,1,3,14.87,129
1,646,1,1,9.6,127
1,647,1,1,14.2,127
1,648,1,2,3.45,126
1,649,1,1,12.7,124
1,650,1,2,1.6,124
1,651,1,3,5.77,121
1,652,1,2,7.65,121
1,653,1,1,15.0,119
1,654,1,1,12.4,119
1,655,1,1,7.5,119
1,656,1,3,6.0,119
1,657,1,2,11.85,118
1,658,1,3,12.27,118
1,659,1,2,10.85,114
1,660,0,2,5.1,113
1,661,1,1,7.1,112
1,662,1,1,6.5,111
1,663,1,2,5.5,107
1,664,1,1,10.5,107
1,665,1,1,8.0,99
1,666,1,2,6.4,98
1,667,1,2,11.7,98
1,668,1,1,7.5,98
1,669,1,2,3.85,97
1,670,1,2,5.55,97
1,671,1,1,7.4,97
1,672,1,1,7.7,96
1,673,1,4,10.5,96
1,674,1,3,20.13,96
1,675,1,2,10.15,95
1,676,1,1,11.1,95
1,677,1,1,8.4,93
1,678,1,5,6.8,93
1,679,1,3,3.5,93
1,680,1,1,11.1,92
1,681,1,1,14.7,91
1,682,1,1,8.0,91
1,683,1,2,45.85,90
1,684,1,2,11.05,89
1,685,1,1,7.6,89
1,686,1,2,8.3,89
1,687,1,2,10.35,87
1,688,1,4,6.82,85
1,689,1,6,3.25,85
1,690,1,1,3.7,82
1,691,1,1,7.3,80
1,692,1,3,5.6,80
1,693,1,2,3.8,80
1,694,1,1,20.3,80
1,695,1,1,12.5,78
1,696,1,1,9.5,77
1,697,1,2,10.8,76
1,698,1,1,7.1,75
1,699,1,1,4.7,74
1,700,1,1,4.8,74
1,701,1,1,11.2,74
1,702,1,1,12.2,73
1,703,1,2,10.25,72
1,704,1,2,14.65,72
1,705,1,1,7.6,71
1,706,1,2,4.7,70
1,707,1,2,6.7,68
1,708,1,2,11.6,68
1,709,1,2,7.05,68
1,710,1,6,6.83,66
1,711,1,1,21.1,64
1,712,1,3,7.17,62
1,713,1,2,4.15,61
1,714,1,3,10.33,61
1,715,1,1,6.9,60
1,716,1,1,9.6,59
1,717,1,2,12.55,59
1,718,1,1,20.0,57
1,719,1,1,13.7,57
1,720,1,1,10.6,57
1,721,1,3,8.43,56
1,722,1,1,8.9,56
1,723,1,1,4.3,55
1,724,1,2,7.2,54
1,725,1,2,-6.75,54
1,726,1,1,6.5,53
1,727,1,1,10.6,52
1,728,1,4,-1.82,52
1,729,1,2,-1.0,52
1,730,1,1,0.8,51
1,731,1,1,5.0,51
1,732,1,1,9.2,49
1,733,1,1,7.8,48
1,734,1,1,2.7,48
1,735,1,3,2.47,46
1,736,1,1,10.5,45
1,737,1,1,6.9,44
1,738,1,1,8.3,44
1,739,1,1,16.1,44
1,740,1,1,1.0,43
1,741,1,1,13.5,43
1,742,1,2,9.5,43
1,743,1,1,11.1,43
1,744,1,1,2.4,43
1,745,1,2,13.25,42
1,746,1,2,5.2,42
1,747,1,3,5.63,41
1,748,0,3,14.7,41
1,749,1,2,16.6,40
1,750,1,4,9.12,40
1,751,1,1,7.2,40
1,752,1,1,9.3,40
1,753,1,1,3.7,38
1,754,1,1,13.9,38
1,755,1,2,7.8,38
1,756,1,1,2.2,38
1,757,1,1,7.3,37
1,758,1,1,7.0,37
1,759,1,2,0.35,37
1,760,1,3,12.2,36
1,761,1,1,6.7,36
1,762,1,2,8.15,35
1,763,1,1,10.9,35
1,764,1,1,8.2,34
1,765,1,2,10.5,34
1,766,1,1,11.8,34
1,767,1,1,14.1,33
1,768,1,1,5.6,33
1,769,1,1,19.3,31
1,770,1,1,10.8,30
1,771,1,3,10.57,30
1,772,1,1,13.6,30
1,773,1,1,1.6,29
1,774,1,1,10.4,29
1,775,1,1,18.1,29
1,776,1,1,7.8,28
1,777,1,3,7.73,28
1,778,1,2,6.0,27
1,779,1,1,4.8,27
1,780,1,1,18.9,26
1,781,1,1,5.6,26
1,782,1,1,10.3,26
1,783,1,1,21.5,26
1,784,1,1,9.1,25
1,785,1,1,12.5,25
1,786,1,1,5.0,25
1,787,1,1,5.1,23
1,788,1,1,5.7,23
1,789,1,1,5.7,23
1,790,1,1,12.4,22
1,791,1,1,8.8,22
1,792,1,3,-7.43,22
1,793,1,1,8.8,21
1,794,1,1,0.3,21
1,795,1,2,10.15,21
1,796,1,1,2.4,21
1,797,1,1,3.4,21
1,798,1,1,0.1,21
1,799,1,1,10.9,20
1,800,1,1,7.9,20
1,801,1,1,10.6,19
1,802,1,1,19.9,19
1,803,1,1,9.9,18
1,804,1,2,-2.75,17
1,805,1,2,17.55,17
1,806,1,1,10.8,16
1,807,1,1,6.0,16
1,808,1,1,7.8,16
1,809,1,1,22.2,16
1,810,1,1,14.6,15
1,811,0,1,-4.5,15
1,812,1,1,1.1,15
1,813,1,1,7.1,14
1,814,1,1,20.0,14
1,815,1,2,10.95,14
1,816,1,1,0.2,14
1,817,1,1,17.4,13
1,818,1,2,3.25,13
1,819,1,1,14.5,13
1,820,1,1,6.4,12
1,821,1,2,2.2,12
1,822,1,1,2.9,12
1,823,1,1,19.4,12
1,824,1,1,5.9,12
1,825,1,1,4.7,12
1,826,1,4,1.93,12
1,827,1,1,10.6,11
1,828,1,1,-6.9,11
1,829,1,1,6.6,11
1,830,1,1,-1.3,11
1,831,1,1,10.3,10
1,832,1,1,4.6,10
1,833,1,2,-3.75,10
1,834,1,1,4.7,9
1,835,1,1,-7.6,9
1,836,1,1,-0.1,9
1,837,1,1,7.6,9
1,838,1,1,13.5,9
1,839,1,1,3.4,8
1,840,1,1,10.8,8
1,841,1,1,6.0,8
1,842,1,1,1.2,6
1,843,1,1,12.8,6
1,844,1,1,4.2,6
1,845,1,1,5.9,6
1,846,1,1,66.8,6
1,847,1,1,-4.8,6
1,848,1,1,7.8,6
1,849,1,1,2.3,6
1,850,1,1,58.3,6
1,851,1,1,17.7,6
1,852,1,1,-5.6,6
1,853,1,1,6.6,5
1,854,1,1,-2.6,5
1,855,1,1,3.2,5
1,856,1,1,-3.3,4
1,857,1,1,7.8,4
1,858,1,1,5.5,4
1,859,1,1,1.9,4
1,860,1,1,31.7,4
1,861,1,1,17.2,4
1,862,1,1,4.7,4
1,863,1,1,4.3,4
1,864,1,1,26.1,4
1,865,1,1,6.8,4
1,866,1,1,2.7,4
1,867,1,1,0.1,4
1,868,1,1,13.3,4
1,869,1,1,0.6,3
1,870,1,1,1.8,3
1,871,1,1,-3.3,3
1,872,1,1,-6.1,3
1,873,1,1,-0.8,2
1,874,1,1,30.9,2
1,875,1,1,-1.7,2
1,876,1,1,-2.4,2
1,877,1,1,-9.7,2
1,878,1,1,5.9,2
1,879,1,1,3.1,2
1,880,1,1,5.7,2
1,881,1,1,0.2,2
1,882,1,1,9.6,2
1,883,1,2,-14.85,0
1,884,1,1,-22.1,0
1,885,1,1,-15.0,0
1,886,1,1,-8.9,0
1,887,1,1,-41.1,0
1,888,1,1,-10.3,0
1,889,1,1,1.3,0
1,890,1,1,-17.3,0
1,891,1,1,-4.3,0
1,892,1,1,0.0,0
1,893,1,1,7.8,0
