Total Calls,Percent Unidentifiable,Accuracy Excluding Unidentifiable Results,Accuracy Including Unidentifiable Results,Percent of Females Unidentified,Percent of Males Unidentified,Overall Accuracy
,,,,,,
992,0.022177419,0.957731959,0.936491935,0.318181818,0.681818182,0.943548387
