iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,4879.7155911268765,0.0,4879.7155911264845,4879.7155911264845,[0.0065832  0.00686571 0.00761219]
1,4879.707937312156,0.0,4879.707937312318,4879.707937312318,[0.00654953 0.00710654 0.00774023]
2,4879.70041728114,0.0,4879.700417281247,4879.700417281247,[0.00651593 0.00734535 0.00786694]
3,4879.693028638265,0.0,4879.693028637726,4879.693028637726,[0.00648241 0.00758214 0.00799233]
4,4879.685769031596,0.0,4879.685769031637,4879.685769031637,[0.00644895 0.00781693 0.00811641]
5,4879.678636152046,0.0,4879.678636152019,4879.678636152019,[0.00641556 0.00804975 0.00823918]
6,4879.671627732559,0.0,4879.671627732648,4879.671627732648,[0.00638223 0.0082806  0.00836068]
7,4879.664741547343,0.0,4879.664741547502,4879.664741547502,[0.00634898 0.00850951 0.0084809 ]
8,4879.657975411097,0.0,4879.657975410977,4879.657975410977,[0.0063158  0.0087365  0.00859986]
9,4879.6513271782715,0.0,4879.651327178401,4879.651327178401,[0.00628268 0.00896157 0.00871758]
10,4879.644794742326,0.0,4879.644794742162,4879.644794742162,[0.00624963 0.00918475 0.00883406]
11,4879.638376035005,0.0,4879.638376035102,4879.638376035102,[0.00621665 0.00940605 0.00894932]
12,4879.6320690256425,0.0,4879.632069025813,4879.632069025813,[0.00618373 0.00962549 0.00906337]
13,4879.625871720447,0.0,4879.625871719987,4879.625871719987,[0.00615088 0.00984308 0.00917622]
14,4879.619782161839,0.0,4879.619782161324,4879.619782161324,[0.0061181  0.01005885 0.00928789]
15,4879.61379842777,0.0,4879.613798427999,4879.613798427999,[0.00608539 0.01027281 0.00939838]
16,4879.607918631075,0.0,4879.607918631272,4879.607918631272,[0.00605274 0.01048497 0.00950771]
17,4879.6021409188215,0.0,4879.602140918867,4879.602140918867,[0.00602016 0.01069534 0.00961589]
18,4879.596463471678,0.0,4879.5964634714455,4879.5964634714455,[0.00598765 0.01090395 0.00972293]
19,4879.590884503308,0.0,4879.590884503158,4879.590884503158,[0.0059552  0.01111082 0.00982884]
20,4879.585402259736,0.0,4879.585402259525,4879.585402259525,[0.00592282 0.01131594 0.00993364]
21,4879.580015018775,0.0,4879.580015019355,4879.580015019355,[0.00589051 0.01151935 0.01003733]
22,4879.574721089432,0.0,4879.57472108987,4879.57472108987,[0.00585826 0.01172105 0.01013993]
23,4879.569518811328,0.0,4879.569518811833,4879.569518811833,[0.00582608 0.01192106 0.01024144]
24,4879.5644065541455,0.0,4879.564406554106,4879.564406554106,[0.00579396 0.0121194  0.01034188]
25,4879.559382717064,0.0,4879.559382717475,4879.559382717475,[0.00576191 0.01231608 0.01044126]
26,4879.554445728228,0.0,4879.554445728018,4879.554445728018,[0.00572992 0.01251111 0.01053959]
27,4879.549594044204,0.0,4879.549594044331,4879.549594044331,[0.005698   0.01270451 0.01063688]
28,4879.5448261494685,0.0,4879.544826149229,4879.544826149229,[0.00566614 0.01289629 0.01073313]
29,4879.540140555886,0.0,4879.540140555515,4879.540140555515,[0.00563435 0.01308646 0.01082837]
30,4879.535535802214,0.0,4879.535535801851,4879.535535801851,[0.00560262 0.01327505 0.01092259]
31,4879.531010453601,0.0,4879.531010453769,4879.531010453769,[0.00557095 0.01346206 0.01101582]
32,4879.526563101108,0.0,4879.526563100976,4879.526563100976,[0.00553935 0.01364751 0.01110806]
33,4879.522192361227,0.0,4879.5221923611525,4879.5221923611525,[0.00550782 0.01383141 0.01119931]
34,4879.517896875427,0.0,4879.51789687584,4879.51789687584,[0.00547635 0.01401377 0.0112896 ]
35,4879.513675309683,0.0,4879.513675310016,4879.513675310016,[0.00544494 0.01419461 0.01137893]
36,4879.509526354028,0.0,4879.509526354106,4879.509526354106,[0.00541359 0.01437395 0.0114673 ]
37,4879.505448722124,0.0,4879.505448722193,4879.505448722193,[0.00538231 0.01455178 0.01155474]
38,4879.501441150813,0.0,4879.501441150658,4879.501441150658,[0.00535109 0.01472814 0.01164124]
39,4879.497502399701,0.0,4879.497502399755,4879.497502399755,[0.00531994 0.01490302 0.01172682]
40,4879.493631250749,0.0,4879.4936312505,4879.4936312505,[0.00528885 0.01507645 0.01181149]
41,4879.489826507845,0.0,4879.489826507714,4879.489826507714,[0.00525782 0.01524843 0.01189525]
42,4879.486086996416,0.0,4879.486086996401,4879.486086996401,[0.00522685 0.01541898 0.01197812]
43,4879.482411563038,0.0,4879.482411563069,4879.482411563069,[0.00519595 0.01558811 0.0120601 ]
44,4879.47879907504,0.0,4879.4787990755085,4879.4787990755085,[0.0051651  0.01575583 0.01214121]
45,4879.47524842012,0.0,4879.475248420181,4879.475248420181,[0.00513432 0.01592215 0.01222144]
46,4879.47175850599,0.0,4879.471758506203,4879.471758506203,[0.00510361 0.0160871  0.01230082]
47,4879.468328259996,0.0,4879.468328260111,4879.468328260111,[0.00507295 0.01625067 0.01237935]
48,4879.464956628766,0.0,4879.464956628928,4879.464956628928,[0.00504235 0.01641288 0.01245703]
49,4879.461642577859,0.0,4879.461642578077,4879.461642578077,[0.00501182 0.01657374 0.01253388]
50,4879.458385091411,0.0,4879.4583850912295,4879.4583850912295,[0.00498135 0.01673327 0.01260991]
51,4879.455183171808,0.0,4879.455183171856,4879.455183171856,[0.00495094 0.01689147 0.01268511]
52,4879.452035839347,0.0,4879.4520358394,4879.4520358394,[0.00492059 0.01704836 0.01275951]
53,4879.448942131907,0.0,4879.448942131536,4879.448942131536,[0.0048903  0.01720394 0.01283311]
54,4879.445901104635,0.0,4879.445901104698,4879.445901104698,[0.00486007 0.01735824 0.01290591]
55,4879.442911829623,0.0,4879.442911829312,4879.442911829312,[0.0048299  0.01751125 0.01297793]
56,4879.4399733956125,0.0,4879.439973395749,4879.439973395749,[0.0047998  0.017663   0.01304917]
57,4879.437084907675,0.0,4879.437084908253,4879.437084908253,[0.00476975 0.01781348 0.01311965]
58,4879.4342454869275,0.0,4879.434245487049,4879.434245487049,[0.00473976 0.01796272 0.01318936]
59,4879.431454270237,0.0,4879.431454269799,4879.431454269799,[0.00470983 0.01811073 0.01325832]
60,4879.428710409932,0.0,4879.428710409877,4879.428710409877,[0.00467997 0.0182575  0.01332653]
61,4879.426013073522,0.0,4879.42601307328,4879.42601307328,[0.00465016 0.01840307 0.013394  ]
62,4879.423361443419,0.0,4879.42336144344,4879.42336144344,[0.00462041 0.01854742 0.01346075]
63,4879.420754716675,0.0,4879.42075471661,4879.42075471661,[0.00459072 0.01869059 0.01352676]
64,4879.418192104711,0.0,4879.418192104945,4879.418192104945,[0.00456109 0.01883256 0.01359207]
65,4879.415672833051,0.0,4879.415672833129,4879.415672833129,[0.00453152 0.01897337 0.01365666]
66,4879.413196141075,0.0,4879.413196141424,4879.413196141424,[0.004502   0.01911301 0.01372055]
67,4879.410761281758,0.0,4879.4107612819635,4879.4107612819635,[0.00447255 0.01925149 0.01378375]
68,4879.408367521435,0.0,4879.408367521304,4879.408367521304,[0.00444316 0.01938883 0.01384626]
69,4879.406014139548,0.0,4879.406014139335,4879.406014139335,[0.00441382 0.01952504 0.01390808]
70,4879.403700428411,0.0,4879.403700429002,4879.403700429002,[0.00438454 0.01966012 0.01396924]
71,4879.401425692981,0.0,4879.40142569296,4879.40142569296,[0.00435532 0.01979409 0.01402972]
72,4879.399189250629,0.0,4879.39918925069,4879.39918925069,[0.00432615 0.01992695 0.01408955]
73,4879.3969904309015,0.0,4879.39699043126,4879.39699043126,[0.00429705 0.02005871 0.01414872]
74,4879.39482857532,0.0,4879.394828575283,4879.394828575283,[0.004268   0.02018939 0.01420724]
75,4879.392703037148,0.0,4879.392703036733,4879.392703036733,[0.00423901 0.02031899 0.01426513]
76,4879.390613181193,0.0,4879.3906131806125,4879.3906131806125,[0.00421008 0.02044752 0.01432238]
77,4879.3885583835745,0.0,4879.388558383747,4879.388558383747,[0.0041812  0.02057499 0.014379  ]
78,4879.386538031553,0.0,4879.386538030914,4879.386538030914,[0.00415238 0.02070141 0.014435  ]
79,4879.384551523296,0.0,4879.384551523455,4879.384551523455,[0.00412362 0.02082679 0.01449039]
80,4879.382598267697,0.0,4879.382598267694,4879.382598267694,[0.00409492 0.02095114 0.01454516]
81,4879.380677684181,0.0,4879.3806776846695,4879.3806776846695,[0.00406627 0.02107446 0.01459934]
82,4879.378789202513,0.0,4879.3787892023975,4879.3787892023975,[0.00403767 0.02119677 0.01465291]
83,4879.376932262603,0.0,4879.376932263229,4879.376932263229,[0.00400914 0.02131807 0.0147059 ]
84,4879.375106314343,0.0,4879.375106314831,4879.375106314831,[0.00398066 0.02143838 0.01475831]
85,4879.373310817398,0.0,4879.373310817827,4879.373310817827,[0.00395223 0.02155769 0.01481013]
86,4879.371545241056,0.0,4879.371545240524,4879.371545240524,[0.00392387 0.02167603 0.01486138]
87,4879.369809064041,0.0,4879.3698090640755,4879.3698090640755,[0.00389555 0.02179339 0.01491207]
88,4879.368101774339,0.0,4879.368101774497,4879.368101774497,[0.0038673  0.02190979 0.01496219]
89,4879.366422869048,0.0,4879.366422869483,4879.366422869483,[0.00383909 0.02202523 0.01501176]
90,4879.36477185419,0.0,4879.364771853972,4879.364771853972,[0.00381095 0.02213972 0.01506078]
91,4879.363148244578,0.0,4879.363148244715,4879.363148244715,[0.00378286 0.02225328 0.01510926]
92,4879.361551563621,0.0,4879.361551563278,4879.361551563278,[0.00375482 0.0223659  0.01515719]
93,4879.359981343213,0.0,4879.3599813428,4879.3599813428,[0.00372684 0.0224776  0.0152046 ]
94,4879.358437123543,0.0,4879.35843712347,4879.35843712347,[0.00369891 0.02258838 0.01525148]
95,4879.356918452962,0.0,4879.356918452582,4879.356918452582,[0.00367104 0.02269825 0.01529783]
96,4879.355424887841,0.0,4879.355424887937,4879.355424887937,[0.00364322 0.02280723 0.01534367]
97,4879.353955992408,0.0,4879.353955992765,4879.353955992765,[0.00361545 0.02291531 0.01538899]
98,4879.352511338626,0.0,4879.35251133803,4879.35251133803,[0.00358774 0.0230225  0.01543381]
99,4879.351090506047,0.0,4879.351090506528,4879.351090506528,[0.00356009 0.02312882 0.01547813]
100,4879.349693081668,0.0,4879.349693081545,4879.349693081545,[0.00353249 0.02323426 0.01552196]
101,4879.348318659808,0.0,4879.3483186603335,4879.3483186603335,[0.00350494 0.02333885 0.01556529]
102,4879.346966841969,0.0,4879.3469668418475,4879.3469668418475,[0.00347744 0.02344257 0.01560814]
103,4879.3456372367145,0.0,4879.345637236764,4879.345637236764,[0.00345    0.02354545 0.0156505 ]
104,4879.344329459531,0.0,4879.344329459425,4879.344329459425,[0.00342261 0.02364749 0.01569239]
105,4879.343043132718,0.0,4879.343043132563,4879.343043132563,[0.00339528 0.02374869 0.01573381]
106,4879.341777885251,0.0,4879.341777885085,4879.341777885085,[0.00336799 0.02384907 0.01577476]
107,4879.340533352672,0.0,4879.340533352334,4879.340533352334,[0.00334076 0.02394862 0.01581526]
108,4879.339309176965,0.0,4879.339309176851,4879.339309176851,[0.00331359 0.02404736 0.01585529]
109,4879.338105006447,0.0,4879.338105006463,4879.338105006463,[0.00328646 0.0241453  0.01589487]
110,4879.336920495654,0.0,4879.336920495327,4879.336920495327,[0.00325939 0.02424243 0.01593401]
111,4879.335755305216,0.0,4879.335755305292,4879.335755305292,[0.00323237 0.02433878 0.0159727 ]
112,4879.3346091017675,0.0,4879.3346091019175,4879.3346091019175,[0.0032054  0.02443433 0.01601096]
113,4879.333481557822,0.0,4879.3334815581675,4879.3334815581675,[0.00317849 0.02452911 0.01604878]
114,4879.332372351688,0.0,4879.3323723519115,4879.3323723519115,[0.00315162 0.02462311 0.01608617]
115,4879.331281167333,0.0,4879.331281167194,4879.331281167194,[0.00312481 0.02471635 0.01612314]
116,4879.33020769432,0.0,4879.330207693973,4879.330207693973,[0.00309805 0.02480883 0.01615968]
117,4879.329151627677,0.0,4879.329151627753,4879.329151627753,[0.00307134 0.02490055 0.01619582]
118,4879.328112667813,0.0,4879.328112667912,4879.328112667912,[0.00304468 0.02499153 0.01623154]
119,4879.32709052042,0.0,4879.3270905208865,4879.3270905208865,[0.00301808 0.02508176 0.01626685]
120,4879.326084896375,0.0,4879.3260848967775,4879.3260848967775,[0.00299152 0.02517126 0.01630176]
121,4879.325095511655,0.0,4879.325095511966,4879.325095511966,[0.00296502 0.02526003 0.01633627]
122,4879.324122087237,0.0,4879.324122087624,4879.324122087624,[0.00293856 0.02534808 0.01637038]
123,4879.323164349009,0.0,4879.323164348782,4879.323164348782,[0.00291216 0.02543541 0.0164041 ]
124,4879.322222027691,0.0,4879.322222027927,4879.322222027927,[0.00288581 0.02552204 0.01643744]
125,4879.321294858739,0.0,4879.321294858768,4879.321294858768,[0.0028595  0.02560795 0.0164704 ]
126,4879.320382582264,0.0,4879.320382582531,4879.320382582531,[0.00283325 0.02569317 0.01650297]
127,4879.319484942953,0.0,4879.319484943094,4879.319484943094,[0.00280705 0.0257777  0.01653517]
128,4879.318601689977,0.0,4879.318601689827,4879.318601689827,[0.0027809  0.02586154 0.016567  ]
129,4879.317732576923,0.0,4879.317732577396,4879.317732577396,[0.0027548  0.0259447  0.01659847]
130,4879.316877361706,0.0,4879.316877361509,4879.316877361509,[0.00272874 0.02602718 0.01662957]
131,4879.316035806494,0.0,4879.316035806778,4879.316035806778,[0.00270274 0.02610899 0.01666031]
132,4879.315207677639,0.0,4879.31520767761,4879.31520767761,[0.00267679 0.02619014 0.01669069]
133,4879.314392745585,0.0,4879.314392745147,4879.314392745147,[0.00265088 0.02627064 0.01672072]
134,4879.313590784817,0.0,4879.313590784803,4879.313590784803,[0.00262503 0.02635047 0.01675041]
135,4879.312801573771,0.0,4879.312801573797,4879.312801573797,[0.00259922 0.02642966 0.01677975]
136,4879.312024894782,0.0,4879.312024894868,4879.312024894868,[0.00257347 0.02650821 0.01680874]
137,4879.311260533985,0.0,4879.311260533921,4879.311260533921,[0.00254776 0.02658612 0.0168374 ]
138,4879.310508281282,0.0,4879.310508281016,4879.310508281016,[0.0025221  0.0266634  0.01686573]
139,4879.30976793025,0.0,4879.30976792989,4879.30976792989,[0.00249649 0.02674006 0.01689373]
140,4879.309039278087,0.0,4879.3090392779195,4879.3090392779195,[0.00247093 0.02681609 0.01692139]
141,4879.308322125542,0.0,4879.308322125813,4879.308322125813,[0.00244541 0.02689151 0.01694874]
142,4879.307616276856,0.0,4879.3076162768775,4879.3076162768775,[0.00241995 0.02696632 0.01697576]
143,4879.306921539697,0.0,4879.306921539734,4879.306921539734,[0.00239453 0.02704052 0.01700247]
144,4879.306237725103,0.0,4879.306237724783,4879.306237724783,[0.00236916 0.02711412 0.01702887]
145,4879.305564647413,0.0,4879.305564647691,4879.305564647691,[0.00234384 0.02718712 0.01705495]
146,4879.3049021242205,0.0,4879.304902124322,4879.304902124322,[0.00231856 0.02725954 0.01708073]
147,4879.304249976305,0.0,4879.30424997645,4879.30424997645,[0.00229333 0.02733137 0.0171062 ]
148,4879.303608027583,0.0,4879.303608027687,4879.303608027687,[0.00226816 0.02740262 0.01713137]
149,4879.302976105044,0.0,4879.302976105064,4879.302976105064,[0.00224302 0.02747329 0.01715625]
150,4879.3023540387085,0.0,4879.302354038542,4879.302354038542,[0.00221794 0.02754339 0.01718083]
151,4879.301741661555,0.0,4879.301741661227,4879.301741661227,[0.0021929  0.02761293 0.01720512]
152,4879.301138809496,0.0,4879.301138809338,4879.301138809338,[0.00216791 0.0276819  0.01722912]
153,4879.300545321288,0.0,4879.300545321219,4879.300545321219,[0.00214297 0.02775032 0.01725283]
