Total Calls,Percent Unidentifiable,Accuracy Excluding Unidentifiable Results,Accuracy Including Unidentifiable Results,Percent of Females Unidentified,Percent of Males Unidentified,Overall Accuracy
1257,0.03659506762132061,0.9372419488026424,0.9029435163086714,0.21739130434782608,0.782608695652174,0.9315831344470963
