iteration,loss,loss_exposure,DELTR_Loss(calculated),loss_standard,omega
0,3723.7291663566007,nan,nan,3723.729166356509,[0.00175758 0.00712306 0.00072725]
1,3723.7100809734147,nan,nan,3723.7100809733292,[0.00175758 0.00749438 0.00095449]
2,3723.691173834164,nan,nan,3723.6911738342374,[0.00175758 0.00786423 0.00118023]
3,3723.6724432002056,nan,nan,3723.6724432000774,[0.00175758 0.00823261 0.00140447]
4,3723.6538873502786,nan,nan,3723.653887350499,[0.00175758 0.00859954 0.00162724]
5,3723.6355045802825,nan,nan,3723.6355045805626,[0.00175758 0.00896501 0.00184852]
6,3723.6172932031445,nan,nan,3723.6172932028653,[0.00175758 0.00932905 0.00206834]
7,3723.5992515486196,nan,nan,3723.5992515484086,[0.00175758 0.00969164 0.0022867 ]
8,3723.581377963124,nan,nan,3723.5813779630025,[0.00175758 0.0100528  0.00250361]
9,3723.5636708095826,nan,nan,3723.563670809661,[0.00175758 0.01041253 0.00271907]
10,3723.546128467242,nan,nan,3723.546128467411,[0.00175758 0.01077084 0.0029331 ]
11,3723.528749331518,nan,nan,3723.5287493313135,[0.00175758 0.01112774 0.00314571]
12,3723.5115318138223,nan,nan,3723.5115318135668,[0.00175758 0.01148323 0.0033569 ]
13,3723.4944743414053,nan,nan,3723.4944743412257,[0.00175758 0.01183731 0.00356669]
14,3723.477575357211,nan,nan,3723.4775753570643,[0.00175758 0.01219    0.00377507]
15,3723.460833319683,nan,nan,3723.460833319315,[0.00175758 0.01254129 0.00398206]
16,3723.4442467026474,nan,nan,3723.444246702966,[0.00175758 0.0128912  0.00418766]
17,3723.427813995124,nan,nan,3723.4278139948833,[0.00175758 0.01323973 0.00439189]
18,3723.4115337012,nan,nan,3723.411533701028,[0.00175758 0.01358688 0.00459475]
19,3723.3954043398608,nan,nan,3723.39540434003,[0.00175758 0.01393267 0.00479626]
20,3723.3794244448386,nan,nan,3723.3794244445367,[0.00175758 0.01427709 0.00499641]
21,3723.3635925644708,nan,nan,3723.3635925647704,[0.00175758 0.01462016 0.00519521]
22,3723.3479072615655,nan,nan,3723.347907261423,[0.00175758 0.01496187 0.00539268]
23,3723.332367113217,nan,nan,3723.3323671131243,[0.00175758 0.01530224 0.00558882]
24,3723.3169707107045,nan,nan,3723.3169707104867,[0.00175758 0.01564127 0.00578365]
25,3723.301716659317,nan,nan,3723.3017166594595,[0.00175758 0.01597896 0.00597715]
26,3723.2866035782426,nan,nan,3723.286603577959,[0.00175758 0.01631532 0.00616936]
27,3723.2716301003866,nan,nan,3723.271630100527,[0.00175758 0.01665036 0.00636026]
28,3723.2567948722735,nan,nan,3723.2567948726464,[0.00175758 0.01698408 0.00654988]
29,3723.242096553895,nan,nan,3723.2420965542037,[0.00175758 0.01731649 0.00673822]
30,3723.227533818562,nan,nan,3723.2275338182894,[0.00175758 0.01764759 0.00692528]
31,3723.21310535279,nan,nan,3723.213105353139,[0.00175758 0.01797739 0.00711107]
32,3723.198809856149,nan,nan,3723.1988098562397,[0.00175758 0.01830589 0.0072956 ]
33,3723.184646041152,nan,nan,3723.184646040909,[0.00175758 0.0186331  0.00747888]
34,3723.1706126331037,nan,nan,3723.1706126328445,[0.00175758 0.01895902 0.00766092]
35,3723.1567083699783,nan,nan,3723.1567083698046,[0.00175758 0.01928367 0.00784172]
36,3723.1429320023094,nan,nan,3723.142932002067,[0.00175758 0.01960704 0.00802128]
37,3723.129282293029,nan,nan,3723.129282292697,[0.00175758 0.01992913 0.00819963]
38,3723.115758017376,nan,nan,3723.1157580172317,[0.00175758 0.02024997 0.00837676]
