doc_id,Gender,judgement,GT_score,InferredGender
107,0,0.38742795856581536,8765,1
13,0,0.37266831283506135,19923,1
19,0,0.3462376471262755,18135,1
24,0,0.3350413787726571,17263,1
7,0,0.33464954406251646,26394,1
16,0,0.31984987899738865,18992,1
75,0,0.28574342473222114,11098,1
47,0,0.2777615966254966,13932,1
53,0,0.2770323377672149,12925,1
8,0,0.27475588778704696,26218,1
61,0,0.2647607516705983,12478,1
15,0,0.2608970912341702,19172,1
2,0,0.2598646710710709,26946,1
11,0,0.2584977050053558,21606,1
214,0,0.2583718905111842,4915,1
5,0,0.257765567901549,26397,1
196,0,0.25588383087704675,5458,1
22,0,0.2557522598918248,17658,1
87,1,0.2533871365063338,9693,1
33,0,0.25150539948183165,15991,1
93,0,0.2435264496206323,9578,1
116,0,0.24339775688093554,8290,1
14,0,0.24296590283642117,19364,1
225,0,0.24241111254326034,4618,1
104,0,0.24146448753995892,8890,1
54,0,0.23593069973299807,12924,1
10,0,0.23480960616457577,23848,1
58,0,0.233785820738052,12558,1
62,0,0.23275627882047792,12417,1
43,0,0.2299621796359977,14593,1
37,0,0.22979346756192717,15428,1
82,0,0.22936737000846313,10061,1
1,0,0.22931295944646352,32292,1
247,0,0.2291099845290696,4037,1
17,0,0.22747699824738543,18715,1
3,0,0.2270022466229721,26931,1
27,0,0.22485736762802605,16827,1
105,0,0.22396227494119905,8875,1
12,0,0.22241220557378755,20445,1
147,0,0.22224349349971706,6602,1
39,0,0.2211252781768199,15092,1
9,0,0.2186343402971573,26126,1
123,0,0.21808242824952168,8138,1
69,0,0.21589465167467672,11713,1
59,0,0.21572018310955582,12517,1
38,0,0.21404717749349791,15213,1
362,0,0.21379554850515473,1953,1
25,0,0.21276025009653027,17105,1
201,0,0.21134750820539105,5317,1
128,0,0.20692905747580218,7674,1
51,0,0.2055534566735115,13570,1
18,0,0.20482419781522984,18679,1
21,0,0.20477842198980575,17911,1
96,0,0.20456681233583632,9377,1
26,0,0.20310541637374782,16933,1
6,0,0.20280513331445538,26395,1
279,0,0.20118078176934673,3300,1
80,0,0.1974029164927165,10457,1
49,0,0.19692816486830317,13856,1
44,0,0.1963704963296172,14508,1
36,0,0.19620178425554669,15525,1
57,0,0.1957270326311334,12670,1
240,0,0.19517224233797256,4231,1
146,0,0.19414270042039847,6636,1
4,0,0.19319031892604668,26710,1
202,0,0.19251259238423946,5285,1
173,1,0.19079093269723224,6005,1
113,0,0.19062222062316175,8356,1
145,0,0.19040773272366715,6774,1
86,0,0.18976426902518334,9743,1
78,0,0.18972137144528442,10689,1
135,0,0.1876622876101362,7205,1
55,0,0.1858605892543815,12790,1
108,0,0.1858605892543815,8667,1
164,0,0.1846594570172117,6226,1
252,0,0.18049839176701638,3820,1
346,0,0.18037545551836995,2099,1
140,0,0.180243884533148,6975,1
46,0,0.17925148370442245,13980,1
48,0,0.17873383450011024,13859,1
155,0,0.17813902487257569,6458,1
267,0,0.17462142332086417,3563,1
83,0,0.17255946124019073,9988,1
189,0,0.17140122658291987,5692,1
30,0,0.1710951870325771,16652,1
56,0,0.16981401612665978,12713,1
