doc_id,Gender,judgement,GT_score,Inferred_Gender
1469,0,-0.056261922309215034,7.89e-05,0
1094,0,-0.056261962484843955,8.18e-05,0
4338,1,-0.05864350012518449,5.98e-05,1
3672,1,-0.0586435015148096,6.56e-05,1
3159,1,-0.0586435043902819,6.91e-05,1
46,0,-0.059940520665546726,0.000103681,0
505,0,-0.05994056095696529,8.84e-05,0
2443,0,-0.05994058055077943,7.3e-05,0
2199,0,-0.059940666743864265,7.42e-05,0
2981,0,-0.059940692513676855,7.01e-05,0
2032,1,-0.062322084476235884,7.53e-05,1
1449,1,-0.06232209839967766,7.9e-05,1
3794,1,-0.062322171467840054,6.47e-05,1
4973,1,-0.06232223498320959,5.19e-05,1
101,0,-0.06361919742415652,9.86e-05,0
661,0,-0.0636192689663569,8.63e-05,0
1259,0,-0.06361927347796584,8.06e-05,0
415,0,-0.06361927690529057,8.99e-05,0
1291,0,-0.06361929021076682,8.03e-05,0
2888,0,-0.06361930082041369,7.05e-05,0
715,0,-0.06361931021217054,8.56e-05,0
2958,0,-0.06361936406913951,7.02e-05,0
2426,0,-0.06361937751664876,7.31e-05,0
2191,0,-0.06361938145437011,7.43e-05,0
344,1,-0.06600071860687674,9.12e-05,1
3299,1,-0.06600076589843487,6.81e-05,1
3044,1,-0.06600078323541052,6.97e-05,1
3615,1,-0.06600084859724652,6.6e-05,1
4711,1,-0.06600087926818264,5.59e-05,1
4989,1,-0.0660009064560044,5.17e-05,1
5005,1,-0.06600094749526533,5.15e-05,1
16,0,-0.06729785557612614,0.000110254,0
37,0,-0.0672978774802444,0.000104855,0
31,0,-0.06729789379493241,0.00010563,0
32,0,-0.0672978938235641,0.000105585,0
112,0,-0.06729792260527115,9.83e-05,0
760,0,-0.06729795000994386,8.51e-05,0
231,0,-0.06729795215579866,9.38e-05,0
623,0,-0.06729795280029,8.68e-05,0
475,0,-0.06729795573827543,8.88e-05,0
403,0,-0.06729796266554812,9.02e-05,0
526,0,-0.06729796982259084,8.81e-05,0
689,0,-0.06729798451379973,8.6e-05,0
3392,0,-0.0672979855652253,6.75e-05,0
2124,0,-0.0672979896733864,7.47e-05,0
1393,0,-0.06729799073440382,7.95e-05,0
4624,0,-0.06729808289352202,5.69e-05,0
4401,0,-0.0672981176998799,5.92e-05,0
4408,0,-0.06729814440505277,5.91e-05,0
532,1,-0.06967939958397104,8.8e-05,1
703,1,-0.06967940342331666,8.58e-05,1
1435,1,-0.06967942826276041,7.92e-05,1
1616,1,-0.06967944095694344,7.79e-05,1
4187,1,-0.06967944887197881,6.13e-05,1
3403,1,-0.06967947065978514,6.74e-05,1
3440,1,-0.06967947383305845,6.72e-05,1
2516,1,-0.06967947390028364,7.26e-05,1
2729,1,-0.06967947839059212,7.13e-05,1
2037,1,-0.0696794785344916,7.52e-05,1
2369,1,-0.0696794806151356,7.33e-05,1
3365,1,-0.06967948727670105,6.77e-05,1
3599,1,-0.06967952528192878,6.61e-05,1
3706,1,-0.06967952560657407,6.54e-05,1
4670,1,-0.06967953432505913,5.64e-05,1
4733,1,-0.06967955538387652,5.57e-05,1
4789,1,-0.06967956385572013,5.49e-05,1
4570,1,-0.06967956886836381,5.75e-05,1
4615,1,-0.06967958205151316,5.69e-05,1
24,0,-0.0709764879342962,0.00010694,0
18,0,-0.07097653502539897,0.000109926,0
82,0,-0.07097659736927382,0.0001,0
339,0,-0.07097659785396938,9.13e-05,0
157,0,-0.07097660767282522,9.63e-05,0
92,0,-0.07097660858871815,9.95e-05,0
240,0,-0.07097663402136466,9.37e-05,0
1298,0,-0.07097663532374457,8.02e-05,0
317,0,-0.07097663589647417,9.2e-05,0
745,0,-0.07097666213608829,8.53e-05,0
1036,0,-0.07097666763226966,8.23e-05,0
1408,0,-0.07097669743548288,7.93e-05,0
2337,0,-0.07097672338029876,7.35e-05,0
3533,0,-0.07097672755055193,6.66e-05,0
2240,0,-0.07097674067043222,7.4e-05,0
3601,0,-0.07097681551563963,6.61e-05,0
334,1,-0.07335809289952097,9.15e-05,1
4159,1,-0.07335810636945678,6.16e-05,1
1249,1,-0.07335810697496499,8.07e-05,1
830,1,-0.07335810973343351,8.42e-05,1
1482,1,-0.07335813361283079,7.89e-05,1
1385,1,-0.07335813836206839,7.95e-05,1
2490,1,-0.07335816678305057,7.27e-05,1
2797,1,-0.07335817611825501,7.1e-05,1
1810,1,-0.07335817799759173,7.67e-05,1
2437,1,-0.07335818139721009,7.3e-05,1
2773,1,-0.0733581831166764,7.11e-05,1
2954,1,-0.07335818410664566,7.02e-05,1
3098,1,-0.07335819945448967,6.95e-05,1
3723,1,-0.07335820071128246,6.52e-05,1
3212,1,-0.07335821504157745,6.87e-05,1
4215,1,-0.0733582350469656,6.1e-05,1
4791,1,-0.07335824817914849,5.49e-05,1
4217,1,-0.07335825079722674,6.1e-05,1
4438,1,-0.07335825233446527,5.88e-05,1
4769,1,-0.07335827100041885,5.52e-05,1
4864,1,-0.07335827786420725,5.38e-05,1
5054,1,-0.07335827869827667,5.05e-05,1
26,0,-0.074655219554239,0.000106633,0
69,0,-0.07465525342528902,0.00010101,0
222,0,-0.07465525606835086,9.41e-05,0
1023,0,-0.07465526208350409,8.25e-05,0
170,0,-0.07465527113881648,9.57e-05,0
1063,0,-0.0746552766840491,8.2e-05,0
55,0,-0.0746552886647749,0.000102627,0
113,0,-0.07465528891101214,9.83e-05,0
200,0,-0.07465529112494182,9.47e-05,0
561,0,-0.07465530332813514,8.78e-05,0
307,0,-0.07465530398104363,9.22e-05,0
1510,0,-0.07465530564911434,7.87e-05,0
191,0,-0.07465531916321669,9.51e-05,0
229,0,-0.07465534106293752,9.39e-05,0
1856,0,-0.07465535186529743,7.64e-05,0
3595,0,-0.07465539562213534,6.62e-05,0
3210,0,-0.07465544814343116,6.87e-05,0
3124,0,-0.07465544822362762,6.93e-05,0
3681,0,-0.07465544922289889,6.55e-05,0
4517,0,-0.07465548460268834,5.81e-05,0
4751,0,-0.07465551071467443,5.54e-05,0
4883,0,-0.07465552254962322,5.34e-05,0
445,1,-0.07703675866323856,8.93e-05,1
711,1,-0.07703678608941303,8.57e-05,1
1448,1,-0.07703680236394433,7.91e-05,1
2062,1,-0.07703680764714625,7.51e-05,1
1434,1,-0.07703681017779535,7.92e-05,1
1567,1,-0.07703681574726842,7.83e-05,1
1026,1,-0.07703681739318578,8.25e-05,1
2460,1,-0.07703682227339259,7.29e-05,1
1647,1,-0.07703682382618023,7.78e-05,1
1335,1,-0.0770368259350092,7.99e-05,1
2519,1,-0.07703683279185862,7.25e-05,1
1611,1,-0.07703683443252894,7.8e-05,1
2626,1,-0.0770368353438901,7.19e-05,1
1931,1,-0.07703683694062653,7.59e-05,1
2285,1,-0.07703683820996482,7.38e-05,1
1618,1,-0.0770368385876195,7.79e-05,1
3257,1,-0.07703684700293102,6.84e-05,1
2636,1,-0.07703684863112939,7.19e-05,1
2644,1,-0.07703685023706146,7.18e-05,1
2489,1,-0.07703686176902293,7.28e-05,1
2942,1,-0.07703686324878822,7.03e-05,1
1855,1,-0.07703686536164035,7.64e-05,1
4007,1,-0.07703688156692974,6.29e-05,1
3108,1,-0.07703689326471201,6.94e-05,1
3354,1,-0.07703689519694318,6.78e-05,1
3921,1,-0.07703689939393754,6.36e-05,1
2831,1,-0.07703690199043894,7.08e-05,1
4067,1,-0.07703690258280653,6.24e-05,1
3246,1,-0.07703690795116347,6.85e-05,1
4111,1,-0.0770369124260854,6.2e-05,1
3803,1,-0.07703691484124095,6.46e-05,1
2910,1,-0.07703691626184687,7.04e-05,1
4631,1,-0.07703692291792084,5.68e-05,1
4278,1,-0.07703693291287511,6.05e-05,1
4400,1,-0.07703693383837919,5.92e-05,1
4212,1,-0.07703693656334457,6.1e-05,1
4568,1,-0.07703693952720904,5.75e-05,1
4725,1,-0.07703695402430721,5.58e-05,1
4921,1,-0.07703695478772107,5.28e-05,1
219,0,-0.07833392648914789,9.43e-05,0
48,0,-0.07833394838500363,0.000103584,0
442,0,-0.07833396134533696,8.94e-05,0
1128,0,-0.07833396693721288,8.15e-05,0
181,0,-0.07833397481876586,9.53e-05,0
342,0,-0.07833398350859025,9.13e-05,0
337,0,-0.07833398417500576,9.14e-05,0
81,0,-0.07833398710610831,0.00010001,0
85,0,-0.07833398819782325,9.98e-05,0
188,0,-0.07833400347478624,9.51e-05,0
410,0,-0.0783340055164967,9e-05,0
177,0,-0.07833400683592534,9.54e-05,0
1047,0,-0.07833400770447774,8.22e-05,0
347,0,-0.0783340104948134,9.11e-05,0
705,0,-0.07833401158492062,8.58e-05,0
1316,0,-0.0783340137910964,8e-05,0
884,0,-0.07833401383411023,8.36e-05,0
2540,0,-0.07833401834759612,7.24e-05,0
1722,0,-0.07833402235464951,7.72e-05,0
537,0,-0.07833402327647847,8.8e-05,0
1061,0,-0.07833402349161533,8.21e-05,0
1309,0,-0.07833404955780827,8.01e-05,0
1612,0,-0.07833405222988327,7.8e-05,0
2331,0,-0.07833406060536521,7.35e-05,0
1999,0,-0.0783340690535076,7.55e-05,0
2924,0,-0.07833411900868664,7.04e-05,0
4045,0,-0.0783341210215842,6.26e-05,0
3654,0,-0.07833414523871592,6.57e-05,0
3025,0,-0.07833415379313999,6.98e-05,0
4448,0,-0.07833416175251316,5.87e-05,0
4167,0,-0.07833416702785768,6.15e-05,0
